Gameobject;Timestamp;rx;ry;w;corrWindow;corrFreq;corrMethod;eye
linearCube1;0;0;0;300;900;0.3;Pearson;BothEyes
linearCube2;0;0;0;300;900;0.3;Pearson;BothEyes
linearCube3;0;0;0;300;900;0.3;Pearson;BothEyes
linearCube1;0.3760018;0;0;300;900;0.3;Pearson;BothEyes
linearCube2;0.3760018;0;0;300;900;0.3;Pearson;BothEyes
linearCube3;0.3760018;0;0;300;900;0.3;Pearson;BothEyes
linearCube1;0.6828198;0;0;300;900;0.3;Pearson;BothEyes
linearCube2;0.6828198;0;0;300;900;0.3;Pearson;BothEyes
linearCube3;0.6828198;0;0;300;900;0.3;Pearson;BothEyes
linearCube1;0.9841221;0;0;300;900;0.3;Pearson;BothEyes
linearCube2;0.9841221;0;0;300;900;0.3;Pearson;BothEyes
linearCube3;0.9841221;0;0;300;900;0.3;Pearson;BothEyes
linearCube1;1.2854374;0;0;300;900;0.3;Pearson;BothEyes
linearCube2;1.2854374;0;0;300;900;0.3;Pearson;BothEyes
linearCube3;1.2854374;0;0;300;900;0.3;Pearson;BothEyes
linearCube1;1.5867388;0;0;300;900;0.3;Pearson;BothEyes
linearCube2;1.5867388;0;0;300;900;0.3;Pearson;BothEyes
linearCube3;1.5867388;0;0;300;900;0.3;Pearson;BothEyes
linearCube1;1.8885442;0;0;300;900;0.3;Pearson;BothEyes
linearCube2;1.8885442;0;0;300;900;0.3;Pearson;BothEyes
linearCube3;1.8885442;0;0;300;900;0.3;Pearson;BothEyes
linearCube1;2.1903482;-0.764923529863148;0;300;900;0.3;Pearson;BothEyes
linearCube2;2.1903482;0.764922921785775;0;300;900;0.3;Pearson;BothEyes
linearCube3;2.1903482;-0.764923197385897;0;300;900;0.3;Pearson;BothEyes
linearCube1;2.4916505;0.348207930262174;0;300;900;0.3;Pearson;BothEyes
linearCube2;2.4916505;-0.348207473091237;0;300;900;0.3;Pearson;BothEyes
linearCube3;2.4916505;0.348208066546943;0;300;900;0.3;Pearson;BothEyes
linearCube1;2.7939563;-0.332152899306995;0;300;900;0.3;Pearson;BothEyes
linearCube2;2.7939563;0.332362116220765;0;300;900;0.3;Pearson;BothEyes
linearCube3;2.7939563;-0.332362585878902;0;300;900;0.3;Pearson;BothEyes
linearCube1;3.0957601;0.9532493971204;0;300;900;0.3;Pearson;BothEyes
linearCube2;3.0957601;-0.760411137046139;0;300;900;0.3;Pearson;BothEyes
linearCube3;3.0957601;0.980591341968815;0;300;900;0.3;Pearson;BothEyes
linearCube1;3.3970626;-0.975639313281935;0;300;900;0.3;Pearson;BothEyes
linearCube2;3.3970626;0.975639293004421;0;300;900;0.3;Pearson;BothEyes
linearCube3;3.3970626;0.975639844647328;0;300;900;0.3;Pearson;BothEyes
linearCube1;3.6988669;0.89505814693087;0;300;900;0.3;Pearson;BothEyes
linearCube2;3.6988669;-0.89505783118375;0;300;900;0.3;Pearson;BothEyes
linearCube3;3.6988669;-0.895058210261575;0;300;900;0.3;Pearson;BothEyes
linearCube1;4.0001704;0.0141734702070008;0;300;900;0.3;Pearson;BothEyes
linearCube2;4.0001704;-0.0141733491930777;0;300;900;0.3;Pearson;BothEyes
linearCube3;4.0001704;-0.0141736024418742;0;300;900;0.3;Pearson;BothEyes
linearCube1;4.3019742;-0.893360527249599;0;300;900;0.3;Pearson;BothEyes
linearCube2;4.3019742;0.893360458613319;0;300;900;0.3;Pearson;BothEyes
linearCube3;4.3019742;0.893360412155568;0;300;900;0.3;Pearson;BothEyes
linearCube1;4.6037785;0.931651333478708;0;300;900;0.3;Pearson;BothEyes
linearCube2;4.6037785;-0.931652198911657;0;300;900;0.3;Pearson;BothEyes
linearCube3;4.6037785;-0.931652154136546;0;300;900;0.3;Pearson;BothEyes
linearCube1;4.905081;-0.972553312984927;0;300;900;0.3;Pearson;BothEyes
linearCube2;4.905081;0.972553302265056;0;300;900;0.3;Pearson;BothEyes
linearCube3;4.905081;-0.971594797290581;0;300;900;0.3;Pearson;BothEyes
linearCube1;5.2063838;-0.785549454989702;0;300;900;0.3;Pearson;BothEyes
linearCube2;5.2063838;0.78554914686223;0;300;900;0.3;Pearson;BothEyes
linearCube3;5.2063838;-0.785549792419994;0;300;900;0.3;Pearson;BothEyes
linearCube1;5.5081886;0.995074870582358;0;300;900;0.3;Pearson;BothEyes
linearCube2;5.5081886;-0.995074868303339;0;300;900;0.3;Pearson;BothEyes
linearCube3;5.5081886;0.995074917642014;0;300;900;0.3;Pearson;BothEyes
linearCube1;5.8094909;-0.977049854953239;0;300;900;0.3;Pearson;BothEyes
linearCube2;5.8094909;-0.994050060240733;0;300;900;0.3;Pearson;BothEyes
linearCube3;5.8094909;0.994050071583252;0;300;900;0.3;Pearson;BothEyes
linearCube1;6.1112954;-0.995463709368638;0;300;900;0.3;Pearson;BothEyes
linearCube2;6.1112954;-0.9954633885083;0;300;900;0.3;Pearson;BothEyes
linearCube3;6.1112954;0.995463808961921;0;300;900;0.3;Pearson;BothEyes
linearCube1;6.4125982;-0.987305391395517;0;300;900;0.3;Pearson;BothEyes
linearCube2;6.4125982;-0.987305802361299;0;300;900;0.3;Pearson;BothEyes
linearCube3;6.4125982;0.987305803059405;0;300;900;0.3;Pearson;BothEyes
linearCube1;6.7144025;-0.997948059682163;0;300;900;0.3;Pearson;BothEyes
linearCube2;6.7144025;-0.997948055026346;0;300;900;0.3;Pearson;BothEyes
linearCube3;6.7144025;0.99794805948449;0;300;900;0.3;Pearson;BothEyes
