circular (3)Cube6Timestamp;circular (3)Cube6XPos;circular (3)Cube6YPos;circular (3)Cube6newCorr;circular (3)Cube6smoothCorr
0;;;0;0
0.4176099;;;0;0
0.7184092;;;0;0
1.0202125;;;0;0
1.3200082;;;0;0
1.6233148;;;0;0
1.9246156;;;0;0
2.2264173;;;0;0
2.256;-1.717955;1.024026;;
2.258;-1.717955;1.024026;;
2.26;-1.717955;1.024026;;
2.261;-1.725443;1.011338;;
2.262;-1.726685;1.009233;;
2.263;-1.72689;1.008885;;
2.265;-1.726921;1.008833;;
2.266;-1.726929;1.00882;;
2.276;-1.735433;0.9941121;;
2.277;-1.735789;0.9934964;;
2.278;-1.735846;0.9933969;;
2.299;-1.752708;0.9633271;;
2.32;-1.769357;0.9323952;;
2.322;-1.769529;0.9320751;;
2.323;-1.769547;0.9320422;;
2.342;-1.785412;0.9012704;;
2.364;-1.800946;0.8698148;;
2.366;-1.801098;0.8695072;;
2.387;-1.815564;0.8388599;;
2.389;-1.816008;0.8379184;;
2.409;-1.830174;0.8064953;;
2.411;-1.830486;0.8058034;;
2.432;-1.844206;0.7738802;;
2.433;-1.844368;0.7735016;;
2.454;-1.857394;0.7416598;;
2.455;-1.857652;0.7410295;;
2.476;-1.870375;0.7082951;;
2.477;-1.870503;0.7079654;;
2.498;-1.882195;0.6762407;;
2.5;-1.882558;0.6752568;;
2.522;-1.893845;0.6429021;;
2.523;-1.894049;0.6423185;;
2.5281432;;;-0.42813756143279;-0.142712520477597
2.522;-1.893845;0.6429021;;
2.523;-1.894049;0.6423185;;
2.543;-1.90467;0.6100726;;
2.545;-1.905061;0.6088858;;
2.566;-1.915244;0.5760321;;
2.568;-1.91549;0.5752378;;
2.568;-1.91549;0.5752378;;
2.588;-1.925283;0.5415455;;
2.59;-1.925388;0.541182;;
2.59;-1.925391;0.541171;;
2.611;-1.934282;0.5084553;;
2.612;-1.934414;0.507969;;
2.613;-1.934476;0.5077389;;
2.614;-1.934486;0.5077023;;
2.633;-1.943349;0.4726263;;
2.634;-1.943434;0.4722921;;
2.635;-1.943457;0.4722013;;
2.635;-1.94346;0.4721874;;
2.655;-1.950844;0.440647;;
2.656;-1.950979;0.4400686;;
2.657;-1.951095;0.4395746;;
2.658;-1.951112;0.4394999;;
2.676;-1.958445;0.4055578;;
2.678;-1.958538;0.4051268;;
2.679;-1.958546;0.405091;;
2.679;-1.958547;0.4050849;;
2.698;-1.965293;0.3709531;;
2.699;-1.965367;0.37058;;
2.7;-1.965381;0.3705107;;
2.701;-1.965381;0.3705107;;
2.72;-1.971438;0.3367751;;
2.721;-1.971501;0.3364248;;
2.722;-1.971514;0.3363488;;
2.723;-1.971517;0.3363323;;
2.742;-1.977064;0.3019976;;
2.743;-1.977122;0.3016376;;
2.744;-1.977137;0.301544;;
2.745;-1.977137;0.301544;;
2.765;-1.981832;0.2688397;;
2.767;-1.982013;0.2675744;;
2.769;-1.982126;0.2667924;;
2.77;-1.982126;0.2667924;;
2.787;-1.986325;0.2333717;;
2.787;-1.986343;0.2332241;;
2.789;-1.986464;0.2322661;;
2.79;-1.986487;0.232079;;
2.808;-1.99019;0.1977652;;
2.809;-1.990255;0.1971668;;
2.81;-1.990291;0.1968295;;
2.811;-1.990291;0.1968295;;
2.8299458;;;-0.0138389066030417;-0.147325489345277
2.831;-1.993345;0.1628779;;
2.832;-1.993351;0.1628173;;
2.835;-1.993397;0.1623042;;
2.836;-1.99344;0.1618295;;
2.853;-1.995889;0.1280365;;
2.854;-1.995926;0.1275197;;
2.855;-1.995963;0.1270098;;
2.856;-1.995963;0.1270098;;
2.875;-1.99791;0.0913064;;
2.876;-1.99793;0.09095213;;
2.877;-1.997934;0.09086906;;
2.878;-1.997935;0.0908496;;
2.897;-1.999149;0.05808496;;
2.898;-1.999171;0.05749049;;
2.899;-1.999181;0.05722603;;
2.9;-1.999181;0.05722603;;
2.918;-1.999589;0.04038611;;
2.919;-1.999778;0.0284036;;
2.92;-1.999833;0.02491863;;
2.985;-1.998925;-0.06533496;;
3.026;-1.995393;-0.1355643;;
3.048;-1.992741;-0.1702029;;
3.049;-1.992718;-0.1705044;;
3.049;-1.992714;-0.1705556;;
3.069;-1.989424;-0.2053715;;
3.07;-1.98939;-0.2057329;;
3.071;-1.989384;-0.2057901;;
3.072;-1.989384;-0.2057983;;
3.091;-1.987547;-0.2228325;;
3.092;-1.985932;-0.2366795;;
3.092;-1.985655;-0.2390559;;
3.093;-1.985517;-0.2402403;;
3.113;-1.980014;-0.2819194;;
3.114;-1.979881;-0.282929;;
3.115;-1.979822;-0.283375;;
3.116;-1.979814;-0.2834359;;
3.1202166;;;0.9242039614288;0.120556873348242
3.113;-1.980014;-0.2819194;;
3.114;-1.979881;-0.282929;;
3.115;-1.979822;-0.283375;;
3.116;-1.979814;-0.2834359;;
3.134;-1.975865;-0.309752;;
3.135;-1.975829;-0.3099971;;
3.136;-1.975816;-0.3100785;;
3.136;-1.975816;-0.3100801;;
3.156;-1.970058;-0.3447356;;
3.158;-1.969953;-0.345363;;
3.18;-1.963847;-0.3785253;;
3.181;-1.963759;-0.3789982;;
3.182;-1.963719;-0.3792192;;
3.183;-1.963712;-0.3792543;;
3.201;-1.956869;-0.4130968;;
3.202;-1.9568;-0.4134382;;
3.203;-1.956781;-0.4135299;;
3.222;-1.949262;-0.4476186;;
3.223;-1.94918;-0.4479882;;
3.224;-1.949168;-0.4480441;;
3.225;-1.949165;-0.4480582;;
3.244;-1.945212;-0.4649153;;
3.245;-1.945169;-0.4650989;;
3.246;-1.945163;-0.4651259;;
3.266;-1.930239;-0.5235779;;
3.267;-1.930055;-0.5242977;;
3.268;-1.930055;-0.5242977;;
3.287;-1.927616;-0.5331943;;
3.288;-1.92422;-0.5452589;;
3.289;-1.922978;-0.5496731;;
3.29;-1.922792;-0.5503364;;
3.309;-1.91802;-0.5667359;;
3.311;-1.914023;-0.5800499;;
3.311;-1.913261;-0.5825872;;
3.332;-1.907648;-0.6007274;;
3.333;-1.904399;-0.6108931;;
3.333;-1.903647;-0.6132451;;
3.334;-1.902316;-0.6174094;;
3.353;-1.896746;-0.6343139;;
3.354;-1.896746;-0.6343139;;
3.355;-1.896746;-0.6343139;;
3.356;-1.891117;-0.6509038;;
3.385;-1.879133;-0.6847326;;
3.389;-1.876278;-0.6924685;;
3.392;-1.875152;-0.6955182;;
3.397;-1.873614;-0.6996853;;
3.4280354;;;-0.909739199409897;-0.106877926504232
3.428;-1.851366;-0.7565798;;
3.43;-1.851355;-0.7566079;;
3.432;-1.851343;-0.7566386;;
3.433;-1.851185;-0.757043;;
3.442;-1.851185;-0.757043;;
3.442;-1.851185;-0.757043;;
3.443;-1.851185;-0.757043;;
3.444;-1.851185;-0.757043;;
3.464;-1.837214;-0.7903457;;
3.465;-1.837214;-0.7903457;;
3.466;-1.837214;-0.7903457;;
3.484;-1.81994;-0.8293328;;
3.485;-1.81974;-0.8297841;;
3.486;-1.819713;-0.8298461;;
3.486;-1.819708;-0.8298567;;
3.507;-1.805055;-0.8612467;;
3.508;-1.804844;-0.8617006;;
3.508;-1.804749;-0.8619034;;
3.509;-1.804711;-0.861985;;
3.529;-1.789876;-0.8923644;;
3.53;-1.789605;-0.8929203;;
3.532;-1.789515;-0.8931039;;
3.532;-1.789512;-0.8931097;;
3.551;-1.77339;-0.9247;;
3.552;-1.773218;-0.9250383;;
3.553;-1.77319;-0.9250925;;
3.553;-1.773186;-0.9250995;;
3.573;-1.756727;-0.9559783;;
3.574;-1.756574;-0.9562649;;
3.574;-1.756517;-0.9563719;;
3.575;-1.756517;-0.9563719;;
3.594;-1.740281;-0.9855998;;
3.595;-1.740124;-0.9858834;;
3.595;-1.740069;-0.9859809;;
3.596;-1.740069;-0.9859809;;
3.616;-1.722467;-1.016403;;
3.616;-1.722438;-1.016454;;
3.617;-1.722084;-1.017065;;
3.618;-1.722032;-1.017155;;
3.637;-1.704664;-1.045995;;
3.638;-1.704474;-1.04631;;
3.64;-1.704439;-1.046369;;
3.64;-1.704439;-1.046369;;
3.659;-1.685624;-1.076409;;
3.659;-1.68547;-1.076654;;
3.66;-1.685388;-1.076784;;
3.661;-1.685376;-1.076804;;
3.68;-1.666278;-1.10612;;
3.681;-1.666068;-1.106442;;
3.682;-1.666032;-1.106497;;
3.683;-1.666032;-1.106497;;
3.702;-1.647213;-1.13431;;
3.703;-1.646917;-1.134747;;
3.704;-1.646762;-1.134977;;
3.705;-1.646731;-1.135023;;
3.7178055;;;0.325430934889133;0.0815141975762486
3.702;-1.647213;-1.13431;;
3.703;-1.646917;-1.134747;;
3.704;-1.646762;-1.134977;;
3.705;-1.646731;-1.135023;;
3.724;-1.636799;-1.149297;;
3.725;-1.636694;-1.149449;;
3.726;-1.636676;-1.149474;;
3.726;-1.636675;-1.149476;;
3.747;-1.611594;-1.184375;;
3.747;-1.611488;-1.184522;;
3.748;-1.611325;-1.184749;;
3.749;-1.611299;-1.184785;;
3.769;-1.585499;-1.219066;;
3.77;-1.585027;-1.219694;;
3.779;-1.584528;-1.220356;;
3.791;-1.562668;-1.248215;;
3.792;-1.562202;-1.24881;;
3.793;-1.562202;-1.24881;;
3.793;-1.562202;-1.24881;;
3.814;-1.540968;-1.274919;;
3.815;-1.540968;-1.274919;;
3.815;-1.540968;-1.274919;;
3.816;-1.540968;-1.274919;;
3.835;-1.529836;-1.288254;;
3.836;-1.52054;-1.299191;;
3.836;-1.518942;-1.301071;;
3.837;-1.51786;-1.302344;;
3.838;-1.51786;-1.302344;;
3.857;-1.50721;-1.314651;;
3.858;-1.500413;-1.322373;;
3.859;-1.4949;-1.328636;;
3.882;-1.471145;-1.354892;;
3.883;-1.471145;-1.354892;;
3.884;-1.471145;-1.354892;;
3.901;-1.454641;-1.37259;;
3.903;-1.454266;-1.372992;;
3.904;-1.447385;-1.380246;;
3.905;-1.447385;-1.380246;;
3.925;-1.422442;-1.405937;;
3.926;-1.422442;-1.405937;;
3.927;-1.422442;-1.405937;;
3.928;-1.422442;-1.405937;;
3.948;-1.398618;-1.429634;;
3.949;-1.398397;-1.429854;;
3.949;-1.398364;-1.429887;;
3.95;-1.398323;-1.429927;;
3.951;-1.398317;-1.429933;;
3.97;-1.373424;-1.453853;;
3.971;-1.373183;-1.454085;;
3.972;-1.373121;-1.454145;;
3.973;-1.373105;-1.45416;;
3.994;-1.34764;-1.477781;;
3.995;-1.347318;-1.47808;;
3.996;-1.347116;-1.478267;;
4.0145951;;;0.853713111616504;0.298402202131135
3.994;-1.34764;-1.477781;;
3.995;-1.347318;-1.47808;;
3.996;-1.347116;-1.478267;;
4.017;-1.320897;-1.501733;;
4.018;-1.320563;-1.502031;;
4.019;-1.320258;-1.502304;;
4.041;-1.307999;-1.512988;;
4.042;-1.307776;-1.513183;;
4.063;-1.294466;-1.524583;;
4.063;-1.294362;-1.524673;;
4.064;-1.267384;-1.547104;;
4.065;-1.263743;-1.550131;;
4.085;-1.236608;-1.571873;;
4.085;-1.236569;-1.571904;;
4.086;-1.23632;-1.572104;;
4.087;-1.236279;-1.572137;;
4.106;-1.216594;-1.587417;;
4.107;-1.211795;-1.59108;;
4.108;-1.210359;-1.592176;;
4.108;-1.210195;-1.592301;;
4.128;-1.183936;-1.611919;;
4.128;-1.183812;-1.612011;;
4.129;-1.183639;-1.612141;;
4.13;-1.183611;-1.612161;;
4.149;-1.156936;-1.631406;;
4.15;-1.156648;-1.631614;;
4.157;-1.156592;-1.631654;;
4.158;-1.156589;-1.631656;;
4.171;-1.12805;-1.651508;;
