Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;counterThreshold;corrThreshold;w;corrAverageWindow;corrFrequency
25.7330259;13.7898368;1;1;True;0.9363235;30;9.005077;8.49931;17.96003;0;1;1;17;0.5;300;900;0.08
29.1270401;17.183851;3;3;True;0.8833892;30;8.753457;8.275858;17.96004;0;1;1;17;0.5;300;900;0.08
35.3946709;23.4514818;3;3;True;0.8262441;30;9.961168;8.529668;17.96004;0;1;1;17;0.5;300;900;0.08
50.7278837;3.8482193;2;3;False;0.8051813;30;8.781025;8.435198;17.96004;1.174455;-0.9957703;0.999733;17;0.5;300;900;0.08
55.9582702;9.0786058;6;6;True;0.9830378;45;8.325199;8.10222;16.8716;0;1;1;18;0.5;300;900;0.08
60.7153924;13.835728;4;4;True;0.7726781;30;10.01707;8.143863;17.96004;0;1;1;18;0.5;300;900;0.08
66.2360405;19.3563761;7;7;True;0.6732052;45;9.095009;8.039708;16.8716;0;1;1;18;0.5;300;900;0.08
85.001373;5.3817802;6;3;False;0.8120367;30;9.544823;8.876998;17.96004;32.72036;-0.9993984;0.9433553;19;0.5;300;900;0.08
89.6805112;10.0609184;6;6;True;0.692318;45;8.860432;8.648463;16.8716;0;1;1;19;0.5;300;900;0.08
91.8507696;12.2311768;7;6;False;0.5905586;45;9.092413;8.08908;16.8716;3.274944;-0.9834384;0.9991126;19;0.5;300;900;0.08
98.3545003;18.7349075;9;8;False;0.9367364;45;9.094088;8.600897;16.8716;8.139087;0.9991375;-0.9823626;19;0.5;300;900;0.08
113.5110732;6.4696758;3;3;True;0.781366;30;8.904394;8.427759;17.96003;0;1;1;21;0.5;300;900;0.08
118.7673545;11.7259571;3;3;True;0.7194201;30;10.01451;8.177562;17.96004;0;1;1;21;0.5;300;900;0.08
124.2183263;17.1769289;7;6;False;0.9153933;45;9.093477;8.109156;16.8716;5.263048;0.9429776;0.9981233;21;0.5;300;900;0.08
131.0424559;24.0010585;0;0;True;0.7807161;45;8.371449;8.034599;16.8716;0;1;1;21;0.5;300;900;0.08
154.2396953;6.2375505;3;3;True;0.8836571;30;10.03197;8.109579;17.96004;0;1;1;23;0.5;300;900;0.08
158.1982018;10.196057;3;3;True;0.5831369;30;9.001787;8.664307;17.96004;0;1;1;23;0.5;300;900;0.08
162.6626491;14.6605043;2;2;True;0.9811099;30;9.976778;8.332222;17.96005;0;1;1;23;0.5;300;900;0.08
171.634234;23.6320892;9;9;True;0.9103711;45;8.353941;8.106974;16.87161;0;1;1;23;0.5;300;900;0.08
187.0025383;7.0101076;5;5;True;0.7409515;30;8.682558;8.273066;17.96004;0;1;1;23;0.5;300;900;0.08
191.9428769;11.9504462;8;8;True;0.5674757;45;9.075832;8.564266;16.8716;0;1;1;22;0.5;300;900;0.08
196.7772262;16.7847955;4;4;True;0.7519433;30;8.75936;8.404192;17.96004;0;1;1;22;0.5;300;900;0.08
205.1123591;25.1199284;9;9;True;0.5290999;45;8.626312;8.485945;16.8716;0;1;1;22;0.5;300;900;0.08
216.6254072;5.3010654;1;1;True;0.7624421;30;8.60467;8.027806;17.96004;0;1;1;21;0.5;300;900;0.08
224.2998572;12.9755154;5;5;True;0.6056793;30;8.547838;8.072415;17.96004;0;1;1;21;0.5;300;900;0.08
231.3570933;20.0327515;1;1;True;0.5494815;30;9.705246;8.650271;17.96004;0;1;1;21;0.5;300;900;0.08
236.5879804;25.2636386;5;5;True;0.7635086;30;8.595848;8.034039;17.96004;0;1;1;21;0.5;300;900;0.08
250.1026947;7.949674;9;8;False;0.8115267;45;9.098513;8.420663;16.87161;7.501106;0.9986975;-0.0585547;20;0.5;300;900;0.08
258.8701499;16.7171292;1;8;False;0.5806292;45;9.047485;8.8227;16.87161;37.81298;-0.9994235;0.9984426;21;0.5;300;900;0.08
264.4370678;22.2840471;8;8;True;0.5655296;45;9.098263;8.329168;16.8716;0;1;1;21;0.5;300;900;0.08
273.0459808;30.8929601;0;9;False;0.53776;45;9.09333;8.613348;16.8716;8.177227;0.9992612;-0.9859987;21;0.5;300;900;0.08
295.2291324;15.8578277;0;9;False;0.6428827;45;9.098448;8.242207;16.8716;0.3841095;-0.9931794;0.9993936;21;0.5;300;900;0.08
300.4800986;21.1087939;5;5;True;0.6719205;30;9.955264;8.404732;17.96004;0;1;1;21;0.5;300;900;0.08
304.2207197;24.849415;2;2;True;0.637926;30;9.234617;8.608395;17.96004;0;1;1;21;0.5;300;900;0.08
321.6425084;8.5717424;5;5;True;0.6691803;30;8.961796;8.470753;17.96004;0;1;1;22;0.5;300;900;0.08
350.6423385;37.5715725;8;8;True;0.7831646;45;9.098347;8.226204;16.8716;0;1;1;22;0.5;300;900;0.08
