timestamp;radius;size;depth
12.5905126;2.5;0.9;2
38.9521014;2.5;0.65;16
58.6328351;0.5;0.65;2
63.3689423;1.5;0.3;6
64.6979921;2.5;0.3;6
68.5412089;1.5;0.65;16
70.796204;2.5;0.65;6
72.5393379;0.5;0.65;16
73.845811;1.5;0.9;16
77.4318449;0.5;0.3;2
81.2409723;1.5;0.65;6
86.6132621;2.5;0.3;2
88.232567;2.5;0.9;16
90.5116343;2.5;0.3;16
92.1314407;1.5;0.3;16
93.5612418;1.5;0.9;6
95.8508288;0.5;0.9;16
99.9066104;2.5;0.9;6
101.815184;0.5;0.3;16
107.9369752;1.5;0.65;2
111.3440332;1.5;0.9;2
113.8682434;0.5;0.9;6
115.1747167;0.5;0.3;6
121.8991077;0.5;0.9;2
125.5628478;2.5;0.65;2
127.115976;0.5;0.65;6
128.7683693;1.5;0.3;2
