timestamp;radius;size;depth
7.1008406;2.5;0.9;16
79.9564696;1.5;0.65;2
88.5121045;1.5;0.65;16
95.8400643;0.5;0.9;2
100.5645643;0.5;0.3;2
106.0154967;2.5;0.9;2
121.1059697;2.5;0.3;2
127.796688;1.5;0.3;16
136.1628313;2.5;0.3;6
139.8601138;2.5;0.65;2
142.3842912;1.5;0.9;2
150.7173732;0.5;0.3;6
159.1279892;0.5;0.9;16
161.4285999;2.5;0.65;16
166.9692157;1.5;0.3;6
170.6439705;0.5;0.65;6
176.0503163;1.5;0.9;16
178.4070762;0.5;0.3;16
202.802281;0.5;0.9;6
206.0529023;0.5;0.65;16
208.7445401;2.5;0.9;6
211.2842755;2.5;0.65;6
215.0111598;1.5;0.9;6
218.2056318;2.5;0.3;16
220.7077702;1.5;0.65;6
225.1755548;0.5;0.65;2
228.0130798;1.5;0.3;2
