timestamp;radius;velocity;walking
85.1154985;1.5;1.17;True
96.1941782;2.5;0.39;True
107.2751952;0.5;1.17;True
118.3559586;2.5;1.96;True
129.4359973;2.5;1.17;True
140.5285627;0.5;1.96;True
151.632373;2.5;1.17;True
162.7234688;2.5;1.17;True
173.8150355;2.5;0.39;True
