CubeTimestamp;CubeXPos
636220894595329671;0
636220894595518577;0.2
636220894599144292;0.4
636220894599214788;0.6
636220894599254902;0.8
636220894599375207;1
636220894599515597;1.2
636220894599735169;1.4
636220894599960794;1.6
636220894600181682;1.8
636220894600377238;2
636220894600482509;2.2
636220894600598650;2.4
636220894600708994;2.6
636220894600819579;2.8
636220894600929532;3
636220894601044741;3.200001
636220894601155032;3.400001
636220894601265333;3.600001
636220894601375623;3.800001
636220894601485914;4
636220894601603823;4.2
636220894601714145;4.4
636220894601824481;4.6
636220894601939854;4.8
636220894602049059;5
636220894602159393;5.199999
636220894602274701;5
636220894602389189;4.8
636220894602484677;4.6
636220894602613884;4.400001
636220894602723467;4.200001
636220894602833776;4.000001
636220894602949097;3.800001
636220894603058869;3.600001
636220894603169226;3.400001
636220894603274394;3.200001
636220894603838867;3.000001
636220894603949186;2.800001
636220894604109928;2.600001
636220894604195199;2.400001
636220894604280416;2.200001
636220894604395190;2
636220894604505481;1.8
636220894604624172;1.6
636220894604729463;1.4
636220894604839789;1.2
636220894604954870;1
636220894605065176;0.8000003
636220894605175774;0.6000003
636220894605284567;0.4000003
636220894605399311;0.2000003
636220894605514614;2.682209E-07
636220894605643571;-0.1999997
636220894605734158;-0.3999997
636220894605849768;-0.5999997
636220894605959883;-0.7999997
636220894606073418;-0.9999997
636220894606178737;-1.2
636220894606284352;-1.4
636220894606408981;-1.6
636220894606534348;-1.8
636220894606634677;-2
636220894606745004;-2.2
636220894606849661;-2.4
636220894606965010;-2.6
636220894607074205;-2.8
636220894607199319;-3
636220894607334504;-3.2
636220894607409704;-3.4
636220894607520007;-3.6
636220894607635594;-3.8
636220894607744533;-4
636220894607860033;-4.2
636220894607969090;-4.4
636220894608084432;-4.599999
636220894608185034;-4.799999
636220894608304543;-4.999999
636220894608414834;-5.199999
636220894608529465;-5
636220894608639664;-4.8
636220894608749822;-4.6
636220894608869573;-4.400001
636220894608974853;-4.200001
636220894609083642;-4.000001
636220894609204111;-3.800001
636220894609308584;-3.600001
636220894609421259;-3.400001
636220894609528915;-3.200001
636220894609644265;-3.000001
636220894609759351;-2.800001
636220894609864672;-2.600001
636220894609979733;-2.400001
636220894610084004;-2.200001
636220894610203707;-2
636220894610313477;-1.8
636220894610423760;-1.6
636220894610538452;-1.4
636220894610648769;-1.2
636220894610763612;-1
636220894610873854;-0.8000003
636220894610983647;-0.6000003
636220894611088881;-0.4000003
636220894611213725;-0.2000003
636220894611318476;-2.682209E-07
636220894611428767;0.1999997
636220894611544065;0.3999997
636220894611653817;0.5999997
636220894611769148;0.7999997
636220894611879470;0.9999997
636220894611988736;1.2
636220894612099067;1.4
636220894612214217;1.6
636220894612408660;1.8
636220894612443754;2
636220894612549034;2.2
636220894612663589;2.4
636220894612768831;2.6
636220894612884170;2.8
636220894612983662;3
636220894613108645;3.2
636220894613218726;3.4
636220894613333480;3.6
636220894613443781;3.8
636220894613554067;4
636220894613669176;4.2
636220894613778636;4.4
636220894613883879;4.599999
636220894613998423;4.799999
636220894614108760;4.999999
636220894614224043;5.199999
636220894614334063;5
636220894614444346;4.8
636220894614559657;4.6
636220894614673698;4.400001
636220894614784042;4.200001
636220894614884154;4.000001
636220894615003497;3.800001
636220894615118376;3.600001
636220894615228514;3.400001
636220894615338835;3.200001
636220894615449121;3.000001
636220894615564434;2.800001
636220894615673649;2.600001
636220894615788730;2.400001
636220894615898461;2.200001
636220894616018361;2
636220894616123665;1.8
636220894616233457;1.6
636220894616348579;1.4
636220894616458865;1.2
636220894616569155;1
636220894616678672;0.8000003
636220894616798500;0.6000003
636220894616903831;0.4000003
636220894617014091;0.2000003
636220894617128472;2.682209E-07
636220894617238444;-0.1999997
636220894617353770;-0.3999997
636220894617464068;-0.5999997
636220894617574357;-0.7999997
636220894617684070;-0.9999997
636220894617798742;-1.2
636220894617908841;-1.4
636220894618018455;-1.6
636220894618133413;-1.8
636220894618248586;-2
636220894618358729;-2.2
636220894618469027;-2.4
636220894618579320;-2.6
636220894618688653;-2.8
636220894618804038;-3
636220894618913389;-3.2
636220894619023539;-3.4
636220894619138868;-3.6
636220894619249181;-3.8
636220894619358913;-4
636220894619479229;-4.2
636220894619584509;-4.4
636220894619698448;-4.599999
636220894619808522;-4.799999
636220894619918572;-4.999999
636220894620033459;-5.199999
636220894620143543;-5
636220894620253872;-4.8
636220894620364193;-4.6
636220894620479504;-4.400001
636220894620584782;-4.200001
636220894620703568;-4.000001
636220894620813887;-3.800001
636220894620924208;-3.600001
636220894621038913;-3.400001
636220894621149225;-3.200001
636220894621258744;-3.000001
636220894621369068;-2.800001
636220894621484373;-2.600001
636220894621584631;-2.400001
636220894621704153;-2.200001
636220894621819154;-2
636220894621929323;-1.8
636220894622043604;-1.6
