gazeTimestamp;gazeXPos
636220895127975689;0
636220895128845590;0
636220895136030479;0
636220895136090653;0
636220895136140394;0
636220895136195533;0
636220895136341011;0
636220895136561636;0
636220895136787281;0
636220895137007960;0
636220895137193483;0
636220895137310580;0
636220895137425937;0
636220895137536230;0
636220895137646521;0
636220895137756825;0
636220895137875230;0
636220895137985528;0
636220895138090842;0
636220895138210619;0
636220895138315904;0
636220895138426236;0
636220895138551554;0
636220895139006958;0
636220895139092206;0
636220895139280297;0
636220895139465882;0
636220895139791739;0
636220895139912106;0
636220895140107484;0
636220895140217825;0
636220895140328384;0
636220895140438703;0
636220895140548994;0
636220895140709421;0
636220895140774608;0
636220895140883918;0
636220895140996401;0
636220895141111732;0
636220895141220827;0
636220895141330755;0
636220895141446143;0
636220895141556420;0
636220895141671721;0
636220895141780568;0
636220895141890892;0
636220895142006283;0
636220895142116645;0
636220895142226935;0
636220895142340476;0
636220895142450785;0
636220895142561078;0
636220895142781179;0
636220895142816321;0
636220895142891515;0
636220895143006305;0
636220895143121626;0
636220895143231938;0
636220895143347266;0
636220895143451727;0
636220895143567046;0
636220895143677324;0
636220895143792936;0
636220895143902690;0
636220895144016013;0
636220895144126353;0
636220895144236674;0
636220895144346995;0
636220895144462335;0
636220895144572623;0
636220895144683005;0
636220895144793301;0
636220895144906333;0
636220895145016667;0
636220895145131181;0
636220895145240171;0
636220895145355516;0
636220895145465829;0
636220895145576123;0
636220895145686505;0
636220895145801806;0
636220895145910988;0
636220895146021317;0
636220895146135912;0
636220895146245552;0
636220895146360888;0
636220895146470369;0
636220895146580662;0
636220895146690958;0
636220895146805863;0
636220895146915142;0
636220895147025220;0
636220895147140560;0
636220895147255337;0
636220895147365655;0
636220895147475974;0
636220895147586298;0
636220895147691574;0
636220895147810799;0
636220895147955444;0
636220895148035675;0
636220895148145659;0
636220895148255980;0
636220895148370351;0
636220895148480682;0
636220895148591004;0
636220895148696290;0
636220895148816350;0
636220895148925836;0
636220895149040858;0
636220895149151172;0
636220895149265364;0
636220895149375675;0
636220895149486012;0
636220895149601361;0
636220895149706659;0
636220895149820762;0
636220895149935930;0
636220895150045848;0
636220895150156179;0
636220895150271511;0
636220895150381196;0
636220895150491540;0
636220895150605709;0
636220895150716025;0
636220895150825777;0
636220895150941113;0
636220895151050924;0
636220895151160359;0
636220895151270683;0
636220895151386037;0
636220895151496369;0
636220895151611723;0
636220895151717032;0
636220895151831083;0
636220895151941410;0
636220895152056738;0
636220895152165652;0
636220895152275976;0
636220895152391330;0
636220895152491580;0
636220895152610586;0
636220895152725945;0
636220895152835850;0
636220895152951174;0
636220895153061503;0
636220895153171058;0
636220895153285528;0
636220895153395512;0
636220895153510869;0
636220895153621160;0
636220895153730582;0
636220895153840352;0
636220895153955696;0
636220895154066050;0
636220895154176006;0
636220895154291345;0
636220895154390661;0
636220895154510805;0
636220895154626106;0
636220895154736435;0
636220895154846756;0
636220895154960391;0
636220895155070473;0
636220895155180799;0
636220895155291120;0
636220895155405236;0
636220895155515572;0
636220895155625863;0
636220895155761217;0
636220895155851493;0
636220895155961035;0
636220895156076379;0
636220895156185472;0
636220895156290780;0
636220895156411063;0
636220895156526392;0
636220895156636680;0
636220895156746981;0
636220895156857295;0
636220895156971185;0
636220895157081504;0
636220895157191304;0
636220895157306510;0
636220895157420347;0
636220895157525656;0
636220895157640959;0
636220895157756260;0
636220895157866576;0
636220895157976088;0
636220895158090499;0
636220895158195836;0
636220895158311231;0
636220895158425988;0
636220895158536320;0
636220895158646610;0
636220895158756896;0
636220895158865766;0
636220895158981098;0
636220895159090589;0
636220895159205946;0
636220895159316285;0
636220895159430993;0
636220895159536304;0
636220895159651610;0
636220895159761896;0
636220895159875640;0
636220895159985775;0
636220895160095813;0
636220895160211167;0
636220895160321456;0
636220895160431769;0
636220895160541074;0
636220895160656380;0
636220895160766673;0
636220895160876971;0
636220895160992277;0
636220895161095629;0
636220895161210983;0
636220895161326322;0
636220895161436641;0
636220895161550521;0
636220895161660815;0
636220895161776210;0
636220895161886531;0
636220895161995636;0
636220895162110393;0
636220895162220712;0
636220895162330412;0
636220895162440586;0
636220895162555932;0
636220895162666228;0
636220895162776618;0
636220895162891942;0
636220895162992213;0
636220895163110687;0
636220895163225484;0
636220895163335813;0
636220895163450470;0
636220895163585847;0
636220895163671082;0
636220895163781375;0
636220895163891697;0
636220895164005786;0
636220895164121151;0
636220895164231485;0
636220895164341796;0
636220895164452105;0
636220895164570548;0
636220895164675816;0
636220895164791124;0
636220895164896433;0
636220895165011808;0
636220895165120660;0
636220895165235992;0
636220895165350516;0
636220895165460510;0
636220895165575566;0
636220895165685872;0
636220895165791224;0
636220895165910760;0
636220895166020900;0
636220895166131130;0
636220895166240519;0
636220895166350837;0
636220895166461156;0
636220895166576498;0
636220895166686794;0
636220895166792074;0
636220895166910390;0
636220895167020724;0
636220895167135440;0
636220895167250776;0
636220895167356195;0
636220895167470680;0
636220895167580999;0
636220895167695735;0
636220895167806039;0
636220895167916383;0
636220895168026697;0
636220895168141178;0
636220895168251226;0
636220895168361478;0
636220895168476165;0
636220895168586487;0
636220895168695766;0
636220895168810494;0
636220895168920826;0
636220895169031134;0
636220895169146055;0
636220895169256373;0
636220895169371738;0
636220895169481622;0
636220895169591957;0
636220895169705773;0
636220895169816082;0
636220895169926142;0
636220895170036466;0
636220895170151118;0
636220895170261424;0
636220895170376375;0
636220895170486696;0
636220895170592020;0
636220895170710824;0
636220895170836185;0
636220895170930557;0
636220895171045924;0
636220895171156230;0
636220895171271572;0
636220895171381346;0
636220895171491665;0
636220895171596706;0
636220895171717070;0
636220895171827389;0
636220895171936116;0
636220895172051253;0
636220895172161572;0
636220895172270997;0
636220895172386157;0
636220895172496297;0
636220895172605497;0
636220895172720831;0
636220895172830572;0
636220895172940888;0
636220895173056128;0
636220895173171395;0
636220895173276321;0
636220895173391672;0
636220895173505635;0
636220895173615555;0
636220895173725845;0
636220895173836203;0
636220895173946159;0
636220895174061487;0
636220895174170738;0
636220895174281067;0
636220895174396225;0
636220895174506600;0
636220895174620575;0
636220895174730865;0
636220895174841189;0
636220895174951501;0
636220895175066252;0
636220895175176596;0
636220895175290742;0
636220895175391049;0
636220895175510519;0
636220895175620830;0
636220895175736144;0
636220895175846439;0
636220895175961462;0
636220895176071415;0
636220895176181701;0
636220895176290732;0
636220895176405890;0
636220895176520600;0
636220895176630919;0
636220895176741210;0
636220895176851510;0
636220895176961329;0
636220895177075743;0
636220895177191084;0
636220895177290967;0
636220895177411313;0
636220895177521185;0
636220895177636498;0
636220895177746799;0
636220895177857085;0
636220895177967404;0
636220895178081463;0
636220895178190836;0
636220895178305879;0
636220895178416218;0
636220895178526149;0
636220895178641209;0
636220895178751510;0
636220895178881849;0
636220895178975975;0
636220895179086291;0
636220895179196549;0
636220895179306906;0
636220895179422237;0
636220895179530924;0
636220895179646252;0
636220895179756546;0
636220895179866836;0
636220895179976785;0
636220895180092124;0
636220895180202437;0
636220895180317761;0
636220895180426253;0
636220895180536577;0
636220895180651339;0
636220895180761635;0
636220895180876943;0
636220895180982249;0
636220895181095915;0
636220895181211295;0
636220895181321253;0
636220895181431567;0
636220895181546296;0
636220895181656369;0
636220895181766652;0
636220895181881963;0
636220895181992254;0
636220895182091551;0
636220895182215960;0
636220895182326281;0
636220895182436229;0
636220895182551405;0
636220895182661532;0
636220895182771823;0
636220895182887131;0
636220895182997417;0
636220895183105615;0
636220895183220663;0
636220895183330987;0
636220895183441313;0
636220895183556778;0
636220895183667107;0
636220895183777397;0
636220895183887691;0
636220895183992974;0
636220895184111215;0
636220895184221171;0
636220895184336357;0
636220895184446413;0
636220895184561218;0
636220895184671565;0
636220895184781860;0
636220895184892149;0
636220895185006982;0
636220895185117313;0
636220895185231357;0
636220895185341686;0
636220895185456356;0
636220895185566672;0
636220895185675841;0
636220895185786140;0
636220895185891415;0
636220895186011133;0
636220895186121255;0
636220895186236280;0
636220895186345850;0
636220895186456161;0
636220895186571508;0
636220895186721024;0
636220895186791211;0
636220895186906529;0
636220895187016871;0
636220895187126355;0
636220895187241694;0
636220895187351527;0
636220895187461452;0
636220895187575890;0
636220895187686216;0
636220895187796384;0
636220895187910658;0
636220895188025992;0
636220895188131303;0
636220895188246624;0
636220895188361475;0
636220895188471802;0
636220895188582123;0
636220895188695947;0
636220895188806294;0
636220895188916603;0
636220895189031403;0
636220895189141507;0
636220895189251483;0
636220895189366810;0
636220895189477139;0
636220895189587457;0
636220895189702799;0
636220895189808080;0
636220895189922026;0
636220895190035730;0
636220895190141047;0
636220895190256368;0
636220895190370874;0
636220895190476198;0
636220895190591545;0
636220895190691859;0
636220895190816028;0
636220895190926331;0
636220895191036320;0
636220895191151033;0
636220895191261357;0
636220895191371536;0
636220895191481867;0
636220895191592201;0
636220895191706066;0
636220895191821393;0
636220895191931305;0
636220895192041471;0
