CubeTimestamp;CubeXPos
636220894773981643;0
636220894774412011;0.2
636220894779711654;0.4
636220894779771571;0.6
636220894779857388;0.8
636220894779926462;1
636220894780018751;1.2
636220894780238670;1.4
636220894780467519;1.6
636220894780686780;1.8
636220894780876177;2
636220894780986485;2.2
636220894781101566;2.4
636220894781211880;2.6
636220894781326085;2.8
636220894781437339;3
636220894781551485;3.200001
636220894781661489;3.400001
636220894781771527;3.600001
636220894781886600;3.800001
636220894781987149;4
636220894782107435;4.2
636220894782217733;4.4
636220894782332684;4.6
636220894782443299;4.8
636220894782557090;5
636220894782667178;5.199999
636220894782776330;5
636220894782886656;4.8
636220894783002044;4.6
636220894783112373;4.400001
636220894783222676;4.200001
636220894783336832;4.000001
636220894783446449;3.800001
636220894783561795;3.600001
636220894783672071;3.400001
636220894783782211;3.200001
636220894783887519;3.000001
636220894784005912;2.800001
636220894784116164;2.600001
636220894784231465;2.400001
636220894784451681;2.200001
636220894784481757;2
636220894784566734;1.8
636220894784677116;1.6
636220894784787279;1.4
636220894784897246;1.2
636220894785012562;1
636220894785121166;0.8000003
636220894785233273;0.6000003
636220894785346500;0.4000003
636220894785456813;0.2000003
636220894785571521;2.682209E-07
636220894785681853;-0.1999997
636220894785792179;-0.3999997
636220894785902506;-0.5999997
636220894786042586;-0.7999997
636220894786126454;-0.9999997
636220894786241748;-1.2
636220894786352077;-1.4
636220894786462388;-1.6
636220894786576327;-1.8
636220894786686224;-2
636220894786801195;-2.2
636220894786911529;-2.4
636220894787022747;-2.6
636220894787133025;-2.8
636220894787243318;-3
636220894787356798;-3.2
636220894787466590;-3.4
636220894787581980;-3.6
636220894787690851;-3.8
636220894787801177;-4
636220894787916516;-4.2
636220894788026830;-4.4
636220894788136252;-4.599999
636220894788247983;-4.799999
636220894788371373;-4.999999
636220894788471608;-5.199999
636220894788586936;-5
636220894788687465;-4.8
636220894788806910;-4.6
636220894788921710;-4.400001
636220894789031888;-4.200001
636220894789146417;-4.000001
636220894789256723;-3.800001
636220894789376830;-3.600001
636220894789477381;-3.400001
636220894789592940;-3.200001
636220894789703274;-3.000001
636220894789813573;-2.800001
636220894789926761;-2.600001
636220894790041382;-2.400001
636220894790147999;-2.200001
636220894790263304;-2
636220894790373851;-1.8
636220894790484144;-1.6
636220894790589866;-1.4
636220894790706866;-1.2
636220894790821452;-1
636220894790931786;-0.8000003
636220894791043068;-0.6000003
636220894791151810;-0.4000003
636220894791267116;-0.2000003
636220894791377407;-2.682209E-07
636220894791491525;0.1999997
636220894791601869;0.3999997
636220894791712203;0.5999997
636220894791822517;0.7999997
636220894791936780;0.9999997
636220894792047252;1.2
636220894792162474;1.4
636220894792272627;1.6
636220894792382922;1.8
636220894792487689;2
636220894792606608;2.2
636220894792716942;2.4
636220894792832263;2.6
636220894792941524;2.8
636220894793051800;3
636220894793167136;3.2
636220894793273906;3.4
636220894793389202;3.6
636220894793502155;3.8
636220894793612468;4
636220894793721525;4.2
636220894793836527;4.4
636220894793946624;4.599999
636220894794056419;4.799999
636220894794166707;4.999999
636220894794282023;5.199999
636220894794387298;5
636220894794506375;4.8
636220894794616525;4.6
636220894794726272;4.400001
636220894794841621;4.200001
636220894794954209;4.000001
636220894795062540;3.800001
636220894795176739;3.600001
636220894795287033;3.400001
636220894795402042;3.200001
636220894795512384;3.000001
636220894795621459;2.800001
636220894795731854;2.600001
636220894795846641;2.400001
636220894795956636;2.200001
636220894796066888;2
636220894796181744;1.8
636220894796292040;1.6
636220894796407588;1.4
636220894796515925;1.2
636220894796627452;1
636220894796738080;0.8000003
636220894796853424;0.6000003
636220894796962982;0.4000003
636220894797073201;0.2000003
636220894797188811;2.682209E-07
636220894797298859;-0.1999997
636220894797408557;-0.3999997
636220894797521377;-0.5999997
636220894797631726;-0.7999997
636220894797747098;-0.9999997
636220894797856395;-1.2
636220894797966946;-1.4
636220894798081192;-1.6
636220894798191197;-1.8
636220894798301490;-2
636220894798416872;-2.2
636220894798531509;-2.4
636220894798636848;-2.6
636220894798751707;-2.8
636220894798861701;-3
636220894798972012;-3.2
636220894799082326;-3.4
636220894799197629;-3.6
636220894799307923;-3.8
636220894799421596;-4
636220894799531378;-4.2
636220894799641695;-4.4
636220894799752976;-4.599999
636220894799868300;-4.799999
636220894799978588;-4.999999
636220894800089206;-5.199999
636220894800202632;-5
636220894800312925;-4.8
636220894800426591;-4.6
636220894800536332;-4.400001
636220894800646853;-4.200001
636220894800762406;-4.000001
636220894800872237;-3.800001
636220894800982528;-3.600001
636220894801097869;-3.400001
636220894801208152;-3.200001
636220894801323456;-3.000001
636220894801428752;-2.800001
636220894801544075;-2.600001
636220894801653543;-2.400001
636220894801767107;-2.200001
636220894801877469;-2
636220894801988054;-1.8
636220894802098666;-1.6
636220894802213671;-1.4
636220894802323959;-1.2
636220894802436899;-1
636220894802546459;-0.8000003
636220894802661783;-0.6000003
636220894802772101;-0.4000003
636220894802881756;-0.2000003
636220894802992085;-2.682209E-07
636220894803107416;0.1999997
636220894803218591;0.3999997
636220894803328895;0.5999997
636220894803442103;0.7999997
636220894803551706;0.9999997
636220894803667050;1.2
636220894803776444;1.4
636220894803887037;1.6
636220894803997391;1.8
636220894804112712;2
636220894804222998;2.2
636220894804338317;2.4
636220894804447120;2.6
636220894804556555;2.8
636220894804671843;3
636220894804782417;3.2
636220894804892703;3.4
636220894805003001;3.6
636220894805116981;3.8
636220894805227364;4
636220894805342660;4.2
636220894805451959;4.4
636220894805561453;4.599999
636220894805676636;4.799999
636220894805786970;4.999999
636220894805887527;5.199999
636220894806012876;5
636220894806123187;4.8
636220894806237039;4.6
636220894806347330;4.400001
636220894806457196;4.200001
636220894806567737;4.000001
636220894806683007;3.800001
636220894806787565;3.600001
636220894806906343;3.400001
636220894807016674;3.200001
636220894807126937;3.000001
636220894807241632;2.800001
636220894807352677;2.600001
636220894807462295;2.400001
636220894807571832;2.200001
