gazeTimestamp;gazeXPos
636220894773986612;0
636220894774412011;0
636220894779716692;0
636220894779771571;0
636220894779857388;0
636220894779926462;0
636220894780018751;0
636220894780238670;0
636220894780467519;0
636220894780691782;0
636220894780876177;0
636220894780986485;0
636220894781101566;0
636220894781211880;0
636220894781326085;0
636220894781437339;0
636220894781551485;0
636220894781661489;0
636220894781771527;0
636220894781886600;0
636220894781987149;0
636220894782107435;0
636220894782217733;0
636220894782332684;0
636220894782443299;0
636220894782557090;0
636220894782667178;0
636220894782776330;0
636220894782886656;0
636220894783002044;0
636220894783112373;0
636220894783222676;0
636220894783336832;0
636220894783446449;0
636220894783561795;0
636220894783672071;0
636220894783782211;0
636220894783887519;0
636220894784005912;0
636220894784116164;0
636220894784231465;0
636220894784451681;0
636220894784481757;0
636220894784566734;0
636220894784677116;0
636220894784787279;0
636220894784897246;0
636220894785012562;0
636220894785121166;0
636220894785233273;0
636220894785346500;0
636220894785456813;0
636220894785571521;0
636220894785681853;0
636220894785792179;0
636220894785902506;0
636220894786042586;0
636220894786126454;0
636220894786241748;0
636220894786352077;0
636220894786462388;0
636220894786576327;0
636220894786686224;0
636220894786801195;0
636220894786911529;0
636220894787022747;0
636220894787133025;0
636220894787243318;0
636220894787356798;0
636220894787466590;0
636220894787581980;0
636220894787690851;0
636220894787801177;0
636220894787916516;0
636220894788026830;0
636220894788136252;0
636220894788247983;0
636220894788371373;0
636220894788471608;0
636220894788586936;0
636220894788687465;0
636220894788806910;0
636220894788921710;0
636220894789031888;0
636220894789146417;0
636220894789256723;0
636220894789376830;0
636220894789477381;0
636220894789592940;0
636220894789703274;0
636220894789813573;0
636220894789926761;0
636220894790041382;0
636220894790147999;0
636220894790263304;0
636220894790373851;0
636220894790484144;0
636220894790589866;0
636220894790706866;0
636220894790821452;0
636220894790931786;0
636220894791043068;0
636220894791156825;0
636220894791267116;0
636220894791377407;0
636220894791491525;0
636220894791601869;0
636220894791712203;0
636220894791822517;0
636220894791936780;0
636220894792047252;0
636220894792162474;0
636220894792277632;0
636220894792382922;0
636220894792487689;0
636220894792606608;0
636220894792716942;0
636220894792832263;0
636220894792941524;0
636220894793051800;0
636220894793167136;0
636220894793273906;0
636220894793389202;0
636220894793502155;0
636220894793612468;0
636220894793721525;0
636220894793836527;0
636220894793946624;0
636220894794056419;0
636220894794171722;0
636220894794282023;0
636220894794387298;0
636220894794506375;0
636220894794616525;0
