CubeTimestamp;CubeXPos
636220871595439529;0
636220871596458613;0.2
636220871603219186;0.4
636220871603294384;0.6
636220871603379693;0.8
636220871603423717;1
636220871603564133;1.2
636220871603784778;1.4
636220871604009628;1.6
636220871604234438;1.8
636220871604424008;2
636220871604539106;2.2
636220871604648588;2.4
636220871604763925;2.6
636220871604874240;2.8
636220871604984537;3
636220871605099895;3.200001
636220871605324615;3.400001
636220871605374751;3.600001
636220871605429930;3.800001
636220871605990048;4
636220871606108890;4.2
636220871606234251;4.4
636220871606329053;4.6
636220871606434127;4.8
636220871606548635;5
636220871606658947;5.199999
636220871606769144;5
636220871606879707;4.8
636220871606989986;4.6
636220871607108939;4.400001
636220871607214223;4.200001
636220871607324533;4.000001
636220871607439860;3.800001
636220871607549061;3.600001
636220871607659672;3.400001
636220871607809699;3.200001
636220871607884901;3.000001
636220871607990928;2.800001
636220871608104266;2.600001
636220871608223878;2.400001
636220871608333853;2.200001
636220871608449193;2
636220871608559531;1.8
636220871608674015;1.6
636220871608779350;1.4
636220871608894691;1.2
636220871609004980;1
636220871609115272;0.8000003
636220871609225569;0.6000003
636220871609335863;0.4000003
636220871609451206;0.2000003
636220871609558741;2.682209E-07
636220871609669051;-0.1999997
636220871609789516;-0.3999997
636220871609898893;-0.5999997
636220871610004182;-0.7999997
636220871610118759;-0.9999997
636220871610238782;-1.2
636220871610344375;-1.4
636220871610454698;-1.6
636220871610563873;-1.8
636220871610679489;-2
636220871610789830;-2.2
636220871610910175;-2.4
636220871611010436;-2.6
636220871611125746;-2.8
636220871611236035;-3
636220871611344413;-3.2
636220871611458936;-3.4
636220871611569800;-3.6
636220871611685112;-3.8
636220871611795394;-4
636220871611907722;-4.2
636220871612018190;-4.4
636220871612133413;-4.599999
636220871612243365;-4.799999
636220871612353393;-4.999999
636220871612468728;-5.199999
636220871612578898;-5
636220871612689205;-4.8
636220871612804555;-4.6
636220871612909868;-4.400001
636220871613025159;-4.200001
636220871613139020;-4.000001
636220871613248541;-3.800001
636220871613358482;-3.600001
636220871613473421;-3.400001
636220871613583762;-3.200001
636220871613693642;-3.000001
636220871613803962;-2.800001
636220871613919285;-2.600001
636220871614024564;-2.400001
636220871614138478;-2.200001
636220871614253839;-2
636220871614364149;-1.8
636220871614473950;-1.6
636220871614588567;-1.4
636220871614688854;-1.2
636220871614813670;-1
636220871614923955;-0.8000003
636220871615034249;-0.6000003
636220871615148452;-0.4000003
636220871615258793;-0.2000003
636220871615368510;-2.682209E-07
636220871615483842;0.1999997
636220871615594177;0.3999997
636220871615708457;0.5999997
636220871615813767;0.7999997
636220871615929072;0.9999997
636220871616039361;1.2
636220871616149103;1.4
636220871616264451;1.6
636220871616374089;1.8
636220871616483528;2
636220871616588544;2.2
636220871616708827;2.4
636220871616823304;2.6
636220871616933604;2.8
636220871617048908;3
636220871617158898;3.2
636220871617269218;3.4
636220871617379541;3.6
636220871617488693;3.8
636220871617603474;4
636220871617718313;4.2
636220871617828636;4.4
636220871617938930;4.599999
636220871618049212;4.799999
636220871618158717;4.999999
636220871618273531;5.199999
636220871618388884;5
636220871618488695;4.8
636220871618608739;4.6
636220871618718359;4.400001
636220871618833336;4.200001
636220871618943628;4.000001
636220871619053925;3.800001
636220871619164240;3.600001
636220871619278757;3.400001
636220871619388906;3.200001
636220871619503291;3.000001
636220871619613363;2.800001
636220871619728688;2.600001
636220871619838443;2.400001
636220871619953753;2.200001
636220871620059027;2
636220871620174349;1.8
636220871620284143;1.6
636220871620388916;1.4
636220871620508296;1.2
636220871620618608;1
636220871620728925;0.8000003
636220871620844089;0.6000003
636220871620954376;0.4000003
636220871621069678;0.2000003
636220871621179206;2.682209E-07
636220871621289234;-0.1999997
636220871621393752;-0.3999997
636220871621514151;-0.5999997
636220871621623605;-0.7999997
636220871621738414;-0.9999997
636220871621848527;-1.2
636220871621958824;-1.4
636220871622069179;-1.6
636220871622183761;-1.8
636220871622289071;-2
636220871622413736;-2.2
636220871622518272;-2.4
636220871622628574;-2.6
636220871622738408;-2.8
636220871622853472;-3
636220871622963537;-3.2
636220871623078844;-3.4
636220871623189169;-3.6
636220871623293664;-3.8
636220871623409050;-4
636220871623528417;-4.2
636220871623638739;-4.4
636220871623749059;-4.599999
636220871623858462;-4.799999
636220871623968789;-4.999999
636220871624089101;-5.199999
636220871624189238;-5
636220871624308993;-4.8
636220871624419330;-4.6
636220871624538452;-4.400001
636220871624638425;-4.200001
636220871624753581;-4.000001
636220871624868525;-3.800001
636220871624973475;-3.600001
636220871625088777;-3.400001
636220871625188982;-3.200001
636220871625313261;-3.000001
636220871625428438;-2.800001
636220871625538753;-2.600001
636220871625643488;-2.400001
636220871625763902;-2.200001
636220871625868627;-2
636220871625978561;-1.8
636220871626088848;-1.6
636220871626208983;-1.4
636220871626319296;-1.2
636220871626429370;-1
636220871626539029;-0.8000003
636220871626653584;-0.6000003
636220871626768904;-0.4000003
636220871626873721;-0.2000003
636220871626989077;-2.682209E-07
636220871627104412;0.1999997
636220871627213342;0.3999997
636220871627323381;0.5999997
636220871627438716;0.7999997
636220871627544023;0.9999997
636220871627658581;1.2
636220871627768891;1.4
636220871627878828;1.6
636220871627994158;1.8
636220871628103410;2
636220871628223522;2.2
636220871628328309;2.4
636220871628438483;2.6
636220871628548782;2.8
636220871628663550;3
636220871628773870;3.2
636220871628883891;3.4
636220871628993613;3.6
636220871629108905;3.8
636220871629218338;4
636220871629333656;4.2
636220871629443521;4.4
636220871629558465;4.599999
636220871629668818;4.799999
636220871629779135;4.999999
636220871629894506;5.199999
636220871630004826;5
636220871630115126;4.8
636220871630235471;4.6
636220871630336034;4.400001
636220871630451213;4.200001
636220871630560317;4.000001
636220871630670634;3.800001
636220871630779654;3.600001
636220871630894979;3.400001
636220871631005271;3.200001
636220871631115560;3.000001
636220871631230895;2.800001
636220871631346230;2.600001
636220871631454015;2.400001
636220871631563914;2.200001
636220871631679249;2
636220871631789592;1.8
636220871631899919;1.6
636220871632010211;1.4
636220871632125523;1.2
636220871632234620;1
636220871632348928;0.8000003
636220871632458839;0.6000003
636220871632569177;0.4000003
636220871632684504;0.2000003
636220871632794842;2.682209E-07
636220871632905134;-0.1999997
636220871633020435;-0.3999997
636220871633130727;-0.5999997
636220871633241045;-0.7999997
636220871633354137;-0.9999997
636220871633464469;-1.2
636220871633579201;-1.4
636220871633689544;-1.6
636220871633789852;-1.8
636220871633909474;-2
636220871634019756;-2.2
636220871634135068;-2.4
636220871634245347;-2.6
636220871634355659;-2.8
636220871634470999;-3
636220871634583626;-3.2
636220871634688954;-3.4
636220871634803929;-3.6
636220871634919284;-3.8
636220871635029576;-4
636220871635139863;-4.2
636220871635254000;-4.4
636220871635364074;-4.599999
636220871635474003;-4.799999
636220871635589354;-4.999999
636220871635689672;-5.199999
636220871635808788;-5
