CubeTimestamp;CubeXPos
636220869074997046;0
636220869075197607;0.2
636220869078678667;0.4
636220869078748837;0.6
636220869078790890;0.8
636220869078901208;1
636220869079041607;1.2
636220869079266823;1.4
636220869079487410;1.6
636220869079713012;1.8
636220869079903520;2
636220869080018845;2.2
636220869080124135;2.4
636220869080239429;2.6
636220869080349724;2.8
636220869080460021;3
636220869080575326;3.200001
636220869080690631;3.400001
636220869080795949;3.600001
636220869080911289;3.800001
636220869081021602;4
636220869081131922;4.2
636220869081245367;4.4
636220869081355718;4.6
636220869081466089;4.8
636220869081576407;5
636220869081691714;5.199999
636220869081802037;5
636220869081912324;4.8
636220869082026670;4.6
636220869082135330;4.400001
636220869082250668;4.200001
636220869082365247;4.000001
636220869082475601;3.800001
636220869082585893;3.600001
636220869082701195;3.400001
636220869082811648;3.200001
636220869082923685;3.000001
636220869083054023;2.800001
636220869083592451;2.600001
636220869083697738;2.400001
636220869083823086;2.200001
636220869083928388;2
636220869084038711;1.8
636220869084148091;1.6
636220869084256255;1.4
636220869084371611;1.2
636220869084480843;1
636220869084596147;0.8000003
636220869084706452;0.6000003
636220869084816870;0.4000003
636220869084932205;0.2000003
636220869085041322;2.682209E-07
636220869085161688;-0.1999997
636220869085322127;-0.3999997
636220869085377265;-0.5999997
636220869085487600;-0.7999997
636220869085597892;-0.9999997
636220869085713197;-1.2
636220869085821282;-1.4
636220869085936058;-1.6
636220869086051413;-1.8
636220869086165732;-2
636220869086276080;-2.2
636220869086391418;-2.4
636220869086496726;-2.6
636220869086607015;-2.8
636220869086717305;-3
636220869086837697;-3.2
636220869086966834;-3.4
636220869087052065;-3.6
636220869087172415;-3.8
636220869087277697;-4
636220869087387997;-4.2
636220869087500747;-4.4
636220869087611024;-4.599999
636220869087721321;-4.799999
636220869087830992;-4.999999
636220869087951343;-5.199999
636220869088056661;-5
636220869088167029;-4.8
636220869088282324;-4.6
636220869088397629;-4.400001
636220869088505425;-4.200001
636220869088615702;-4.000001
636220869088731014;-3.800001
636220869088840629;-3.600001
636220869088950965;-3.400001
636220869089051282;-3.200001
636220869089174129;-3.000001
636220869089289437;-2.800001
636220869089398265;-2.600001
636220869089511531;-2.400001
636220869089620745;-2.200001
636220869089731037;-2
636220869089845782;-1.8
636220869089955658;-1.6
636220869090065303;-1.4
636220869090180601;-1.2
636220869090290921;-1
636220869090400807;-0.8000003
636220869090516129;-0.6000003
636220869090626467;-0.4000003
636220869090736759;-0.2000003
636220869090850833;-2.682209E-07
636220869090956171;0.1999997
636220869091071126;0.3999997
636220869091186262;0.5999997
636220869091300675;0.7999997
636220869091411003;0.9999997
636220869091521305;1.2
636220869091691111;1.4
636220869091741243;1.6
636220869091851584;1.8
636220869091966247;2
636220869092075954;2.2
636220869092186277;2.4
636220869092300951;2.6
636220869092411279;2.8
636220869092526251;3
636220869092635851;3.2
636220869092746151;3.4
636220869092850651;3.6
636220869092975894;3.8
636220869093086212;4
636220869093196021;4.2
636220869093306078;4.4
636220869093421273;4.599999
636220869093531315;4.799999
636220869093645695;4.999999
636220869093750974;5.199999
636220869093865740;5
636220869093976075;4.8
636220869094086222;4.6
636220869094201210;4.400001
636220869094311540;4.200001
636220869094420987;4.000001
636220869094535482;3.800001
636220869094645812;3.600001
636220869094756119;3.400001
636220869094871483;3.200001
636220869094981072;3.000001
636220869095095915;2.800001
636220869095206220;2.600001
636220869095316154;2.400001
636220869095431500;2.200001
636220869095541033;2
636220869095651358;1.8
636220869095765628;1.6
636220869095880831;1.4
636220869095985893;1.2
636220869096100920;1
636220869096211171;0.8000003
636220869096321506;0.6000003
636220869096436837;0.4000003
636220869096546030;0.2000003
636220869096656376;2.682209E-07
636220869096771696;-0.1999997
636220869096881988;-0.3999997
636220869096991026;-0.5999997
636220869097106384;-0.7999997
636220869097216710;-0.9999997
636220869097326245;-1.2
636220869097441430;-1.4
636220869097551704;-1.6
636220869097662065;-1.8
636220869097777370;-2
636220869097887652;-2.2
636220869098001071;-2.4
636220869098111420;-2.6
636220869098221270;-2.8
