gazeTimestamp;gazeXPos
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0
6.362209E+17;0.328409
6.362209E+17;0.328409
6.362209E+17;0.328409
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
6.362209E+17;0.3571416
