CubeTimestamp;CubeXPos
636220886184347078;0
636220886184537354;0.2
636220886187932748;0.4
636220886188040871;0.6
636220886188075983;0.8
636220886188191334;1
636220886188336725;1.2
636220886188562370;1.4
636220886188772960;1.6
636220886189006032;1.8
636220886189196566;2
636220886189306876;2.2
636220886189417170;2.4
636220886189532498;2.6
636220886189642818;2.8
636220886189753100;3
636220886189865176;3.200001
636220886189975519;3.400001
636220886190090241;3.600001
636220886190200561;3.800001
636220886190315894;4
636220886190421204;4.2
636220886190536530;4.4
636220886190650634;4.6
636220886190755908;4.8
636220886190871266;5
636220886190981558;5.199999
636220886191091868;5
636220886191215088;4.8
636220886191325419;4.6
636220886191435734;4.400001
636220886191560246;4.200001
636220886191670579;4.000001
636220886191775864;3.800001
636220886191891197;3.600001
636220886191996034;3.400001
636220886192141436;3.200001
636220886192226677;3.000001
636220886192708021;2.800001
636220886192773201;2.600001
636220886192970733;2.400001
636220886193141246;2.200001
636220886193360321;2
636220886193585164;1.8
636220886193775687;1.6
636220886193896074;1.4
636220886194000584;1.2
636220886194110449;1
636220886194225156;0.8000003
636220886194360466;0.6000003
636220886194445689;0.4000003
636220886194576078;0.2000003
636220886194666366;2.682209E-07
636220886194771642;-0.1999997
636220886194895567;-0.3999997
636220886195005451;-0.5999997
636220886195120791;-0.7999997
636220886195230503;-0.9999997
636220886195350223;-1.2
636220886195455505;-1.4
636220886195615329;-1.6
636220886195695547;-1.8
636220886195785786;-2
636220886195896111;-2.2
636220886196010323;-2.4
636220886196120347;-2.6
636220886196230664;-2.8
636220886196361045;-3
636220886196451312;-3.2
636220886196565467;-3.4
636220886196675494;-3.6
636220886196835918;-3.8
636220886196920357;-4
636220886197010629;-4.2
636220886197125959;-4.4
636220886197260464;-4.599999
636220886197355452;-4.799999
636220886197460594;-4.999999
636220886197570480;-5.199999
636220886197725917;-5
636220886197801112;-4.8
636220886197906167;-4.6
636220886198020437;-4.400001
636220886198165846;-4.200001
636220886198250413;-4.000001
636220886198355718;-3.800001
636220886198500284;-3.600001
636220886198575482;-3.400001
636220886198690823;-3.200001
636220886198801120;-3.000001
636220886198965432;-2.800001
636220886199055339;-2.600001
636220886199160652;-2.400001
636220886199321096;-2.200001
636220886199405794;-2
636220886199500963;-1.8
636220886199666188;-1.6
636220886199771467;-1.4
636220886199885096;-1.2
636220886200070308;-1
636220886200175641;-0.8000003
636220886200316111;-0.6000003
636220886200505472;-0.4000003
636220886200650920;-0.2000003
636220886200841420;-2.682209E-07
636220886201065612;0.1999997
636220886201291301;0.3999997
636220886201515434;0.5999997
636220886201735494;0.7999997
636220886201930384;0.9999997
636220886202135337;1.2
636220886202265358;1.4
636220886202415182;1.6
636220886202595149;1.8
636220886202735517;2
636220886202925289;2.2
636220886203070371;2.4
636220886203305487;2.6
636220886203526018;2.8
636220886203746216;3
636220886203971095;3.2
636220886204160469;3.4
636220886204295176;3.6
636220886204505315;3.8
636220886204665410;4
636220886204865943;4.2
636220886205000957;4.4
636220886205155523;4.599999
636220886205365432;4.799999
636220886205585288;4.999999
636220886205820946;5.199999
636220886206070462;5
636220886206295842;4.8
636220886206515310;4.6
636220886206735930;4.400001
636220886206965466;4.200001
636220886207270423;4.000001
636220886207505312;3.800001
636220886207725914;3.600001
636220886207960458;3.400001
636220886208200915;3.200001
636220886208485629;3.000001
636220886208721024;2.800001
636220886208950887;2.600001
636220886209260755;2.400001
636220886209505575;2.200001
636220886209750745;2
636220886210026486;1.8
636220886210285670;1.6
636220886210621173;1.4
636220886210890254;1.2
636220886211155462;1
636220886211400484;0.8000003
636220886211755665;0.6000003
636220886212025633;0.4000003
636220886212320620;0.2000003
636220886212596137;2.682209E-07
636220886212920649;-0.1999997
636220886213175765;-0.3999997
636220886213460733;-0.5999997
636220886213750588;-0.7999997
636220886214095529;-0.9999997
636220886214370762;-1.2
636220886214670734;-1.4
636220886215021373;-1.6
636220886215321128;-1.8
636220886215636144;-2
636220886215972056;-2.2
636220886216255761;-2.4
636220886216571093;-2.6
636220886216941256;-2.8
636220886217235672;-3
636220886217595541;-3.2
636220886217896382;-3.4
636220886218185549;-3.6
636220886218571131;-3.8
636220886218886440;-4
636220886219285647;-4.2
636220886219596284;-4.4
636220886219985899;-4.599999
636220886220370840;-4.799999
636220886220751059;-4.999999
636220886221090798;-5.199999
636220886221466099;-5
636220886221776444;-4.8
636220886222150965;-4.6
636220886222520824;-4.400001
636220886222951305;-4.200001
636220886223305845;-4.000001
636220886223701217;-3.800001
636220886224072195;-3.600001
636220886224475870;-3.400001
636220886224836013;-3.200001
636220886225240838;-3.000001
636220886225571362;-2.800001
636220886226000675;-2.600001
636220886226441126;-2.400001
636220886226785875;-2.200001
636220886227236254;-2
636220886227585919;-1.8
636220886228030830;-1.6
636220886228455885;-1.4
636220886228811163;-1.2
636220886229245993;-1
636220886229671106;-0.8000003
636220886230050932;-0.6000003
636220886230496134;-0.4000003
636220886230966428;-0.2000003
636220886231346430;-2.682209E-07
636220886231791178;0.1999997
636220886232231802;0.3999997
636220886232641060;0.5999997
636220886233101071;0.7999997
636220886233551677;0.9999997
636220886234056227;1.2
636220886234471289;1.4
636220886234962500;1.6
636220886235471624;1.8
636220886235946335;2
636220886236341117;2.2
636220886236831861;2.4
636220886237351469;2.6
636220886237871528;2.8
636220886238396739;3
636220886238856576;3.2
636220886239346845;3.4
636220886239851553;3.6
636220886240337189;3.8
636220886240846494;4
636220886241366711;4.2
636220886241906460;4.4
636220886242357296;4.599999
636220886242881465;4.799999
636220886243371345;4.999999
636220886243921668;5.199999
636220886244436377;5
636220886244966719;4.8
636220886245506915;4.6
636220886246026858;4.400001
636220886246641601;4.200001
636220886247176763;4.000001
636220886247761793;3.800001
636220886248336756;3.600001
636220886248922017;3.400001
636220886249467172;3.200001
636220886250057454;3.000001
636220886250606633;2.800001
636220886251251690;2.600001
636220886251822153;2.400001
636220886252351652;2.200001
636220886252906692;2
636220886253517117;1.8
636220886254112115;1.6
636220886254661716;1.4
636220886255272468;1.2
636220886255941974;1
636220886256536666;0.8000003
636220886257346947;0.6000003
636220886258077020;0.4000003
636220886258921614;0.2000003
636220886259651776;2.682209E-07
636220886260486980;-0.1999997
636220886261232633;-0.3999997
636220886262077832;-0.5999997
636220886262977102;-0.7999997
636220886263751781;-0.9999997
636220886264591811;-1.2
636220886265411837;-1.4
636220886266197354;-1.6
636220886267047187;-1.8
636220886267887056;-2
636220886268777380;-2.2
636220886269562352;-2.4
636220886270417290;-2.6
636220886271367408;-2.8
636220886272217602;-3
636220886273117897;-3.2
636220886274007142;-3.4
636220886274952237;-3.6
636220886275757115;-3.8
636220886276662535;-4
636220886277512182;-4.2
636220886278447288;-4.4
636220886279322164;-4.599999
636220886280238604;-4.799999
636220886281167516;-4.999999
636220886282108061;-5.199999
636220886283088005;-5
636220886284047272;-4.8
636220886284962414;-4.6
636220886285992255;-4.400001
636220886286927409;-4.200001
636220886287842703;-4.000001
636220886288852792;-3.800001
636220886289948636;-3.600001
636220886290912482;-3.400001
636220886292002582;-3.200001
636220886292937892;-3.000001
636220886293952552;-2.800001
636220886294902473;-2.600001
636220886295902841;-2.400001
636220886296832584;-2.200001
636220886297773448;-2
636220886298773256;-1.8
636220886299807755;-1.6
636220886300818074;-1.4
636220886301912742;-1.2
636220886302928357;-1
636220886303963124;-0.8000003
636220886305032906;-0.6000003
636220886306078050;-0.4000003
636220886307138752;-0.2000003
636220886308103502;-2.682209E-07
636220886309213265;0.1999997
636220886310233223;0.3999997
