CubeTimestamp;CubeXPos
636220895127945608;0
636220895128845590;0.2
636220895136030479;0.4
636220895136090653;0.6
636220895136140394;0.8
636220895136195533;1
636220895136341011;1.2
636220895136561636;1.4
636220895136787281;1.6
636220895137007960;1.8
636220895137193483;2
636220895137310580;2.2
636220895137425937;2.4
636220895137536230;2.6
636220895137646521;2.8
636220895137756825;3
636220895137875230;3.200001
636220895137985528;3.400001
636220895138090842;3.600001
636220895138210619;3.800001
636220895138315904;4
636220895138426236;4.2
636220895138551554;4.4
636220895139006958;4.6
636220895139092206;4.8
636220895139280297;5
636220895139465882;5.199999
636220895139791739;5
636220895139912106;4.8
636220895140107484;4.6
636220895140217825;4.400001
636220895140328384;4.200001
636220895140438703;4.000001
636220895140548994;3.800001
636220895140709421;3.600001
636220895140774608;3.400001
636220895140883918;3.200001
636220895140996401;3.000001
636220895141111732;2.800001
636220895141220827;2.600001
636220895141330755;2.400001
636220895141446143;2.200001
636220895141556420;2
636220895141671721;1.8
636220895141780568;1.6
636220895141890892;1.4
636220895142006283;1.2
636220895142111630;1
636220895142226935;0.8000003
636220895142340476;0.6000003
636220895142450785;0.4000003
636220895142561078;0.2000003
636220895142671376;2.682209E-07
636220895142816321;-0.1999997
636220895142891515;-0.3999997
636220895143006305;-0.5999997
636220895143121626;-0.7999997
636220895143231938;-0.9999997
636220895143347266;-1.2
636220895143451727;-1.4
636220895143567046;-1.6
636220895143677324;-1.8
636220895143792936;-2
636220895143902690;-2.2
636220895144016013;-2.4
636220895144126353;-2.6
636220895144236674;-2.8
636220895144346995;-3
636220895144462335;-3.2
636220895144572623;-3.4
636220895144683005;-3.6
636220895144793301;-3.8
636220895144906333;-4
636220895145016667;-4.2
636220895145131181;-4.4
636220895145240171;-4.599999
636220895145355516;-4.799999
636220895145465829;-4.999999
636220895145576123;-5.199999
636220895145686505;-5
636220895145801806;-4.8
636220895145910988;-4.6
636220895146021317;-4.400001
636220895146135912;-4.200001
636220895146245552;-4.000001
636220895146360888;-3.800001
636220895146470369;-3.600001
636220895146580662;-3.400001
636220895146690958;-3.200001
636220895146805863;-3.000001
636220895146915142;-2.800001
636220895147025220;-2.600001
636220895147140560;-2.400001
636220895147255337;-2.200001
636220895147365655;-2
636220895147475974;-1.8
636220895147586298;-1.6
636220895147691574;-1.4
636220895147810799;-1.2
636220895147955444;-1
636220895148035675;-0.8000003
636220895148145659;-0.6000003
636220895148255980;-0.4000003
636220895148370351;-0.2000003
636220895148480682;-2.682209E-07
636220895148591004;0.1999997
636220895148696290;0.3999997
636220895148816350;0.5999997
636220895148925836;0.7999997
636220895149040858;0.9999997
636220895149151172;1.2
636220895149265364;1.4
636220895149375675;1.6
636220895149486012;1.8
636220895149601361;2
636220895149706659;2.2
636220895149820762;2.4
636220895149935930;2.6
636220895150045848;2.8
636220895150156179;3
636220895150271511;3.2
636220895150381196;3.4
636220895150491540;3.6
636220895150605709;3.8
636220895150716025;4
636220895150825777;4.2
636220895150941113;4.4
636220895151050924;4.599999
