0;0.2
0.02;0.4
0.3533334;0.6
0.3724035;0.8
0.3782236;1
0.3894973;1.2
0.4007319;1.4
0.4119051;1.6
0.4230329;1.8
0.4340312;2
0.4452209;2.2
0.456365;2.4
0.6125611;2.6
0.6191169;2.8
0.6242558;3
0.6348788;3.200001
0.6465051;3.400001
0.657488;3.600001
0.6685042;3.800001
0.679706;4
0.6908788;4.2
0.7019599;4.4
0.7134048;4.6
0.7246335;4.8
0.7357565;5
0.7468733;5.199999
0.7580054;5
0.7694125;4.8
0.7802565;4.6
0.7914576;4.400001
0.802813;4.200001
0.8140032;4.000001
0.8255459;3.800001
0.8361699;3.600001
0.8472019;3.400001
0.8585448;3.200001
0.869612;3.000001
0.8810183;2.800001
0.8919712;2.600001
0.9032581;2.400001
0.9143599;2.200001
0.9255544;2
0.9367956;1.8
0.9478031;1.6
0.9600124;1.4
0.9703001;1.2
0.9813063;1
0.9983081;0.8000003
1.009748;0.6000003
1.021621;0.4000003
1.034074;0.2000003
1.044835;2.682209E-07
1.05518;-0.1999997
1.061471;-0.3999997
1.070683;-0.5999997
1.083884;-0.7999997
1.093099;-0.9999997
1.104212;-1.2
1.116094;-1.4
1.126536;-1.6
1.137756;-1.8
1.151833;-2
1.168941;-2.2
1.177463;-2.4
1.184731;-2.6
1.193891;-2.8
1.204749;-3
1.215745;-3.2
1.226998;-3.4
1.238816;-3.6
1.252113;-3.8
1.260442;-4
1.271605;-4.2
1.282884;-4.4
1.293932;-4.599999
1.305056;-4.799999
1.316099;-4.999999
1.329677;-5.199999
1.338629;-5
1.349747;-4.8
1.360946;-4.6
1.371943;-4.400001
1.383139;-4.200001
1.394687;-4.000001
1.407941;-3.800001
1.416799;-3.600001
1.427935;-3.400001
1.43965;-3.200001
1.450347;-3.000001
1.46151;-2.800001
1.472698;-2.600001
1.485249;-2.400001
1.495215;-2.200001
1.506279;-2
1.517267;-1.8
1.52852;-1.6
1.539779;-1.4
1.551178;-1.2
1.562235;-1
1.577888;-0.8000003
1.585412;-0.6000003
1.595628;-0.4000003
1.606654;-0.2000003
1.617931;-2.682209E-07
1.62911;0.1999997
1.640994;0.3999997
1.654854;0.5999997
1.662497;0.7999997
1.673773;0.9999997
1.684919;1.2
1.695992;1.4
1.70726;1.6
1.718446;1.8
1.731699;2
1.740534;2.2
1.754583;2.4
1.76359;2.6
1.774192;2.8
1.785467;3
1.796683;3.2
1.809651;3.4
1.818944;3.6
1.830007;3.8
1.841924;4
1.852451;4.2
1.863814;4.4
1.874993;4.599999
1.889403;4.799999
1.897089;4.999999
1.908232;5.199999
1.919492;5
1.930792;4.8
1.941775;4.6
1.952922;4.400001
1.964138;4.200001
1.980007;4.000001
1.988936;3.800001
1.99755;3.600001
2.008856;3.400001
2.020062;3.200001
2.03121;3.000001
2.043032;2.800001
2.058509;2.600001
2.065442;2.400001
2.076194;2.200001
2.08711;2
2.098286;1.8
2.109422;1.6
2.122659;1.4
2.131678;1.2
2.142998;1
2.153986;0.8000003
2.165163;0.6000003
2.176659;0.4000003
2.187577;0.2000003
2.20162;2.682209E-07
2.209905;-0.1999997
2.221103;-0.3999997
2.23238;-0.5999997
2.244828;-0.7999997
2.254838;-0.9999997
2.265829;-1.2
2.281345;-1.4
2.290755;-1.6
2.299367;-1.8
2.310641;-2
2.321655;-2.2
2.33306;-2.4
2.347881;-2.6
2.356758;-2.8
2.366339;-3
2.377668;-3.2
2.38869;-3.4
2.400021;-3.6
2.411069;-3.8
2.426365;-4
