0;0.2
0.02;0.4
0.3533334;0.6
0.3704628;0.8
0.3770447;1
0.3870044;1.2
0.398201;1.4
0.4094969;1.6
0.4206738;1.8
0.4317643;2
0.4430515;2.2
0.4540145;2.4
0.5903246;2.6
0.5977193;2.8
0.6026492;3
0.6129941;3.200001
0.6328318;3.400001
0.6550956;3.600001
0.6662055;3.800001
0.6774412;4
0.6886318;4.2
0.6999661;4.4
0.7112569;4.6
0.7221665;4.8
0.7334251;5
0.7446229;5.199999
0.7555466;5
0.7669166;4.8
0.7779637;4.6
0.7891408;4.400001
0.8003562;4.200001
0.8120582;4.000001
0.8225963;3.800001
0.8338194;3.600001
0.8448578;3.400001
0.8562245;3.200001
0.8674151;3.000001
0.8785902;2.800001
0.8897055;2.600001
0.9012142;2.400001
0.9127245;2.200001
0.9237539;2
0.9350529;1.8
0.9462952;1.6
0.9568321;1.4
0.9684547;1.2
0.9790028;1
0.9944382;0.8000003
1.001568;0.6000003
1.013493;0.4000003
1.02383;0.2000003
1.035414;2.682209E-07
1.046767;-0.1999997
1.057163;-0.3999997
1.06824;-0.5999997
1.084824;-0.7999997
1.093375;-0.9999997
1.101739;-1.2
1.11284;-1.4
1.124039;-1.6
1.135321;-1.8
1.146368;-2
1.159259;-2.2
1.168755;-2.4
1.17999;-2.6
1.191121;-2.8
1.202318;-3
1.214091;-3.2
1.224635;-3.4
1.235757;-3.6
1.249087;-3.8
1.258011;-4
1.269208;-4.2
1.280456;-4.4
1.291548;-4.599999
1.30277;-4.799999
1.314086;-4.999999
1.32773;-5.199999
1.336245;-5
1.347376;-4.8
1.358732;-4.6
1.369893;-4.400001
1.380964;-4.200001
1.39248;-4.000001
1.405793;-3.800001
1.415849;-3.600001
1.425618;-3.400001
1.436805;-3.200001
1.448108;-3.000001
1.459394;-2.800001
1.470401;-2.600001
1.484336;-2.400001
1.492753;-2.200001
1.504053;-2
1.515122;-1.8
1.526413;-1.6
1.537504;-1.4
1.548615;-1.2
1.559733;-1
1.574188;-0.8000003
1.582751;-0.6000003
1.593257;-0.4000003
1.604388;-0.2000003
1.615665;-2.682209E-07
1.627526;0.1999997
1.637935;0.3999997
1.656825;0.5999997
1.666203;0.7999997
1.674969;0.9999997
1.683215;1.2
1.693911;1.4
1.704833;1.6
1.716041;1.8
1.728279;2
1.738263;2.2
1.749667;2.4
1.760766;2.6
1.771998;2.8
1.783391;3
1.794542;3.2
1.807426;3.4
1.816745;3.6
1.828595;3.8
1.839724;4
1.851023;4.2
1.862182;4.4
1.873443;4.599999
1.884816;4.799999
1.904055;4.999999
1.914018;5.199999
1.923965;5
1.933387;4.8
1.941739;4.6
1.951639;4.400001
1.97196;4.200001
1.979445;4.000001
1.987245;3.800001
1.996442;3.600001
2.007503;3.400001
2.018813;3.200001
2.031087;3.000001
2.04453;2.800001
2.052477;2.600001
2.063307;2.400001
2.074377;2.200001
2.085749;2
2.096669;1.8
2.110035;1.6
2.119202;1.4
2.130223;1.2
2.141385;1
2.15263;0.8000003
2.16377;0.6000003
2.175285;0.4000003
2.189894;0.2000003
2.198221;2.682209E-07
2.208354;-0.1999997
2.21956;-0.3999997
2.23153;-0.5999997
2.241887;-0.7999997
2.254957;-0.9999997
2.26429;-1.2
2.275605;-1.4
2.286556;-1.6
2.297776;-1.8
2.308963;-2
2.320104;-2.2
2.33531;-2.4
2.342592;-2.6
2.353528;-2.8
2.364766;-3
2.37606;-3.2
2.387163;-3.4
2.403236;-3.6
2.410208;-3.8
2.420545;-4
