CubeTimestamp;CubeXPos
636220886492335993;0
636220886492712914;0.2
636220886498074562;0.4
636220886498140065;0.6
636220886498219989;0.8
636220886498270129;1
636220886498413796;1.2
636220886498638672;1.4
636220886498864555;1.6
636220886499084902;1.8
636220886499273652;2
636220886499378965;2.2
636220886499498953;2.4
636220886499613021;2.6
636220886499725592;2.8
636220886499833439;3
636220886499948744;3.200001
636220886500054023;3.400001
636220886500169330;3.600001
636220886500284587;3.800001
636220886500393627;4
636220886500503975;4.2
636220886500617939;4.4
636220886500728272;4.6
636220886500838934;4.8
636220886500953708;5
636220886501063997;5.199999
636220886501174284;5
636220886501278100;4.8
636220886501398287;4.6
636220886501508604;4.400001
636220886501618950;4.200001
636220886501734516;4.000001
636220886501843765;3.800001
636220886501958465;3.600001
636220886502073805;3.400001
636220886502179085;3.200001
636220886502293309;3.000001
636220886502403657;2.800001
636220886502519005;2.600001
636220886502728698;2.400001
636220886502783848;2.200001
636220886502849061;2
636220886502964724;1.8
636220886503074277;1.6
636220886503179284;1.4
636220886503298385;1.2
636220886503408976;1
636220886503519248;0.8000003
636220886503634580;0.6000003
636220886503744860;0.4000003
636220886503855328;0.2000003
636220886503968727;2.682209E-07
636220886504079050;-0.1999997
636220886504194380;-0.3999997
636220886504304440;-0.5999997
636220886504414487;-0.7999997
636220886504529370;-0.9999997
636220886504639271;-1.2
636220886504749101;-1.4
636220886504863843;-1.6
636220886504980037;-1.8
636220886505088955;-2
636220886505199531;-2.2
636220886505308285;-2.4
636220886505418357;-2.6
636220886505528802;-2.8
636220886505655867;-3
636220886505756170;-3.2
636220886505867129;-3.4
636220886505981100;-3.6
636220886506131501;-3.8
636220886506206084;-4
636220886506316784;-4.2
636220886506426650;-4.4
636220886506537226;-4.599999
636220886506672267;-4.799999
636220886506758027;-4.999999
636220886506873623;-5.199999
636220886507019073;-5
636220886507094276;-4.8
636220886507208743;-4.6
636220886507314692;-4.400001
636220886507440267;-4.200001
636220886507540932;-4.000001
636220886507661283;-3.800001
636220886507763535;-3.600001
636220886507903290;-3.400001
636220886507983503;-3.200001
636220886508098711;-3.000001
636220886508248783;-2.800001
636220886508334316;-2.600001
636220886508439608;-2.400001
636220886508579853;-2.200001
636220886508668649;-2
636220886508768622;-1.8
636220886508878753;-1.6
636220886509033791;-1.4
636220886509129040;-1.2
636220886509219537;-1
636220886509374011;-0.8000003
636220886509468526;-0.6000003
636220886509558673;-0.4000003
636220886509729289;-0.2000003
636220886509824530;-2.682209E-07
636220886509924817;0.1999997
636220886510083325;0.3999997
636220886510178579;0.5999997
636220886510283271;0.7999997
636220886510443767;0.9999997
636220886510549084;1.2
636220886510713486;1.4
