Timestamp;SelectionTime;aim;selection;correct?;smoothCorrelation;speedInDeg;widthInDeg;radiusInDeg;counterDifference;differenceAtSelection;pearsonThreshold;w;averageWindow;correlationFrequency
61.5380277;5.2284336;1;1;True;0.9645749;8.938142;5.421965;43.35468;15;15;0.600000023841858;300;900;0.2
66.7867911;4.2237527;3;3;True;0.7928605;14.8969;4.776537;26.82512;15;15;0.600000023841858;300;900;0.2
72.2398305;4.4278074;4;4;True;0.9248093;134.0721;4.917289;9.088962;15;16;0.600000023841858;300;900;0.2
80.3028331;7.0397673;4;4;True;0.7621726;8.938142;5.77099;43.35468;15;17;0.600000023841858;300;900;0.2
85.745835;4.4172692;3;3;True;0.959159;44.69071;4.806812;9.088979;15;16;0.600000023841858;300;900;0.2
91.1953545;4.4267942;1;1;True;0.7882954;224.5995;4.796593;9.088973;15;15;0.600000023841858;300;900;0.2
96.4468453;4.2282652;3;3;True;0.901085;44.91989;5.43152;43.35468;15;16;0.600000023841858;300;900;0.2
102.9030466;5.4334765;3;3;True;0.6002997;44.69071;4.800734;9.088973;15;16;0.600000023841858;300;900;0.2
108.3535711;4.4277994;4;4;True;0.9675266;74.86649;5.071568;26.82512;15;15;0.600000023841858;300;900;0.2
113.6025422;4.2257447;3;3;True;0.8464935;134.0721;4.774376;9.088962;15;15;0.600000023841858;300;900;0.2
118.6412904;4.0145258;1;1;True;0.7721297;224.5995;4.989185;9.088962;15;15;0.600000023841858;300;900;0.2
124.6984289;5.0339182;3;3;True;0.9530401;26.81442;5.511316;43.35466;15;16;0.600000023841858;300;900;0.2
129.9223127;4.2036721;4;4;True;0.9629279;134.0721;4.918921;9.088962;15;15;0.600000023841858;300;900;0.2
136.1777744;5.2317409;1;1;True;0.9603901;14.8969;4.817051;26.82513;15;16;0.600000023841858;300;900;0.2
142.6486607;5.4476665;2;2;True;0.8416876;8.938142;5.503803;43.35467;15;16;0.600000023841858;300;900;0.2
147.6940728;4.0252011;1;1;True;0.7690617;44.69071;4.989312;9.088967;15;15;0.600000023841858;300;900;0.2
154.3442466;5.6264527;2;2;True;0.9828764;44.91989;5.809036;43.35468;15;15;0.600000023841858;300;900;0.2
159.7892517;4.4257882;4;4;True;0.7186015;224.5995;4.795984;9.088973;15;16;0.600000023841858;300;900;0.2
165.6327813;4.8178037;2;2;True;0.9947777;26.81442;5.326715;43.35468;15;16;0.600000023841858;300;900;0.2
172.4885162;5.8320104;3;3;True;0.9512967;14.8969;5.096757;26.82513;15;15;0.600000023841858;300;900;0.2
177.5305619;4.015818;1;1;True;0.8537636;74.86649;5.059085;26.82512;15;15;0.600000023841858;300;900;0.2
182.5689521;4.0166742;1;1;True;0.9925374;44.69071;5.555756;26.82513;15;15;0.600000023841858;300;900;0.2
187.8144018;4.224737;4;4;True;0.977919;44.69071;5.312672;26.82513;15;15;0.600000023841858;300;900;0.2
193.0548287;4.214701;1;1;True;0.7037182;74.86649;5.207508;26.82513;15;15;0.600000023841858;300;900;0.2
199.110431;5.0308705;3;3;True;0.9147778;26.81442;5.511305;43.35468;15;15;0.600000023841858;300;900;0.2
204.5719638;4.4393163;4;4;True;0.7847903;44.91989;5.508808;43.35468;15;16;0.600000023841858;300;900;0.2
209.6086198;4.0134361;4;4;True;0.7787357;44.69071;5.264704;26.82513;15;15;0.600000023841858;300;900;0.2
