timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
50.0628554;20.6507545;0;14.35665;14.31396;0;14.35665;14.31396;True;1;1;0;11.70383;(-17.7, 2.2);(-17.1, 8.6);57;False;15;0.6;900;0.08;300
58.7093014;5.6530048;6;21.02528;13.71318;9;15.30617;16.08493;False;0.9371778;-0.9987217;7.912444;27.669;(-18.1, 9.4);(-12.5, -4.7);31;False;15;0.6;900;0.08;300
72.99999;11.3102732;13;11.94129;16.64554;9;14.5992;16.07976;False;0.9999929;-0.7911037;11.1196;9.980154;(1.5, -2.5);(-0.3, 2.1);30;False;15;0.6;900;0.08;300
80.6713411;4.6713925;9;13.63256;14.94896;9;13.63256;14.94896;True;1;1;0;25.33077;(-8.2, -17.7);(-5.6, -5.4);70;False;15;0.6;900;0.08;300
88.8625708;5.2007962;8;13.79349;13.24288;8;13.79349;13.24288;True;1;1;0;25.33078;(-8.2, -17.7);(4.5, -14.6);70;False;15;0.6;900;0.08;300
107.9801292;16.1201061;16;17.84725;18.45207;19;16.61071;18.0509;False;0.9995586;-0.9339117;39.76074;6.584856;(-19.6, -3.1);(-21.0, -6.4);48;False;15;0.6;900;0.08;300
112.6038953;1.6423569;19;16.34061;18.05111;19;16.34061;18.05111;True;1;1;0;10.95;(16.9, 6.4);(15.0, 0.8);69;False;17;0.6;900;0.08;300
119.4219829;3.8256496;14;10.82265;8.908504;11;13.11234;12.37506;False;0.9995452;0.8308636;15.2708;26.23896;(2.8, -5.3);(-1.1, -17.5);82;False;17;0.6;900;0.08;300
125.0484296;2.6380187;11;12.68963;12.26438;11;12.68963;12.26438;True;1;1;0;29.42662;(-19.2, 0.3);(-9.3, 13.0);87;False;19;0.6;900;0.08;300
164.6127009;36.5728347;4;8.042116;7.241819;4;8.042116;7.241819;True;1;1;0;22.59661;(0.2, 5.8);(5.5, 15.6);40;False;19;0.6;900;0.08;300
176.98956;9.3859246;17;14.45233;14.73764;17;14.45233;14.73764;True;1;1;0;8.663052;(2.2, 15.1);(4.0, 18.7);82;False;19;0.6;900;0.08;300
185.3617699;5.3817772;21;11.95092;11.21116;10;10.4755;10.48286;False;0.9957047;-0.996838;34.80052;13.96821;(-1.7, -1.5);(4.2, 2.3);28;False;19;0.6;900;0.08;300
193.5098971;5.1637027;10;10.60101;10.61985;10;10.60101;10.61985;True;1;1;0;29.42662;(-19.2, 0.3);(-29.2, 11.8);87;False;20;0.6;900;0.08;300
