linearCube5Timestamp;linearCube5XPos;linearCube5YPos;linearCube5newCorr;linearCube5smoothCorr
0;;;0;0
0.5018306;;;0;0
0.8096471;;;0;0
1.111447;;;0;0
1.4132474;;;0;0
1.7145465;;;0;0
2.0148425;;;0;0
2.3156401;;;0;0
2.6209498;;;0;0
2.859;2.799641;0;;
2.865;2.810342;0;;
2.874;2.829516;0;;
2.914;2.866846;0;;
2.915;2.867244;0;;
2.916;2.867302;0;;
2.917;2.86731;0;;
2.919;2.867311;0;;
2.92;2.867312;0;;
2.9212464;;;0.424303974952549;0.141434658317516
2.917;2.86731;0;;
2.919;2.867311;0;;
2.92;2.867312;0;;
2.938;2.888802;0;;
2.939;2.88899;0;;
2.944;2.894959;0;;
2.951;2.906267;0;;
2.966;2.920871;0;;
2.97;2.922261;0;;
2.973;2.923062;0;;
2.978;2.933035;0;;
2.979;2.93338;0;;
2.982;2.933544;0;;
2.992;2.942735;0;;
2.993;2.94354;0;;
2.997;2.944854;0;;
2.999;2.944931;0;;
3.018;2.966395;0;;
3.026;2.984155;0;;
3.028;2.985128;0;;
3.029;2.985231;0;;
3.058;2.996968;0;;
3.064;2.994492;0;;
3.072;2.99154;0;;
3.074;2.99146;0;;
3.076;2.991453;0;;
3.08;2.985367;0;;
3.081;2.983968;0;;
3.09;2.975105;0;;
3.101;2.962226;0;;
3.103;2.96084;0;;
3.112;2.951633;0;;
3.117;2.947614;0;;
3.119;2.947442;0;;
3.122;2.939405;0;;
3.125;2.936454;0;;
3.129;2.935194;0;;
3.131;2.93481;0;;
3.138;2.925067;0;;
3.159;2.903547;0;;
3.161;2.902322;0;;
3.166;2.901221;0;;
3.169;2.900939;0;;
3.173;2.900772;0;;
3.195;2.868361;0;;
3.196;2.867429;0;;
3.201;2.857869;0;;
3.204;2.857599;0;;
3.205;2.857533;0;;
3.209;2.857432;0;;
3.215;2.84798;0;;
3.2350779;;;-0.145924765364268;0.09279306986276
3.255;2.83578;0;;
3.296;2.78324;0;;
3.298;2.781561;0;;
3.373;2.698196;0;;
3.379;2.696121;0;;
3.382;2.695245;0;;
3.383;2.69515;0;;
3.384;2.695126;0;;
3.458;2.602673;0;;
3.459;2.602428;0;;
3.493;2.563344;0;;
3.494;2.563344;0;;
3.518;2.546319;0;;
3.518;2.546319;0;;
3.519;2.546319;0;;
3.5233426;;;-0.480091212054034;-0.0672373341552512
3.518;2.546319;0;;
3.518;2.546319;0;;
3.519;2.546319;0;;
3.54;2.524254;0;;
3.541;2.52404;0;;
3.542;2.524006;0;;
3.542;2.524001;0;;
3.562;2.50202;0;;
3.564;2.501782;0;;
3.565;2.501756;0;;
3.566;2.501749;0;;
3.591;2.468547;0;;
3.593;2.468218;0;;
3.593;2.468218;0;;
3.594;2.468218;0;;
3.617;2.445977;0;;
3.618;2.445776;0;;
3.619;2.445744;0;;
3.62;2.44574;0;;
3.62;2.445739;0;;
3.621;2.445738;0;;
3.648;2.406717;0;;
3.649;2.406353;0;;
3.65;2.406353;0;;
3.65;2.406353;0;;
3.651;2.406353;0;;
3.651;2.406353;0;;
3.674;2.389752;0;;
3.675;2.389608;0;;
3.675;2.389584;0;;
3.676;2.389574;0;;
3.703;2.35642;0;;
3.704;2.356107;0;;
3.704;2.356107;0;;
3.705;2.356107;0;;
3.731;2.333701;0;;
3.732;2.333701;0;;
3.755;2.312004;0;;
3.755;2.311896;0;;
3.757;2.311781;0;;
3.757;2.311774;0;;
3.796;2.278623;0;;
3.796;2.278504;0;;
3.797;2.278424;0;;
3.798;2.278413;0;;
3.799;2.27841;0;;
3.799;2.27841;0;;
3.809;2.244811;0;;
3.81;2.244811;0;;
3.811;2.244811;0;;
3.811;2.244811;0;;
3.8246419;;;0.415151893434978;-0.0702880279944414
3.809;2.244811;0;;
3.81;2.244811;0;;
3.811;2.244811;0;;
3.811;2.244811;0;;
3.831;2.233886;0;;
3.832;2.233781;0;;
3.833;2.233752;0;;
3.833;2.233752;0;;
3.856;2.208138;0;;
3.857;2.207746;0;;
3.859;2.201853;0;;
3.86;2.20064;0;;
3.883;2.177982;0;;
3.884;2.177809;0;;
3.884;2.17773;0;;
3.885;2.17773;0;;
3.905;2.155598;0;;
3.906;2.155598;0;;
3.907;2.155598;0;;
3.932;2.133355;0;;
3.932;2.133261;0;;
3.933;2.133152;0;;
3.954;2.110974;0;;
3.954;2.110844;0;;
3.955;2.110729;0;;
3.956;2.110712;0;;
3.976;2.088741;0;;
3.976;2.088591;0;;
3.977;2.088463;0;;
3.978;2.088463;0;;
3.997;2.066422;0;;
3.997;2.066251;0;;
3.998;2.066156;0;;
3.998;2.06614;0;;
4.018;2.04404;0;;
4.019;2.043822;0;;
4.019;2.043785;0;;
4.02;2.043765;0;;
4.041;2.021666;0;;
4.108;1.965868;0;;
4.1264418;;;0.423236664422002;0.0530931451096695
4.108;1.965868;0;;
4.13;1.932559;0;;
4.131;1.932276;0;;
4.151;1.908746;0;;
4.152;1.908527;0;;
4.153;1.908473;0;;
4.174;1.887594;0;;
4.196;1.865273;0;;
4.196;1.86512;0;;
4.198;1.865029;0;;
4.217;1.843047;0;;
4.218;1.842806;0;;
4.219;1.842772;0;;
4.24;1.820799;0;;
4.242;1.820572;0;;
4.263;1.806914;0;;
4.264;1.8068;0;;
4.265;1.806764;0;;
4.284;1.776047;0;;
4.285;1.775761;0;;
4.286;1.775678;0;;
4.309;1.753669;0;;
4.31;1.753431;0;;
4.311;1.753431;0;;
4.311;1.753431;0;;
4.331;1.731168;0;;
4.332;1.731168;0;;
4.332;1.731168;0;;
4.333;1.731168;0;;
4.353;1.708776;0;;
4.354;1.708544;0;;
4.355;1.708499;0;;
4.356;1.708499;0;;
4.379;1.686513;0;;
4.4;1.664302;0;;
4.4197191;;;0.437806274835351;0.199025905159574
4.483;1.57803;0;;
4.532;1.531006;0;;
4.533;1.530679;0;;
4.534;1.530149;0;;
4.535;1.53007;0;;
4.535;1.530057;0;;
4.536;1.530047;0;;
4.537;1.530045;0;;
4.539;1.522884;0;;
4.54;1.520503;0;;
4.542;1.518656;0;;
4.543;1.51835;0;;
4.557;1.508661;0;;
4.558;1.508208;0;;
4.595;1.467551;0;;
4.596;1.466911;0;;
4.6;1.463366;0;;
4.601;1.463196;0;;
4.604;1.456494;0;;
4.606;1.454115;0;;
4.609;1.451382;0;;
4.61;1.451382;0;;
4.623;1.441365;0;;
4.625;1.440882;0;;
4.627;1.440692;0;;
4.63;1.432087;0;;
4.631;1.429587;0;;
4.646;1.41731;0;;
4.647;1.417145;0;;
4.648;1.417114;0;;
4.668;1.395965;0;;
4.669;1.39575;0;;
4.714;1.351457;0;;
4.715;1.351271;0;;
4.7185119;;;-0.294102589479647;0.245523060803171
4.714;1.351457;0;;
4.715;1.351271;0;;
4.718;1.344443;0;;
4.729;1.341324;0;;
4.732;1.340275;0;;
4.742;1.340122;0;;
4.743;1.340114;0;;
4.745;1.340105;0;;
4.746;1.334089;0;;
4.766;1.297033;0;;
4.768;1.295826;0;;
4.768;1.295728;0;;
4.769;1.295676;0;;
4.77;1.295666;0;;
4.771;1.295666;0;;
4.789;1.273653;0;;
4.791;1.273145;0;;
4.792;1.273054;0;;
4.814;1.250463;0;;
4.814;1.250448;0;;
4.815;1.250249;0;;
4.816;1.250199;0;;
4.817;1.250199;0;;
4.837;1.225348;0;;
4.838;1.225127;0;;
4.839;1.225059;0;;
4.86;1.206273;0;;
4.861;1.20611;0;;
4.861;1.206045;0;;
4.881;1.183778;0;;
4.882;1.183778;0;;
4.883;1.183778;0;;
4.885;1.183778;0;;
4.904;1.155389;0;;
4.905;1.155111;0;;
4.906;1.155042;0;;
4.906;1.15503;0;;
4.928;1.139211;0;;
4.93;1.139055;0;;
4.949;1.117597;0;;
4.951;1.116943;0;;
4.953;1.108501;0;;
4.954;1.106678;0;;
4.971;1.094286;0;;
4.973;1.094141;0;;
4.993;1.072489;0;;
