circularCube5Timestamp;circularCube5XPos;circularCube5YPos;circularCube5newCorr;circularCube5smoothCorr
0;;;0;0
0.3664713;;;0;0
0.6692747;;;0;0
0.9705741;;;0;0
1.2718724;;;0;0
1.5736725;;;0;0
1.8754726;;;0;0
2.1777743;;;0;0
2.26;-0.3572998;-1.967825;;
2.261;-0.3702883;-1.965408;;
2.279;-0.4175403;-1.955912;;
2.28;-0.4188909;-1.955641;;
2.281;-0.4188909;-1.955641;;
2.281;-0.4188909;-1.955641;;
2.302;-0.4437162;-1.950158;;
2.302;-0.4437162;-1.950158;;
2.323;-0.4776078;-1.942132;;
2.325;-0.4779586;-1.942049;;
2.326;-0.4779976;-1.94204;;
2.345;-0.4948185;-1.93782;;
2.37;-0.5460106;-1.923988;;
2.373;-0.5483429;-1.923358;;
2.395;-0.5787191;-1.914438;;
2.396;-0.5790635;-1.914337;;
2.417;-0.5959795;-1.909137;;
2.418;-0.6060229;-1.905954;;
2.438;-0.6543669;-1.889913;;
2.439;-0.6549665;-1.889714;;
2.46;-0.6785139;-1.881385;;
2.461;-0.6787286;-1.88131;;
2.462;-0.6787811;-1.881291;;
2.4785718;;;0.378419551016141;0.126139850338714
2.483;-0.7113322;-1.869222;;
2.484;-0.7116001;-1.869123;;
2.504;-0.7441989;-1.856382;;
2.505;-0.7445385;-1.856249;;
2.527;-0.7765213;-1.843096;;
2.548;-0.8094879;-1.82886;;
2.57;-0.8261607;-1.821389;;
2.613;-0.9041171;-1.783964;;
2.637;-0.9356941;-1.767615;;
2.681;-0.9966714;-1.73396;;
2.703;-1.027125;-1.7161;;
2.704;-1.027414;-1.71593;;
2.725;-1.042401;-1.706867;;
2.726;-1.042507;-1.706803;;
2.727;-1.042565;-1.706768;;
2.747;-1.094121;-1.674173;;
2.748;-1.09464;-1.673844;;
2.77;-1.116468;-1.659365;;
2.7803719;;;0.421035290935502;0.266484947317214
2.77;-1.116468;-1.659365;;
2.791;-1.131002;-1.649493;;
2.792;-1.143432;-1.640887;;
2.814;-1.159476;-1.629604;;
2.815;-1.171766;-1.620776;;
2.816;-1.173645;-1.619427;;
2.836;-1.187972;-1.608949;;
2.837;-1.199106;-1.60065;;
2.838;-1.202725;-1.597953;;
2.859;-1.23002;-1.577035;;
2.86;-1.230266;-1.576846;;
2.861;-1.23034;-1.576789;;
2.881;-1.243602;-1.566349;;
2.883;-1.243765;-1.566221;;
2.903;-1.271258;-1.54399;;
2.904;-1.271258;-1.54399;;
2.905;-1.271258;-1.54399;;
