circular (2)Cube2Timestamp;circular (2)Cube2XPos;circular (2)Cube2YPos;circular (2)Cube2newCorr;circular (2)Cube2smoothCorr
0;;;0;0
0.3664713;;;0;0
0.6692747;;;0;0
0.9705741;;;0;0
1.2718724;;;0;0
1.5736725;;;0;0
1.8754726;;;0;0
2.1777743;;;0;0
2.26;1.752673;0.9633982;;
2.261;1.746169;0.9751067;;
2.279;1.726712;1.009169;;
2.28;1.726155;1.010143;;
2.281;1.726155;1.010143;;
2.281;1.726155;1.010143;;
2.302;1.708571;1.039608;;
2.302;1.708571;1.039608;;
2.323;1.690046;1.069454;;
2.325;1.689854;1.069762;;
2.326;1.689833;1.069797;;
2.345;1.680853;1.083847;;
2.37;1.652724;1.126221;;
2.373;1.651442;1.128152;;
2.395;1.631631;1.156619;;
2.396;1.631406;1.156942;;
2.417;1.62155;1.170715;;
2.418;1.615072;1.179603;;
2.438;1.589486;1.213883;;
2.439;1.589168;1.214308;;
2.46;1.568532;1.240844;;
2.461;1.568344;1.241086;;
2.462;1.568298;1.241145;;
2.4785718;;;0.414339164069419;0.138113054689806
2.483;1.546711;1.26794;;
2.484;1.546533;1.26816;;
2.504;1.52426;1.294843;;
2.505;1.524028;1.295121;;
2.527;1.500714;1.32206;;
2.548;1.476946;1.348566;;
2.57;1.465537;1.360956;;
2.613;1.404764;1.423585;;
2.637;1.379356;1.448227;;
2.681;1.327742;1.495685;;
2.703;1.301344;1.518713;;
2.704;1.301094;1.518932;;
2.725;1.287535;1.530441;;
2.726;1.287439;1.530523;;
2.727;1.287386;1.530567;;
2.747;1.247246;1.56344;;
2.748;1.246841;1.563771;;
2.77;1.219249;1.585376;;
2.7803719;;;0.399619638388063;0.271319600819161
2.77;1.219249;1.585376;;
2.791;1.204968;1.596259;;
2.792;1.193797;1.60462;;
2.814;1.177027;1.616973;;
2.815;1.165329;1.625412;;
2.816;1.163542;1.626702;;
2.836;1.148275;1.637516;;
2.837;1.137596;1.644938;;
2.838;1.134125;1.647349;;
2.859;1.105556;1.666653;;
2.86;1.105298;1.666827;;
2.861;1.10522;1.66688;;
2.881;1.090185;1.67675;;
2.883;1.090001;1.676872;;
2.903;1.053623;1.699964;;
2.904;1.053623;1.699964;;
2.905;1.053623;1.699964;;
2.925;1.053623;1.699964;;
2.926;1.053623;1.699964;;
2.927;1.053623;1.699964;;
2.947;1.053623;1.699964;;
2.948;1.053623;1.699964;;
2.948;1.053623;1.699964;;
2.949;1.053623;1.699964;;
2.949;1.053623;1.699964;;
