circular (1)Cube3Timestamp;circular (1)Cube3XPos;circular (1)Cube3YPos;circular (1)Cube3newCorr;circular (1)Cube3smoothCorr
0;;;0;0
0.3664713;;;0;0
0.6692747;;;0;0
0.9705741;;;0;0
1.2718724;;;0;0
1.5736725;;;0;0
1.8754726;;;0;0
2.1777743;;;0;0
2.26;1.457852;-1.369185;;
2.261;1.466977;-1.359381;;
2.279;1.49336;-1.33035;;
2.28;1.494114;-1.32952;;
2.281;1.494114;-1.32952;;
2.281;1.494114;-1.32952;;
2.302;1.516703;-1.303692;;
2.302;1.516703;-1.303692;;
2.323;1.539364;-1.27685;;
2.325;1.539598;-1.276572;;
2.326;1.539624;-1.276541;;
2.345;1.550212;-1.263659;;
2.37;1.58182;-1.223812;;
2.373;1.58326;-1.221997;;
2.395;1.604211;-1.194358;;
2.396;1.604449;-1.194045;;
2.417;1.614502;-1.180414;;
2.418;1.620954;-1.171507;;
2.438;1.645649;-1.13658;;
2.439;1.645956;-1.136147;;
2.46;1.664815;-1.108321;;
2.461;1.664987;-1.108067;;
2.462;1.665029;-1.108005;;
2.4785718;;;0.218967584499803;0.0729891948332678
2.483;1.683842;-1.079194;;
2.484;1.683997;-1.078957;;
2.504;1.702491;-1.049529;;
2.505;1.702683;-1.049222;;
2.527;1.7211;-1.018725;;
2.548;1.738964;-0.9879298;;
2.57;1.747222;-0.9732495;;
2.613;1.788006;-0.8960979;;
2.637;1.803591;-0.864319;;
2.681;1.832776;-0.8005656;;
2.703;1.846519;-0.768344;;
2.704;1.84665;-0.7680379;;
2.725;1.853406;-0.7515861;;
2.726;1.853454;-0.7514696;;
2.727;1.85348;-0.7514057;;
2.747;1.87234;-0.7030717;;
2.748;1.87253;-0.7025847;;
2.77;1.884551;-0.6696667;;
2.7803719;;;-0.534198652104528;-0.105077022534908
2.77;1.884551;-0.6696667;;
2.791;1.890488;-0.6527216;;
2.792;1.894988;-0.6395133;;
2.814;1.901554;-0.6197472;;
2.815;1.905965;-0.606014;;
2.816;1.906639;-0.6039153;;
2.836;1.912207;-0.5860538;;
2.837;1.915965;-0.5736045;;
2.838;1.917186;-0.5695585;;
2.859;1.926717;-0.536422;;
2.86;1.926803;-0.5361227;;
2.861;1.926829;-0.5360325;;
2.881;1.93157;-0.5186834;;
2.883;1.931628;-0.5184703;;
2.903;1.94235;-0.4767372;;
2.904;1.94235;-0.4767372;;
2.905;1.94235;-0.4767372;;
2.925;1.94235;-0.4767372;;
2.926;1.94235;-0.4767372;;
