linearCube6Timestamp;linearCube6XPos;linearCube6YPos;linearCube6newCorr;linearCube6smoothCorr
0;;;0;0
0.5018306;;;0;0
0.8096471;;;0;0
1.111447;;;0;0
1.4132474;;;0;0
1.7145465;;;0;0
2.0148425;;;0;0
2.3156401;;;0;0
2.6209498;;;0;0
2.859;2.790761;-1.4;;
2.865;2.771499;-1.4;;
2.874;2.736984;-1.4;;
2.914;2.669791;-1.4;;
2.915;2.669075;-1.4;;
2.916;2.668971;-1.4;;
2.917;2.668956;-1.4;;
2.919;2.668953;-1.4;;
2.92;2.668953;-1.4;;
2.9212464;;;-0.424303904081436;-0.141434634693812
2.917;2.668956;-1.4;;
2.919;2.668953;-1.4;;
2.92;2.668953;-1.4;;
2.938;2.63027;-1.4;;
2.939;2.629931;-1.4;;
2.944;2.619188;-1.4;;
2.951;2.598834;-1.4;;
2.966;2.572545;-1.4;;
2.97;2.570044;-1.4;;
2.973;2.568602;-1.4;;
2.978;2.550652;-1.4;;
2.979;2.55003;-1.4;;
2.982;2.549734;-1.4;;
2.992;2.533191;-1.4;;
2.993;2.531742;-1.4;;
2.997;2.529377;-1.4;;
2.999;2.529237;-1.4;;
3.018;2.490602;-1.4;;
3.026;2.458634;-1.4;;
3.028;2.456884;-1.4;;
3.029;2.456697;-1.4;;
3.058;2.414021;-1.4;;
3.064;2.402166;-1.4;;
3.072;2.388031;-1.4;;
3.074;2.38765;-1.4;;
3.076;2.387614;-1.4;;
3.08;2.376658;-1.4;;
3.081;2.37414;-1.4;;
3.09;2.358186;-1.4;;
3.101;2.335003;-1.4;;
3.103;2.332509;-1.4;;
3.112;2.315936;-1.4;;
3.117;2.308702;-1.4;;
3.119;2.308392;-1.4;;
3.122;2.293926;-1.4;;
3.125;2.288614;-1.4;;
3.129;2.286345;-1.4;;
3.131;2.285655;-1.4;;
3.138;2.268117;-1.4;;
3.159;2.22938;-1.4;;
3.161;2.227175;-1.4;;
3.166;2.225194;-1.4;;
3.169;2.224687;-1.4;;
3.173;2.224386;-1.4;;
3.195;2.166046;-1.4;;
3.196;2.16437;-1.4;;
3.201;2.147161;-1.4;;
3.204;2.146676;-1.4;;
3.205;2.146555;-1.4;;
3.209;2.146374;-1.4;;
3.215;2.12936;-1.4;;
3.2350779;;;-0.44025868342828;-0.288187529169905
3.255;2.1074;-1.4;;
3.296;2.012829;-1.4;;
3.298;2.009806;-1.4;;
3.373;1.859749;-1.4;;
3.379;1.856014;-1.4;;
3.382;1.854437;-1.4;;
3.383;1.854267;-1.4;;
3.384;1.854224;-1.4;;
3.458;1.687808;-1.4;;
3.459;1.687367;-1.4;;
3.493;1.617015;-1.4;;
3.494;1.617015;-1.4;;
3.518;1.586372;-1.4;;
3.518;1.586372;-1.4;;
3.519;1.586372;-1.4;;
3.5233426;;;-0.480091212205168;-0.448217933238294
3.518;1.586372;-1.4;;
3.518;1.586372;-1.4;;
3.519;1.586372;-1.4;;
3.54;1.546654;-1.4;;
3.541;1.546268;-1.4;;
3.542;1.546207;-1.4;;
3.542;1.546198;-1.4;;
3.562;1.506633;-1.4;;
3.564;1.506204;-1.4;;
3.565;1.506158;-1.4;;
3.566;1.506145;-1.4;;
3.591;1.446381;-1.4;;
3.593;1.445789;-1.4;;
3.593;1.445789;-1.4;;
3.594;1.445789;-1.4;;
3.617;1.405755;-1.4;;
3.618;1.405393;-1.4;;
3.619;1.405336;-1.4;;
3.62;1.405328;-1.4;;
3.62;1.405326;-1.4;;
3.621;1.405325;-1.4;;
3.648;1.335088;-1.4;;
3.649;1.334434;-1.4;;
3.65;1.334434;-1.4;;
3.65;1.334434;-1.4;;
3.651;1.334434;-1.4;;
3.651;1.334434;-1.4;;
3.674;1.304552;-1.4;;
3.675;1.304291;-1.4;;
3.675;1.304248;-1.4;;
3.676;1.30423;-1.4;;
3.703;1.244553;-1.4;;
3.704;1.24399;-1.4;;
3.704;1.24399;-1.4;;
3.705;1.24399;-1.4;;
3.731;1.203659;-1.4;;
3.732;1.203659;-1.4;;
3.755;1.164604;-1.4;;
3.755;1.164409;-1.4;;
3.757;1.164203;-1.4;;
3.757;1.164189;-1.4;;
3.796;1.104519;-1.4;;
3.796;1.104304;-1.4;;
3.797;1.10416;-1.4;;
3.798;1.104139;-1.4;;
3.799;1.104135;-1.4;;
3.799;1.104134;-1.4;;
3.809;1.043657;-1.4;;
3.81;1.043657;-1.4;;
3.811;1.043657;-1.4;;
3.811;1.043657;-1.4;;
3.8246419;;;0.415152280059287;-0.168399205191387
3.809;1.043657;-1.4;;
3.81;1.043657;-1.4;;
3.811;1.043657;-1.4;;
3.811;1.043657;-1.4;;
3.831;1.023991;-1.4;;
3.832;1.023802;-1.4;;
3.833;1.02375;-1.4;;
3.833;1.02375;-1.4;;
3.856;0.9776454;-1.4;;
3.857;0.976939;-1.4;;
3.859;0.966332;-1.4;;
3.86;0.9641491;-1.4;;
3.883;0.9233649;-1.4;;
3.884;0.9230536;-1.4;;
3.884;0.922911;-1.4;;
3.885;0.922911;-1.4;;
3.905;0.8830734;-1.4;;
3.906;0.8830734;-1.4;;
3.907;0.8830734;-1.4;;
3.932;0.843035;-1.4;;
3.932;0.8428671;-1.4;;
3.933;0.8426699;-1.4;;
3.954;0.8027505;-1.4;;
3.954;0.8025169;-1.4;;
3.955;0.8023099;-1.4;;
3.956;0.8022786;-1.4;;
3.976;0.7627316;-1.4;;
3.976;0.7624614;-1.4;;
3.977;0.7622309;-1.4;;
3.978;0.7622309;-1.4;;
3.997;0.7225568;-1.4;;
3.997;0.7222496;-1.4;;
3.998;0.722079;-1.4;;
3.998;0.7220496;-1.4;;
4.018;0.68227;-1.4;;
4.019;0.6818776;-1.4;;
4.019;0.6818103;-1.4;;
4.02;0.6817753;-1.4;;
4.041;0.6419966;-1.4;;
4.108;0.5415596;-1.4;;
4.1264418;;;0.423236822009753;-0.0204901983911018
4.108;0.5415596;-1.4;;
4.13;0.4816047;-1.4;;
4.131;0.4810944;-1.4;;
4.151;0.438741;-1.4;;
4.152;0.4383468;-1.4;;
4.153;0.4382488;-1.4;;
4.174;0.4006668;-1.4;;
4.196;0.360489;-1.4;;
4.196;0.3602124;-1.4;;
4.198;0.3600499;-1.4;;
4.217;0.3204818;-1.4;;
4.218;0.3200475;-1.4;;
4.219;0.3199877;-1.4;;
4.24;0.2804364;-1.4;;
4.242;0.2800265;-1.4;;
4.263;0.2554433;-1.4;;
4.264;0.2552367;-1.4;;
4.265;0.2551724;-1.4;;
4.284;0.1998814;-1.4;;
4.285;0.199367;-1.4;;
4.286;0.1992171;-1.4;;
4.309;0.1596004;-1.4;;
4.31;0.1591722;-1.4;;
4.311;0.1591722;-1.4;;
4.311;0.1591722;-1.4;;
4.331;0.1190983;-1.4;;
4.332;0.1190983;-1.4;;
4.332;0.1190983;-1.4;;
4.333;0.1190983;-1.4;;
4.353;0.078793;-1.4;;
4.354;0.07837608;-1.4;;
4.355;0.07829547;-1.4;;
4.356;0.07829547;-1.4;;
4.379;0.03871959;-1.4;;
4.4;-0.001259644;-1.4;;
4.4197191;;;0.437806129878799;0.199026004935668
4.483;-0.1565491;-1.4;;
4.532;-0.2411921;-1.4;;
4.533;-0.241782;-1.4;;
4.534;-0.2427357;-1.4;;
4.535;-0.2428775;-1.4;;
4.535;-0.2429016;-1.4;;
4.536;-0.2429198;-1.4;;
4.537;-0.2429226;-1.4;;
4.539;-0.2558131;-1.4;;
4.54;-0.2600989;-1.4;;
4.542;-0.2634227;-1.4;;
4.543;-0.2639737;-1.4;;
4.557;-0.2814144;-1.4;;
4.558;-0.28223;-1.4;;
4.595;-0.3554114;-1.4;;
4.596;-0.3565641;-1.4;;
4.6;-0.3629448;-1.4;;
4.601;-0.3632513;-1.4;;
4.604;-0.3753144;-1.4;;
4.606;-0.3795958;-1.4;;
4.609;-0.3845157;-1.4;;
4.61;-0.3845157;-1.4;;
4.623;-0.4025464;-1.4;;
