timestamp;radius;size;depth
6.2246456;0.5;0.65;16
45.6892837;0.5;0.9;16
53.5418821;1.5;0.3;6
67.5835922;2.5;0.3;6
71.347121;0.5;0.3;6
77.6694467;1.5;0.9;6
80.6403486;0.5;0.65;2
82.2942472;1.5;0.65;2
88.4257845;0.5;0.9;2
89.7096998;1.5;0.9;2
100.254811;1.5;0.3;16
106.03059;1.5;0.9;16
109.7720412;1.5;0.3;2
115.3232016;2.5;0.3;2
117.489981;2.5;0.65;16
120.1936724;2.5;0.9;6
122.4832619;1.5;0.65;16
126.1580353;1.5;0.65;6
134.2223846;0.5;0.9;6
142.2431941;0.5;0.65;6
163.8234405;2.5;0.9;2
166.7161637;0.5;0.3;16
171.2739259;0.5;0.3;2
173.3402746;2.5;0.3;16
174.7139281;2.5;0.9;16
176.9597715;2.5;0.65;6
180.0424699;2.5;0.65;2
