xCubeCube2Timestamp;xCubeCube2XPos;xCubeCube2YPos;xCubeCube2newCorr;xCubeCube2smoothCorr
0;;;0;0
0.4597249;;;0;0
0.917947;;;0;0
1.3751765;;;0;0
1.8333973;;;0;0
2.121;0.4779697;0;;
2.14;0.5225024;0;;
2.141;0.5225024;0;;
2.161;0.5675752;0;;
2.162;0.5675752;0;;
2.183;0.6131967;0;;
2.184;0.6131967;0;;
2.184;0.6131967;0;;
2.204;0.6556638;0;;
2.206;0.6565695;0;;
2.206;0.6566192;0;;
2.232;0.7013459;0;;
2.233;0.7013459;0;;
2.234;0.7013459;0;;
2.247;0.7465588;0;;
2.248;0.7472715;0;;
2.2911171;;;0.438651603549352;0.219325801774676
2.583;1.415959;0;;
2.584;1.41632;0;;
2.606;1.460353;0;;
2.607;1.460728;0;;
2.627;1.505164;0;;
2.628;1.505728;0;;
2.649;1.549563;0;;
2.65;1.549996;0;;
2.672;1.595522;0;;
2.694;1.639517;0;;
2.695;1.639936;0;;
2.696;1.639998;0;;
2.718;1.684445;0;;
2.718;1.684454;0;;
2.739;1.729233;0;;
2.74;1.729766;0;;
2.7498392;;;0.433514988040593;0.436083295794972
2.739;1.729233;0;;
2.74;1.729766;0;;
2.762;1.77421;0;;
2.763;1.774577;0;;
2.784;1.818479;0;;
2.806;1.861766;0;;
2.807;1.862587;0;;
2.808;1.862725;0;;
2.829;1.907256;0;;
2.831;1.90778;0;;
2.851;1.952753;0;;
2.852;1.95332;0;;
2.875;1.997924;0;;
2.876;1.997924;0;;
2.897;2.040996;0;;
2.898;2.041737;0;;
2.92;2.085652;0;;
2.922;2.086532;0;;
2.943;2.13166;0;;
2.943;2.132209;0;;
2.964;2.175789;0;;
2.965;2.176173;0;;
2.985;2.219992;0;;
2.986;2.220442;0;;
3.008;2.26497;0;;
3.029;2.308917;0;;
3.03;2.309988;0;;
3.032;2.309988;0;;
3.052;2.354033;0;;
3.053;2.354492;0;;
3.054;2.354562;0;;
3.074;2.398865;0;;
3.075;2.398865;0;;
3.097;2.44332;0;;
3.098;2.443726;0;;
3.099;2.443826;0;;
3.12;2.488691;0;;
3.12;2.488691;0;;
3.141;2.531955;0;;
3.142;2.532806;0;;
3.143;2.532994;0;;
3.144;2.532994;0;;
3.144;2.532994;0;;
3.164;2.578842;0;;
3.165;2.57926;0;;
3.165;2.579411;0;;
3.166;2.579411;0;;
3.167;2.579411;0;;
3.186;2.622231;0;;
3.187;2.622661;0;;
3.187;2.622733;0;;
3.2075593;;;0.439750971896987;0.43663297996879
3.187;2.622661;0;;
3.187;2.622733;0;;
3.208;2.667069;0;;
3.209;2.667093;0;;
3.21;2.667474;0;;
3.21;2.667539;0;;
3.211;2.667583;0;;
3.231;2.71241;0;;
3.232;2.71285;0;;
3.259;2.756919;0;;
3.26;2.757401;0;;
3.26;2.757623;0;;
3.261;2.757729;0;;
3.263;2.757742;0;;
3.275;2.800356;0;;
3.277;2.802454;0;;
3.278;2.802735;0;;
3.279;2.802923;0;;
3.299;2.848621;0;;
3.3;2.848621;0;;
3.301;2.848621;0;;
3.301;2.848621;0;;
3.321;2.891809;0;;
3.322;2.892191;0;;
3.323;2.892302;0;;
3.323;2.892347;0;;
3.324;2.892347;0;;
3.343;2.936857;0;;
3.344;2.937336;0;;
3.365;2.980172;0;;
3.366;2.980834;0;;
3.367;2.981115;0;;
3.368;2.981162;0;;
3.369;2.981169;0;;
3.388;2.999755;0;;
3.389;3;0;;
3.39;3;0;;
3.411;2.956695;0;;
3.411;2.956565;0;;
3.412;2.956242;0;;
3.413;2.95619;0;;
3.413;2.956167;0;;
3.433;2.911819;0;;
3.433;2.911819;0;;
3.434;2.911819;0;;
3.434;2.911819;0;;
3.436;2.911819;0;;
3.454;2.868181;0;;
3.455;2.867301;0;;
3.477;2.823093;0;;
3.478;2.822678;0;;
3.479;2.822609;0;;
3.48;2.822599;0;;
3.481;2.822596;0;;
3.501;2.777331;0;;
3.502;2.777331;0;;
3.503;2.777331;0;;
3.522;2.732694;0;;
3.523;2.732233;0;;
3.524;2.732131;0;;
3.524;2.732113;0;;
3.525;2.732101;0;;
3.544;2.688513;0;;
3.545;2.68807;0;;
3.545;2.687994;0;;
3.546;2.687958;0;;
3.568;2.643708;0;;
3.569;2.643204;0;;
3.57;2.643204;0;;
3.589;2.598741;0;;
3.591;2.598741;0;;
3.591;2.598741;0;;
3.592;2.598741;0;;
3.593;2.598741;0;;
3.611;2.553977;0;;
3.612;2.553977;0;;
3.613;2.553977;0;;
3.634;2.509794;0;;
3.635;2.509794;0;;
3.636;2.509794;0;;
3.636;2.509794;0;;
3.637;2.509794;0;;
3.65448;;;0.0530096287636298;0.246380300330308
3.635;2.509794;0;;
3.636;2.509794;0;;
3.636;2.509794;0;;
3.637;2.509794;0;;
3.656;2.464467;0;;
3.657;2.465036;0;;
3.658;2.465008;0;;
3.658;2.464744;0;;
3.678;2.410786;0;;
3.679;2.410279;0;;
3.68;2.410158;0;;
3.7;2.3762;0;;
3.701;2.375726;0;;
3.702;2.375421;0;;
3.702;2.375368;0;;
3.723;2.331554;0;;
3.724;2.330962;0;;
3.732;2.330544;0;;
3.733;2.330522;0;;
3.745;2.28489;0;;
3.746;2.284106;0;;
3.747;2.283973;0;;
3.748;2.283973;0;;
3.748;2.283973;0;;
3.768;2.242079;0;;
3.769;2.241657;0;;
3.77;2.241587;0;;
3.791;2.197794;0;;
3.792;2.197418;0;;
3.793;2.197307;0;;
3.793;2.197294;0;;
3.813;2.152526;0;;
3.814;2.152069;0;;
3.815;2.151987;0;;
3.816;2.151974;0;;
3.816;2.15197;0;;
3.836;2.107521;0;;
3.837;2.107521;0;;
3.837;2.107521;0;;
3.857;2.063686;0;;
3.858;2.063234;0;;
3.859;2.063166;0;;
3.86;2.06315;0;;
3.86;2.063147;0;;
3.879;2.018797;0;;
3.88;2.018313;0;;
3.881;2.018237;0;;
3.902;1.974039;0;;
3.903;1.973625;0;;
3.904;1.973534;0;;
3.905;1.973514;0;;
3.925;1.929249;0;;
3.926;1.928787;0;;
3.927;1.928723;0;;
3.927;1.928713;0;;
3.929;1.928707;0;;
3.947;1.884478;0;;
3.948;1.884478;0;;
3.949;1.884478;0;;
3.95;1.884478;0;;
3.95;1.884478;0;;
3.97;1.840117;0;;
3.971;1.839667;0;;
3.972;1.839562;0;;
3.992;1.794892;0;;
3.993;1.794892;0;;
3.994;1.794892;0;;
3.994;1.794892;0;;
3.995;1.794892;0;;
4.015;1.751274;0;;
4.016;1.750558;0;;
4.036;1.706548;0;;
4.037;1.705628;0;;
4.038;1.705475;0;;
4.039;1.705452;0;;
4.04;1.705444;0;;
4.059;1.660834;0;;
4.06;1.660834;0;;
4.061;1.660834;0;;
4.081;1.617056;0;;
4.082;1.616627;0;;
4.082;1.616554;0;;
4.083;1.616511;0;;
4.084;1.616505;0;;
4.1016716;;;0.497534082622513;0.275271855693072
4.081;1.617056;0;;
4.082;1.616627;0;;
4.082;1.616554;0;;
