yCubeCube3Timestamp;yCubeCube3XPos;yCubeCube3YPos;yCubeCube3newCorr;yCubeCube3smoothCorr
0;;;0;0
0.6071173;;;0;0
1.0648368;;;0;0
1.5230581;;;0;0
1.9857909;;;0;0
2.4389988;;;0;0
2.8972196;;;0;0
3.3549394;;;0;0
3.8131605;;;0;0
3.874;-2;-1.402466;;
3.875;-2;-1.402466;;
3.897;-2;-1.455194;;
3.918;-2;-1.490166;;
3.919;-2;-1.490477;;
3.94;-2;-1.534405;;
3.94;-2;-1.534928;;
3.942;-2;-1.535388;;
3.962;-2;-1.579412;;
3.963;-2;-1.579837;;
3.984;-2;-1.621655;;
4.007;-2;-1.666406;;
4.009;-2;-1.669034;;
4.01;-2;-1.669375;;
4.011;-2;-1.669375;;
4.03;-2;-1.713304;;
4.032;-2;-1.713743;;
4.053;-2;-1.758453;;
4.054;-2;-1.758884;;
4.075;-2;-1.802311;;
4.077;-2;-1.803193;;
4.097;-2;-1.847387;;
4.098;-2;-1.847793;;
4.12;-2;-1.893322;;
4.121;-2;-1.893835;;
4.142;-2;-1.937093;;
4.143;-2;-1.937519;;
4.164;-2;-1.98166;;
4.166;-2;-1.982116;;
4.186;-2;-2.025835;;
4.188;-2;-2.026797;;
4.208;-2;-2.071158;;
4.209;-2;-2.0716;;
4.23;-2;-2.115358;;
4.252;-2;-2.160675;;
4.253;-2;-2.160675;;
4.271381;;;-0.337509405821644;-0.168754702910822
4.299;-2;-2.249634;;
4.301;-2;-2.250055;;
4.301;-2;-2.250084;;
4.322;-2;-2.295393;;
4.323;-2;-2.295806;;
4.344;-2;-2.339387;;
4.345;-2;-2.339789;;
4.367;-2;-2.38365;;
4.375;-2;-2.384137;;
4.389;-2;-2.437451;;
4.39;-2;-2.438269;;
4.412;-2;-2.472194;;
4.414;-2;-2.473225;;
4.44;-2;-2.539998;;
4.442;-2;-2.540502;;
4.462;-2;-2.584298;;
4.464;-2;-2.585262;;
4.484;-2;-2.628817;;
4.486;-2;-2.629748;;
4.507;-2;-2.67367;;
4.508;-2;-2.674388;;
4.53;-2;-2.718096;;
4.531;-2;-2.718874;;
4.532;-2;-2.719111;;
4.552;-2;-2.763623;;
4.575;-2;-2.807069;;
4.576;-2;-2.808282;;
4.597;-2;-2.852307;;
4.598;-2;-2.853067;;
4.599;-2;-2.85331;;
4.6;-2;-2.853359;;
4.601;-2;-2.853371;;
4.62;-2;-2.898077;;
4.621;-2;-2.898077;;
4.622;-2;-2.898077;;
4.641;-2;-2.941373;;
4.643;-2;-2.942257;;
4.644;-2;-2.942408;;
4.644;-2;-2.942445;;
4.645;-2;-2.942494;;
4.666;-2;-2.987384;;
4.667;-2;-2.987384;;
4.668;-2;-2.987384;;
4.669;-2;-2.987384;;
4.688;-2;-3;;
4.689;-2;-3;;
4.69;-2;-3;;
4.711;-2;-2.956168;;
4.712;-2;-2.955765;;
4.712;-2;-2.955696;;
4.713;-2;-2.955653;;
4.714;-2;-2.955643;;
4.7291006;;;-0.433647637927054;-0.385578521874349
4.712;-2;-2.955765;;
4.712;-2;-2.955696;;
4.713;-2;-2.955653;;
4.714;-2;-2.955643;;
4.732;-2;-2.911542;;
4.735;-2;-2.91116;;
4.735;-2;-2.911144;;
4.76;-2;-2.861159;;
4.761;-2;-2.861159;;
4.762;-2;-2.8517;;
4.763;-2;-2.847486;;
4.764;-2;-2.844117;;
4.779;-2;-2.821082;;
4.779;-2;-2.821082;;
4.78;-2;-2.821082;;
4.781;-2;-2.821082;;
4.801;-2;-2.777006;;
4.802;-2;-2.777006;;
4.803;-2;-2.777006;;
4.804;-2;-2.777006;;
4.823;-2;-2.732222;;
4.824;-2;-2.732222;;
4.825;-2;-2.732222;;
4.826;-2;-2.732222;;
4.845;-2;-2.687753;;
4.846;-2;-2.68732;;
4.847;-2;-2.687201;;
4.847;-2;-2.687156;;
4.867;-2;-2.642997;;
4.868;-2;-2.642997;;
4.868;-2;-2.642997;;
4.869;-2;-2.642997;;
4.889;-2;-2.598403;;
4.89;-2;-2.598403;;
4.89;-2;-2.598403;;
4.91;-2;-2.55467;;
4.911;-2;-2.553923;;
4.912;-2;-2.553632;;
4.913;-2;-2.55359;;
4.933;-2;-2.510019;;
4.934;-2;-2.509264;;
4.935;-2;-2.509007;;
4.935;-2;-2.508962;;
4.937;-2;-2.508934;;
4.956;-2;-2.464068;;
4.957;-2;-2.464068;;
4.958;-2;-2.464068;;
4.978;-2;-2.420228;;
4.979;-2;-2.419787;;
4.98;-2;-2.419714;;
4.98;-2;-2.419711;;
4.981;-2;-2.419685;;
