circCubeCube1Timestamp;circCubeCube1XPos;circCubeCube1YPos;circCubeCube1newCorr;circCubeCube1smoothCorr
0;;;0;0
0.6948521;;;0;0
1.1530731;;;0;0
1.6107922;;;0;0
2.0685115;;;0;0
2.5277356;;;0;0
2.9844524;;;0;0
3.089;-0.9324402;-1.17497;;
3.135;-0.9751983;-1.139732;;
3.137;-0.9751983;-1.139732;;
3.138;-0.9751983;-1.139732;;
3.187;-1.02232;-1.097662;;
3.189;-1.02232;-1.097662;;
3.19;-1.02232;-1.097662;;
3.212;-1.041163;-1.079801;;
3.213;-1.041341;-1.079633;;
3.236;-1.059496;-1.061813;;
3.237;-1.059817;-1.061498;;
3.257;-1.077853;-1.043172;;
3.26;-1.078398;-1.042618;;
3.263;-1.078489;-1.042526;;
3.28;-1.095775;-1.024323;;
3.282;-1.09658;-1.023476;;
3.304;-1.114333;-1.004118;;
3.305;-1.114475;-1.003963;;
3.305;-1.11454;-1.003893;;
3.329;-1.137313;-0.9779333;;
3.333;-1.139653;-0.9752669;;
3.335;-1.140145;-0.9747054;;
3.357;-1.156288;-0.955486;;
3.359;-1.157282;-0.9543033;;
3.36;-1.157395;-0.9541686;;
3.361;-1.157395;-0.9541686;;
3.361;-1.157395;-0.9541686;;
3.38;-1.173944;-0.9337268;;
3.381;-1.17411;-0.9335216;;
3.381;-1.174138;-0.9334871;;
3.382;-1.174161;-0.9334593;;
3.387;-1.181818;-0.9237415;;
3.404;-1.189983;-0.9131984;;
3.406;-1.190235;-0.9128742;;
3.408;-1.190313;-0.9127731;;
3.426;-1.205417;-0.8927116;;
3.427;-1.20586;-0.8921232;;
3.4426732;;;0.18136235840897;0.0906811792044849
3.426;-1.205417;-0.8927116;;
3.427;-1.20586;-0.8921232;;
3.448;-1.220791;-0.8715709;;
3.45;-1.221288;-0.8708873;;
3.47;-1.235923;-0.8499777;;
3.472;-1.236567;-0.8490576;;
3.473;-1.236621;-0.8489807;;
3.474;-1.236628;-0.8489696;;
3.477;-1.236646;-0.8489448;;
3.478;-1.236647;-0.8489428;;
3.496;-1.255106;-0.8212783;;
3.497;-1.255774;-0.8202768;;
3.501;-1.258476;-0.8162264;;
3.502;-1.258611;-0.8160245;;
3.521;-1.271964;-0.7950264;;
3.522;-1.27238;-0.7943727;;
3.527;-1.272658;-0.7939351;;
3.531;-1.276648;-0.7874768;;
3.545;-1.28608;-0.7719875;;
3.547;-1.286559;-0.7712002;;
3.547;-1.286608;-0.7711198;;
3.549;-1.286882;-0.770671;;
3.551;-1.286899;-0.7706425;;
3.554;-1.290931;-0.7638476;;
3.571;-1.299736;-0.7487863;;
3.572;-1.299843;-0.7486036;;
3.573;-1.299859;-0.7485764;;
3.577;-1.305881;-0.7380152;;
3.595;-1.312833;-0.7255799;;
3.6;-1.317148;-0.7176933;;
3.603;-1.31864;-0.7149679;;
3.604;-1.318893;-0.7145055;;
3.606;-1.319017;-0.7142793;;
3.607;-1.319029;-0.7142556;;
3.626;-1.331227;-0.6912489;;
3.627;-1.331385;-0.690952;;
3.628;-1.331385;-0.690952;;
3.628;-1.331385;-0.690952;;
3.648;-1.343027;-0.6680283;;
3.649;-1.343197;-0.6676928;;
3.654;-1.343305;-0.6674802;;
3.656;-1.349119;-0.6556498;;
3.678;-1.360477;-0.6317447;;
3.679;-1.360477;-0.6317447;;
3.682;-1.360477;-0.6317447;;
3.683;-1.360477;-0.6317447;;
3.709;-1.370985;-0.6085891;;
3.715;-1.374258;-0.6011332;;
3.722;-1.380267;-0.58719;;
3.724;-1.381142;-0.5851594;;
3.726;-1.381533;-0.5842512;;
3.732;-1.384896;-0.5762059;;
3.733;-1.385413;-0.5749685;;
3.737;-1.386679;-0.5719411;;
3.752;-1.391638;-0.5597659;;
3.754;-1.391762;-0.5594608;;
3.756;-1.395643;-0.5496837;;
3.758;-1.396371;-0.5478513;;
3.772;-1.40155;-0.5344622;;
3.774;-1.40169;-0.534101;;
3.775;-1.40172;-0.534022;;
3.778;-1.405374;-0.5243163;;
3.795;-1.410462;-0.5104799;;
3.796;-1.410565;-0.5102004;;
3.8;-1.412967;-0.5034686;;
3.802;-1.413668;-0.5015053;;
3.819;-1.418814;-0.4867685;;
3.821;-1.419051;-0.4860876;;
3.822;-1.420977;-0.4803884;;
3.824;-1.423193;-0.4738274;;
3.846;-1.43124;-0.4489189;;
3.846;-1.43135;-0.448579;;
3.848;-1.431497;-0.4481245;;
3.849;-1.431511;-0.448079;;
3.85;-1.431515;-0.4480676;;
3.851;-1.431515;-0.4480676;;
3.869;-1.438859;-0.4238623;;
3.871;-1.439065;-0.4231817;;
3.872;-1.439134;-0.4229548;;
3.8898652;;;0.907905084670697;0.544633721539833
3.869;-1.438859;-0.4238623;;
3.871;-1.439065;-0.4231817;;
3.872;-1.439134;-0.4229548;;
3.892;-1.446317;-0.3976927;;
3.893;-1.44636;-0.3975402;;
3.894;-1.446383;-0.3974598;;
3.896;-1.446406;-0.3973796;;
3.897;-1.446408;-0.3973728;;
3.915;-1.449751;-0.3849923;;
3.917;-1.44983;-0.3846993;;
3.938;-1.45931;-0.3469819;;
3.939;-1.459396;-0.346641;;
3.939;-1.45941;-0.3465842;;
3.94;-1.459424;-0.3465264;;
3.941;-1.459424;-0.3465264;;
3.959;-1.465181;-0.3213041;;
3.96;-1.465247;-0.3210143;;
3.961;-1.465257;-0.3209718;;
3.962;-1.465259;-0.3209617;;
3.982;-1.470631;-0.2953563;;
3.983;-1.470684;-0.2951058;;
3.984;-1.470696;-0.2950493;;
3.985;-1.470698;-0.2950366;;
4.005;-1.475544;-0.2697444;;
4.006;-1.475592;-0.2694941;;
4.006;-1.4756;-0.2694513;;
4.007;-1.475604;-0.2694316;;
4.027;-1.479993;-0.2441402;;
4.027;-1.480028;-0.2439374;;
