yCubeCube3Timestamp;yCubeCube3XPos;yCubeCube3YPos;yCubeCube3newCorr;yCubeCube3smoothCorr
0;;;0;0
0.4597249;;;0;0
0.917947;;;0;0
1.3751765;;;0;0
1.8333973;;;0;0
2.121;-2;1.815559;;
2.14;-2;1.771026;;
2.141;-2;1.771026;;
2.161;-2;1.725954;;
2.162;-2;1.725954;;
2.183;-2;1.680332;;
2.184;-2;1.680332;;
2.184;-2;1.680332;;
2.204;-2;1.637865;;
2.206;-2;1.636959;;
2.206;-2;1.636909;;
2.232;-2;1.592183;;
2.233;-2;1.592183;;
2.234;-2;1.592183;;
2.247;-2;1.54697;;
2.248;-2;1.546257;;
2.2911171;;;-0.434856729817864;-0.217428364908932
2.583;-2;0.8775693;;
2.584;-2;0.8772085;;
2.606;-2;0.833176;;
2.607;-2;0.8328003;;
2.627;-2;0.7883648;;
2.628;-2;0.787801;;
2.649;-2;0.7439657;;
2.65;-2;0.7435327;;
2.672;-2;0.6980063;;
2.694;-2;0.6540114;;
2.695;-2;0.6535929;;
2.696;-2;0.653531;;
2.718;-2;0.6090841;;
2.718;-2;0.6090746;;
2.739;-2;0.5642954;;
2.74;-2;0.5637624;;
2.7498392;;;-0.468873119413415;-0.45186492461564
2.739;-2;0.5642954;;
2.74;-2;0.5637624;;
2.762;-2;0.5193185;;
2.763;-2;0.5189512;;
2.784;-2;0.47505;;
2.806;-2;0.4317628;;
2.807;-2;0.4309416;;
2.808;-2;0.4308038;;
2.829;-2;0.3862732;;
2.831;-2;0.3857487;;
2.851;-2;0.3407756;;
2.852;-2;0.3402084;;
2.875;-2;0.2956052;;
2.876;-2;0.2956052;;
2.897;-2;0.2525325;;
2.898;-2;0.2517917;;
2.92;-2;0.2078765;;
2.922;-2;0.206997;;
2.943;-2;0.1618688;;
2.943;-2;0.1613198;;
2.964;-2;0.1177392;;
2.965;-2;0.1173555;;
2.985;-2;0.07353689;;
2.986;-2;0.07308646;;
3.008;-2;0.02855895;;
3.029;-2;-0.01538826;;
3.03;-2;-0.01645886;;
3.032;-2;-0.01645886;;
3.052;-2;-0.06050406;;
3.053;-2;-0.06096365;;
3.054;-2;-0.06103368;;
3.074;-2;-0.1053362;;
3.075;-2;-0.1053362;;
3.097;-2;-0.1497914;;
3.098;-2;-0.1501975;;
3.099;-2;-0.1502976;;
3.12;-2;-0.1951624;;
3.12;-2;-0.1951624;;
3.141;-2;-0.2384265;;
3.142;-2;-0.2392772;;
3.143;-2;-0.2394651;;
3.144;-2;-0.2394651;;
3.144;-2;-0.2394651;;
3.164;-2;-0.2853134;;
3.165;-2;-0.2857313;;
3.165;-2;-0.2858818;;
3.166;-2;-0.2858818;;
3.167;-2;-0.2858818;;
3.186;-2;-0.3287021;;
3.187;-2;-0.3291316;;
3.187;-2;-0.3292036;;
3.2075593;;;-0.463505683470856;-0.466189401442136
3.187;-2;-0.3291316;;
3.187;-2;-0.3292036;;
3.208;-2;-0.37354;;
3.209;-2;-0.3735642;;
3.21;-2;-0.3739451;;
3.21;-2;-0.3740105;;
3.211;-2;-0.3740539;;
3.231;-2;-0.4188817;;
3.232;-2;-0.4193211;;
3.259;-2;-0.4633905;;
3.26;-2;-0.4638722;;
3.26;-2;-0.4640946;;
3.261;-2;-0.4642002;;
3.263;-2;-0.4642134;;
3.275;-2;-0.5068277;;
3.277;-2;-0.5089257;;
3.278;-2;-0.509206;;
3.279;-2;-0.5093945;;
3.299;-2;-0.5550922;;
3.3;-2;-0.5550922;;
3.301;-2;-0.5550922;;
3.301;-2;-0.5550922;;
3.321;-2;-0.5982805;;
3.322;-2;-0.5986624;;
3.323;-2;-0.5987734;;
3.323;-2;-0.5988186;;
3.324;-2;-0.5988186;;
3.343;-2;-0.6433283;;
3.344;-2;-0.6438078;;
3.365;-2;-0.6866434;;
3.366;-2;-0.6873052;;
3.367;-2;-0.6875862;;
3.368;-2;-0.6876337;;
3.369;-2;-0.6876408;;
3.388;-2;-0.7331294;;
3.389;-2;-0.7337288;;
3.39;-2;-0.7337288;;
3.411;-2;-0.7770339;;
3.411;-2;-0.7771632;;
3.412;-2;-0.7774866;;
3.413;-2;-0.777539;;
3.413;-2;-0.7775615;;
3.433;-2;-0.8219103;;
3.433;-2;-0.8219103;;
3.434;-2;-0.8219103;;
3.434;-2;-0.8219103;;
3.436;-2;-0.8219103;;
3.454;-2;-0.8655472;;
3.455;-2;-0.8664282;;
3.477;-2;-0.9106352;;
3.478;-2;-0.9110504;;
3.479;-2;-0.9111193;;
3.48;-2;-0.9111296;;
3.481;-2;-0.911133;;
3.501;-2;-0.9563979;;
3.502;-2;-0.9563979;;
3.503;-2;-0.9563979;;
3.522;-2;-1.001034;;
3.523;-2;-1.001496;;
3.524;-2;-1.001598;;
3.524;-2;-1.001616;;
3.525;-2;-1.001627;;
3.544;-2;-1.045215;;
3.545;-2;-1.045659;;
3.545;-2;-1.045735;;
3.546;-2;-1.045771;;
3.568;-2;-1.09002;;
3.569;-2;-1.090525;;
3.57;-2;-1.090525;;
3.589;-2;-1.134988;;
3.591;-2;-1.134988;;
3.591;-2;-1.134988;;
3.592;-2;-1.134988;;
3.593;-2;-1.134988;;
3.611;-2;-1.179752;;
3.612;-2;-1.179752;;
3.613;-2;-1.179752;;
3.634;-2;-1.223935;;
3.635;-2;-1.223935;;
3.636;-2;-1.223935;;
3.636;-2;-1.223935;;
3.637;-2;-1.223935;;
3.65448;;;0.301737802573817;-0.0808839404485194
3.635;-2;-1.223935;;
3.636;-2;-1.223935;;
3.636;-2;-1.223935;;
3.637;-2;-1.223935;;
3.656;-2;-1.269262;;
3.657;-2;-1.268693;;
3.658;-2;-1.26872;;
3.658;-2;-1.268985;;
3.678;-2;-1.322943;;
3.679;-2;-1.323449;;
3.68;-2;-1.323571;;
3.7;-2;-1.357529;;
3.701;-2;-1.358003;;
3.702;-2;-1.358308;;
3.702;-2;-1.358361;;
3.723;-2;-1.402175;;
3.724;-2;-1.402767;;
3.732;-2;-1.403186;;
3.733;-2;-1.403207;;
3.745;-2;-1.448839;;
3.746;-2;-1.449623;;
3.747;-2;-1.449756;;
3.748;-2;-1.449756;;
3.748;-2;-1.449756;;
3.768;-2;-1.49165;;
3.769;-2;-1.492072;;
3.77;-2;-1.492142;;
3.791;-2;-1.535936;;
3.792;-2;-1.536311;;
3.793;-2;-1.536422;;
3.793;-2;-1.536436;;
3.813;-2;-1.581203;;
3.814;-2;-1.58166;;
3.815;-2;-1.581742;;
3.816;-2;-1.581755;;
3.816;-2;-1.58176;;
3.836;-2;-1.626209;;
3.837;-2;-1.626209;;
3.837;-2;-1.626209;;
3.857;-2;-1.670043;;
3.858;-2;-1.670496;;
3.859;-2;-1.670563;;
3.86;-2;-1.67058;;
3.86;-2;-1.670583;;
3.879;-2;-1.714932;;
3.88;-2;-1.715416;;
3.881;-2;-1.715493;;
3.902;-2;-1.759691;;
3.903;-2;-1.760105;;
3.904;-2;-1.760196;;
3.905;-2;-1.760216;;
