circCubeCube1Timestamp;circCubeCube1XPos;circCubeCube1YPos;circCubeCube1newCorr;circCubeCube1smoothCorr
0;;;0;0
0.3474219;;;0;0
0.8046332;;;0;0
1.2628481;;;0;0
1.7205614;;;0;0
2.179278;;;0;0
2.291;-0.4532837;-1.429872;;
2.291;-0.4604902;-1.427552;;
2.292;-0.4651635;-1.426047;;
2.293;-0.4660456;-1.425763;;
2.294;-0.4660456;-1.425763;;
2.295;-0.4660456;-1.425763;;
2.295;-0.4660456;-1.425763;;
2.297;-0.4660456;-1.425763;;
2.297;-0.4660456;-1.425763;;
2.297;-0.4660456;-1.425763;;
2.298;-0.4660456;-1.425763;;
2.299;-0.4660456;-1.425763;;
2.3;-0.4660456;-1.425763;;
2.309;-0.4787544;-1.421545;;
2.309;-0.4789692;-1.421473;;
2.31;-0.4791134;-1.421425;;
2.331;-0.5035003;-1.412971;;
2.331;-0.5035003;-1.412971;;
2.332;-0.5035003;-1.412971;;
2.332;-0.5035003;-1.412971;;
2.333;-0.5035003;-1.412971;;
2.352;-0.527587;-1.404152;;
2.352;-0.527797;-1.404075;;
2.353;-0.5278894;-1.404041;;
2.373;-0.5529532;-1.394358;;
2.374;-0.5532059;-1.39426;;
2.375;-0.5532475;-1.394244;;
2.375;-0.5532665;-1.394237;;
2.394;-0.5767258;-1.384691;;
2.395;-0.5771692;-1.384511;;
2.396;-0.5772893;-1.384462;;
2.416;-0.6010504;-1.374308;;
2.417;-0.6016489;-1.374052;;
2.418;-0.6016489;-1.374052;;
2.418;-0.6016489;-1.374052;;
2.419;-0.6016489;-1.374052;;
2.438;-0.6255389;-1.363339;;
2.438;-0.6258589;-1.363195;;
2.442;-0.6258589;-1.363195;;
2.444;-0.6258589;-1.363195;;
2.456;-0.6449226;-1.354237;;
2.46;-0.6497079;-1.351988;;
2.461;-0.6499198;-1.351888;;
2.462;-0.6499716;-1.351864;;
2.481;-0.6728839;-1.340604;;
2.482;-0.673134;-1.340481;;
2.483;-0.6731702;-1.340463;;
2.503;-0.6960281;-1.328732;;
2.504;-0.6963468;-1.328568;;
2.505;-0.6965423;-1.328468;;
2.505;-0.6965758;-1.328451;;
2.506;-0.6965972;-1.32844;;
2.526;-0.7197901;-1.316018;;
2.526;-0.7197901;-1.316018;;
2.527;-0.7197901;-1.316018;;
2.548;-0.7422487;-1.30348;;
2.549;-0.7424322;-1.303377;;
2.549;-0.7425228;-1.303326;;
2.55;-0.7425228;-1.303326;;
2.551;-0.7425228;-1.303326;;
2.57;-0.7653259;-1.290068;;
2.571;-0.7653259;-1.290068;;
2.572;-0.7653259;-1.290068;;
2.572;-0.7653259;-1.290068;;
2.593;-0.7879192;-1.276395;;
2.594;-0.7879192;-1.276395;;
2.595;-0.7879192;-1.276395;;
2.615;-0.8099015;-1.262557;;
2.616;-0.8101014;-1.262432;;
2.617;-0.810155;-1.262398;;
2.617;-0.8101634;-1.262393;;
2.618;-0.8101746;-1.262385;;
2.6374934;;;0.090582698028126;0.030194232676042
2.638;-0.8322529;-1.24794;;
2.639;-0.8319954;-1.248109;;
2.64;-0.8322099;-1.247969;;
2.66;-0.854622;-1.232726;;
2.661;-0.8548383;-1.232578;;
2.662;-0.8548839;-1.232547;;
2.663;-0.8549021;-1.232535;;
2.664;-0.8549047;-1.232533;;
2.682;-0.8755649;-1.21794;;
2.684;-0.8757799;-1.217788;;
2.685;-0.8758168;-1.217762;;
2.685;-0.8758346;-1.217749;;
2.705;-0.89674;-1.202435;;
2.706;-0.8969417;-1.202287;;
2.706;-0.8969761;-1.202262;;
2.726;-0.9177231;-1.186497;;
2.727;-0.9179404;-1.186332;;
2.728;-0.9179718;-1.186308;;
2.729;-0.9179761;-1.186305;;
2.73;-0.9179772;-1.186304;;
2.75;-0.9386818;-1.16999;;
2.75;-0.9386818;-1.16999;;
2.751;-0.9386818;-1.16999;;
2.752;-0.9386818;-1.16999;;
2.772;-0.9590564;-1.153348;;
2.772;-0.9590564;-1.153348;;
2.773;-0.9590564;-1.153348;;
