yCubeCube3Timestamp;yCubeCube3XPos;yCubeCube3YPos;yCubeCube3newCorr;yCubeCube3smoothCorr
0;;;0;0
0.3474219;;;0;0
0.8046332;;;0;0
1.2628481;;;0;0
1.7205614;;;0;0
2.179278;;;0;0
2.291;-2;1.257635;;
2.291;-2;1.244782;;
2.292;-2;1.236447;;
2.293;-2;1.234874;;
2.294;-2;1.234874;;
2.295;-2;1.234874;;
2.295;-2;1.234874;;
2.297;-2;1.234874;;
2.297;-2;1.234874;;
2.297;-2;1.234874;;
2.298;-2;1.234874;;
2.299;-2;1.234874;;
2.3;-2;1.234874;;
2.309;-2;1.212141;;
2.309;-2;1.211757;;
2.31;-2;1.211499;;
2.331;-2;1.167681;;
2.331;-2;1.167681;;
2.332;-2;1.167681;;
2.332;-2;1.167681;;
2.333;-2;1.167681;;
2.352;-2;1.124135;;
2.352;-2;1.123755;;
2.353;-2;1.123588;;
2.373;-2;1.077972;;
2.374;-2;1.077513;;
2.375;-2;1.077437;;
2.375;-2;1.077402;;
2.394;-2;1.034405;;
2.396;-2;1.033528;;
2.396;-2;1.03343;;
2.416;-2;0.9895061;;
2.417;-2;0.9883996;;
2.418;-2;0.9883996;;
2.418;-2;0.9883996;;
2.419;-2;0.9883996;;
2.438;-2;0.9439508;;
2.438;-2;0.9433554;;
2.442;-2;0.9433554;;
2.444;-2;0.9433554;;
2.456;-2;0.9075962;;
2.46;-2;0.8986201;;
2.461;-2;0.8982226;;
2.462;-2;0.8981255;;
2.481;-2;0.8547844;;
2.482;-2;0.8543112;;
2.483;-2;0.8542427;;
2.503;-2;0.8106253;;
2.504;-2;0.809871;;
2.505;-2;0.809612;;
2.505;-2;0.8095675;;
2.506;-2;0.8095392;;
2.526;-2;0.7648731;;
2.526;-2;0.7648731;;
2.527;-2;0.7648731;;
2.548;-2;0.7212068;;
2.549;-2;0.7208498;;
2.549;-2;0.7206736;;
2.55;-2;0.7206736;;
2.551;-2;0.7206736;;
2.57;-2;0.6758936;;
2.571;-2;0.6758936;;
2.572;-2;0.6758936;;
2.572;-2;0.6758936;;
2.593;-2;0.6310599;;
2.594;-2;0.6310599;;
2.595;-2;0.6310599;;
2.615;-2;0.5869632;;
2.616;-2;0.5865621;;
2.617;-2;0.5864546;;
2.617;-2;0.5864377;;
2.618;-2;0.5864154;;
2.6374934;;;-0.36586517186248;-0.121955057287493
2.639;-2;0.5416241;;
2.64;-2;0.5421344;;
2.64;-2;0.5418793;;
2.66;-2;0.4956986;;
2.661;-2;0.495253;;
2.662;-2;0.4951589;;
2.663;-2;0.4951215;;
2.664;-2;0.4951161;;
2.682;-2;0.4521744;;
2.684;-2;0.4517275;;
2.685;-2;0.4516509;;
2.685;-2;0.4516139;;
2.705;-2;0.4076189;;
2.706;-2;0.4071946;;
2.706;-2;0.4071222;;
2.726;-2;0.3628863;;
2.727;-2;0.3624229;;
2.728;-2;0.3623559;;
2.729;-2;0.3623469;;
2.73;-2;0.3623447;;
2.75;-2;0.3175943;;
2.75;-2;0.3175943;;
2.751;-2;0.3175943;;
2.752;-2;0.3175943;;
2.772;-2;0.2729323;;
2.772;-2;0.2729323;;
2.773;-2;0.2729323;;
2.774;-2;0.2729323;;
2.794;-2;0.228906;;
2.795;-2;0.2284994;;
2.796;-2;0.2283874;;
2.796;-2;0.228345;;
2.816;-2;0.1729065;;
2.817;-2;0.1729065;;
2.817;-2;0.1729065;;
2.838;-2;0.1400234;;
2.84;-2;0.1388611;;
2.841;-2;0.1388611;;
2.841;-2;0.1388611;;
2.841;-2;0.1388611;;
2.86;-2;0.1162466;;
2.862;-2;0.100809;;
2.862;-2;0.09884397;;
2.883;-2;0.0510458;;
2.883;-2;0.05045337;;
2.885;-2;0.0494566;;
2.885;-2;0.04937574;;
2.904;-2;0.02669497;;
2.905;-2;0.008274948;;
2.906;-2;0.00509904;;
2.907;-2;0.00509904;;
2.926;-2;-0.0174922;;
2.926;-2;-0.01750258;;
2.927;-2;-0.01773958;;
2.947;-2;-0.061687;;
