timestamp;radius;size;depth
2.7493123;0.5;0.9;6
67.9430101;1.5;0.65;2
77.1922018;2.5;0.3;16
80.7328139;1.5;0.65;16
84.6416104;2.5;0.65;2
87.0985826;2.5;0.3;2
96.9727316;1.5;0.3;6
102.222963;2.5;0.65;16
108.3771975;0.5;0.9;2
111.3598053;2.5;0.3;6
113.1240887;2.5;0.65;6
115.6599676;0.5;0.3;16
117.1241155;0.5;0.65;6
120.1279005;1.5;0.9;2
123.2779374;2.5;0.9;16
128.0699241;2.5;0.9;6
132.2249971;1.5;0.9;16
137.0051245;1.5;0.65;6
139.2390088;0.5;0.3;6
145.7848595;0.5;0.65;16
160.1935546;1.5;0.9;6
163.858208;1.5;0.3;2
166.5047845;0.5;0.65;2
175.2285371;1.5;0.3;16
178.3995274;0.5;0.3;2
196.8745236;0.5;0.9;16
200.181225;2.5;0.9;2
