timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
14.4823053;0;0;20;3;0;0
18.970911;11;8;0;0;0;0;0;20;0;0;0
25.1525716;13;8;0;6;9;0;9;0;20;0;0;0
30.3955038;8;8;3;0;20;0;0;0;0;0;0;0
37.9722794;18;18;4;7;0;0;14;0;0;0;20;0
44.5366517;5;5;0;20;0;0;0;0;7;3;4;5
53.1141826;19;19;7;1;0;3;0;0;0;20;0;0
61.9761715;9;9;5;20;0;3;0;1;2;16;0;0
70.5462018;4;4;20;4;0;3;12;0;0;5;0;3
78.9602003;23;23;15;0;0;0;17;0;0;0;20;0
85.3437674;12;12;0;20;0;0;7;0;0;0;0;0
91.5767075;24;24;1;0;0;0;12;0;0;20;0;0
98.1466185;26;26;0;1;2;14;0;0;4;0;20;0
104.8664715;17;17;18;0;0;20;0;0;0;0;0;0
111.0164005;16;16;0;0;20;0;0;0;0;0;5;2
133.9843512;15;21;0;20;0;17;2;14;0;0;0;0
143.8891455;28;21;12;4;16;0;0;2;20;2;0;0
149.4253311;21;21;0;0;20;1;0;2;0;0;0;0
164.7176349;30;22;0;19;14;1;0;0;20;1;5;7
171.743504;22;22;0;0;20;0;0;2;0;7;2;0
186.366334;32;32;0;0;6;2;16;11;20;0;10;0
196.356695;27;-1;0;0;2;20;0;0;0;4;2;6
