timestamp;radius;size;depth
3.8880633;2.5;0.9;16
53.7453482;1.5;0.9;16
59.4079647;2.5;0.3;6
63.1937686;0.5;0.65;6
73.7274023;2.5;0.9;6
82.9544708;0.5;0.9;2
107.04984;1.5;0.65;16
113.4946433;2.5;0.3;16
116.2089314;2.5;0.65;16
124.6425745;0.5;0.3;6
146.7711659;1.5;0.9;2
183.6772675;0.5;0.65;16
188.4360524;1.5;0.3;2
191.9550013;0.5;0.9;6
207.8386563;2.5;0.65;2
212.3292215;1.5;0.65;6
216.0376947;0.5;0.3;16
221.8016703;0.5;0.65;2
224.3144166;2.5;0.65;6
231.9108223;2.5;0.9;2
234.6811019;1.5;0.9;6
237.4620876;1.5;0.3;6
239.8302365;1.5;0.3;16
242.131423;1.5;0.65;2
251.4585848;0.5;0.3;2
255.1785821;0.5;0.9;16
259.6576081;2.5;0.3;2
