Timestamp;Name;smoothCorrel;speed;task;selected;correlationToIntendedObject
38.0132878;1;0;45;0;;
38.0132878;2;0;45;0;;
38.0132878;3;0;45;0;;
38.0132878;4;0;45;0;;
38.0132878;5;0;45;0;;
38.3008099;1;-0.1833968;45;2;;0.0171108416782885
38.3008099;2;0.05891323;45;2;;1
38.3008099;3;0.1411848;45;2;;0.00138543224446652
38.3008099;4;-0.06104602;45;2;;-0.9991794798936
38.3008099;5;-0.1170859;45;2;;-0.00864640950193429
38.5907843;1;-0.2901031;45;2;;0.00302576418612399
38.5907843;2;-0.05073538;45;2;;1
38.5907843;3;0.268779;45;2;;0.0015364513418526
38.5907843;4;0.03707587;45;2;;-0.998001227378474
38.5907843;5;-0.009975284;45;2;;-0.699043212956215
38.8922285;1;-0.2222431;45;2;;0.00128184878089915
38.8922285;2;0.1976855;45;2;;1
38.8922285;3;0.2054046;45;2;;0.00210698111674912
38.8922285;4;-0.2034959;45;2;;-0.934861807200674
38.8922285;5;-0.2386337;45;2;;-0.997885057423665
39.1944593;1;-0.2200235;45;2;;0.00167175859982327
39.1944593;2;0.4409138;45;2;;1
39.1944593;3;0.2105119;45;2;;0.0143428091881003
39.1944593;4;-0.2115918;45;2;;-0.0129683895613231
39.1944593;5;-0.4812233;45;2;;-0.998972489560989
39.495295;1;-0.1304072;45;2;;0.00506359676856055
39.495295;2;0.657136;45;2;2;1
39.495295;3;0.3829984;45;2;2;0.963951507646474
39.495295;4;-0.1811218;45;2;2;-0.0110122124629416
39.495295;5;-0.6681518;45;2;2;-0.996883202951399
