Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;counterThreshold;corrThreshold;w;corrAverageWindow;corrFrequency
20.2828905;9.56627;4;3;False;0.9601858;30;9.631494;7.174212;17.39832;5.740455;0.9983428;0.9963369;20;0.6;300;900;0.08
24.9450235;14.228403;5;5;True;0.6500832;30;9.634662;7.133404;17.39832;0;1;1;20;0.6;300;900;0.08
29.5081951;18.7915746;9;9;True;0.9806032;45;9.219525;7.75889;16.97888;0;1;1;20;0.6;300;900;0.08
37.0302481;26.3136276;9;9;True;0.9434226;45;9.117843;7.928281;16.97887;0;1;1;20;0.6;300;900;0.08
50.69668;6.9640642;3;3;True;0.6131441;30;8.348305;7.149111;17.39833;0;1;1;20;0.6;300;900;0.08
58.0287468;14.296131;4;4;True;0.6002884;30;9.625113;7.188713;17.39832;0;1;1;20;0.6;300;900;0.08
78.4458669;34.7132511;8;8;True;0.8310928;45;9.141101;7.909794;16.97887;0;1;1;18;0.6;300;900;0.08
213.3497825;7.7756368;5;5;True;0.7571467;30;9.111629;7.934169;17.39832;0;1;1;17;0.6;300;900;0.08
215.6127153;10.0385696;5;5;True;0.9113478;30;9.605982;7.439273;17.39832;0;1;1;17;0.6;300;900;0.08
219.5055748;13.9314291;1;1;True;0.9781828;30;9.599147;7.493799;17.39832;0;1;1;17;0.6;300;900;0.08
229.3733536;23.7992079;0;4;False;0.6354484;30;9.363957;7.643978;17.39832;36.71218;0.9756946;0.9969435;17;0.6;300;900;0.08
258.7887329;4.2899079;4;4;True;0.8665816;30;8.8855;7.824786;17.39832;0;1;1;18;0.6;300;900;0.08
263.7914176;9.2925926;8;3;False;0.8746767;30;9.234581;7.657012;17.39832;34.64638;0.9960189;0.9102649;18;0.6;300;900;0.08
268.4227338;13.9239088;5;4;False;0.9360992;30;8.363357;7.122275;17.39832;5.730986;0.9971834;0.9980835;18;0.6;300;900;0.08
277.3935881;22.8947631;1;1;True;0.6907897;30;9.130133;7.93929;17.39832;0;1;1;18;0.6;300;900;0.08
289.4358161;6.2413016;6;4;False;0.9670827;30;9.346706;7.648094;17.39832;32.64709;0.9998174;0.9885601;18;0.6;300;900;0.08
295.0897967;11.8952822;5;5;True;0.767067;30;8.367595;7.17144;17.39832;0;1;1;18;0.6;300;900;0.08
303.0193837;19.8248692;9;4;False;0.7861047;30;8.750613;7.484313;17.39832;29.34636;-0.9608117;-0.9994599;20;0.6;300;900;0.08
311.6864303;28.4919158;8;3;False;0.8541336;30;9.269526;7.657031;17.39832;34.95967;0.9969957;0.9746835;16;0.6;300;900;0.08
339.602203;4.7576511;7;3;False;0.796006;30;8.462033;7.288082;17.39832;17.53816;0.9986705;0.8160634;22;0.6;300;900;0.08
347.6320745;12.7875226;2;2;True;0.9436444;30;8.530014;7.269461;17.39832;0;1;1;22;0.6;300;900;0.08
351.2832833;16.4387314;3;3;True;0.907569;30;8.39489;7.17577;17.39832;0;1;1;22;0.6;300;900;0.08
355.2623741;20.4178222;5;5;True;0.7708172;30;8.391063;7.175488;17.39832;0;1;1;22;0.6;300;900;0.08
377.3701074;16.6226314;1;1;True;0.6890244;30;9.627431;7.081479;17.39832;0;1;1;22;0.6;300;900;0.08
382.686253;21.938777;3;3;True;0.7973014;30;9.516532;7.541572;17.39832;0;1;1;20;0.6;300;900;0.08
