timestamp;radius;size;depth
4.1329899;1.5;0.65;2
90.5517658;2.5;0.3;6
92.2166926;1.5;0.65;16
97.5548884;1.5;0.3;6
99.9673035;2.5;0.65;6
106.7924533;0.5;0.3;16
112.1647387;0.5;0.3;6
116.1408119;2.5;0.9;16
122.676692;1.5;0.9;6
126.976125;2.5;0.3;2
129.3444235;2.5;0.9;6
131.7678673;0.5;0.3;2
135.8005528;2.5;0.3;16
138.8720424;0.5;0.9;2
144.6699606;1.5;0.3;16
148.5121888;0.5;0.65;6
155.1132421;1.5;0.3;2
156.2302121;0.5;0.9;6
165.1330504;0.5;0.65;2
168.1375404;0.5;0.9;16
170.4391604;1.5;0.9;16
173.9996282;1.5;0.9;2
176.6271157;2.5;0.65;16
178.6374612;1.5;0.65;6
204.6417406;0.5;0.65;16
208.5615695;2.5;0.65;2
212.1476056;2.5;0.9;2
