timestamp;radius;size;depth
17.5937143;2.5;0.3;6
77.5492735;1.5;0.9;2
79.749139;2.5;0.65;6
82.2638111;1.5;0.9;16
84.4345788;1.5;0.3;2
86.6860525;2.5;0.65;16
89.7246229;2.5;0.3;2
92.5170389;0.5;0.3;16
95.4769019;2.5;0.9;2
97.9900692;0.5;0.9;2
100.6150334;0.5;0.65;2
102.9281791;1.5;0.65;6
105.5591678;1.5;0.9;6
108.0989065;2.5;0.65;2
110.5338671;1.5;0.3;6
113.5383379;0.5;0.9;16
116.2304881;0.5;0.65;6
119.2129001;1.5;0.65;2
122.3737624;0.5;0.3;2
125.2779676;0.5;0.9;6
127.6908697;2.5;0.9;6
130.6061039;0.5;0.3;6
133.0861912;2.5;0.3;16
135.4760529;1.5;0.65;16
137.9666609;1.5;0.3;16
140.4357204;2.5;0.9;16
142.9325245;0.5;0.65;16
