circCubeCube1Timestamp;circCubeCube1XPos;circCubeCube1YPos;circCubeCube1newCorr;circCubeCube1smoothCorr
0;;;0;0
0.1965228;;;0;0
0.4978231;;;0;0
0.7995508;;;0;0
1.1018541;;;0;0
1.4026528;;;0;0
1.7044549;;;0;0
2.0057556;;;0;0
2.15;-0.305787;-1.468501;;
2.154;-0.3187627;-1.465739;;
2.169;-0.3332031;-1.462524;;
2.17;-0.3332031;-1.462524;;
2.171;-0.3332031;-1.462524;;
2.19;-0.3564689;-1.457023;;
2.191;-0.3569013;-1.45692;;
2.212;-0.382872;-1.45031;;
2.213;-0.3831221;-1.450247;;
2.214;-0.3831814;-1.450232;;
2.215;-0.3831814;-1.450232;;
2.234;-0.4087567;-1.443228;;
2.235;-0.4090013;-1.443161;;
2.235;-0.4091011;-1.443134;;
2.236;-0.4091011;-1.443134;;
2.256;-0.4422491;-1.433313;;
2.256;-0.4426306;-1.4332;;
2.257;-0.4430832;-1.433066;;
2.258;-0.4430832;-1.433066;;
2.278;-0.4583913;-1.42824;;
2.279;-0.4586457;-1.42816;;
2.28;-0.4587426;-1.42813;;
2.28;-0.4587586;-1.428125;;
2.3;-0.4835006;-1.419936;;
2.3;-0.4836684;-1.419881;;
2.301;-0.4838139;-1.419832;;
2.302;-0.4838139;-1.419832;;
2.3080594;;;-0.0222245834828471;-0.00555614587071178
2.3;-0.4835006;-1.419936;;
2.3;-0.4836684;-1.419881;;
2.301;-0.4838139;-1.419832;;
2.302;-0.4838139;-1.419832;;
2.321;-0.5084677;-1.411188;;
2.322;-0.5087206;-1.411099;;
2.322;-0.5087641;-1.411084;;
2.342;-0.5332267;-1.40202;;
2.343;-0.5335284;-1.401909;;
2.344;-0.5335284;-1.401909;;
2.345;-0.5335284;-1.401909;;
2.365;-0.5454119;-1.397328;;
2.366;-0.5454119;-1.397328;;
2.367;-0.5454119;-1.397328;;
2.389;-0.5869962;-1.380367;;
2.389;-0.5870404;-1.380349;;
2.39;-0.5873939;-1.380204;;
2.391;-0.5874525;-1.38018;;
2.391;-0.5874802;-1.380169;;
2.41;-0.6074562;-1.371494;;
2.411;-0.6074562;-1.371494;;
2.412;-0.6074562;-1.371494;;
2.412;-0.6074562;-1.371494;;
2.432;-0.6301517;-1.361216;;
2.433;-0.6301517;-1.361216;;
2.434;-0.6301517;-1.361216;;
2.455;-0.6537073;-1.350059;;
2.456;-0.6539177;-1.349959;;
2.456;-0.6539514;-1.349943;;
2.457;-0.653982;-1.349929;;
2.457;-0.6539869;-1.349926;;
2.458;-0.6539913;-1.349924;;
2.477;-0.6774327;-1.338311;;
2.478;-0.6776683;-1.338194;;
2.499;-0.7008249;-1.326211;;
2.499;-0.7009808;-1.326131;;
2.5;-0.7011037;-1.326067;;
2.501;-0.7011037;-1.326067;;
2.501;-0.7011037;-1.326067;;
2.521;-0.7237843;-1.313822;;
