Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;counterThreshold;corrThreshold;w;corrAverageWindow;corrFrequency
54.1492737;8.472509;8;8;True;0.6499807;45;8.529427;6.707618;17.36416;0;1;1;20;0.5;300;900;0.08
56.6183295;10.9415648;2;8;False;0.9077199;45;8.984159;7.672492;17.36416;24.08944;0.9999222;-0.993915;19;0.5;300;900;0.08
65.3099061;19.6331414;7;7;True;0.8895242;45;8.568133;7.285971;17.36416;0;1;1;19;0.5;300;900;0.08
70.2064069;24.5296422;0;0;True;0.644474;45;9.151022;7.733623;17.36416;0;1;1;19;0.5;300;900;0.08
83.2580908;4.0948805;7;7;True;0.6828924;45;9.597044;7.409677;17.36416;0;1;1;18;0.5;300;900;0.08
88.5631852;9.3999749;3;2;False;0.5584871;30;9.010406;7.109486;16.57934;7.222616;0.9995356;-0.9866521;18;0.5;300;900;0.08
94.3054598;15.1422495;8;8;True;0.5052729;45;8.453282;6.647516;17.36416;0;1;1;19;0.5;300;900;0.08
114.5191386;3.8015935;7;7;True;0.7455493;45;9.326246;7.732084;17.36416;0;1;1;19;0.5;300;900;0.08
120.8133505;10.0958054;7;7;True;0.8775262;45;8.337185;6.794199;17.36416;0;1;1;19;0.5;300;900;0.08
126.9225708;16.2050257;0;0;True;0.6571889;45;9.499288;7.611672;17.36416;0;1;1;18;0.5;300;900;0.08
131.5894772;20.8719321;6;6;True;0.9798056;45;9.178905;7.738504;17.36417;0;1;1;18;0.5;300;900;0.08
