timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
20.788781;4.7857258;3;5.419481;6.147939;3;5.419481;6.147939;True;1;1;0;21.99035;(4.5, -4.3);(4.6, 6.2);82;False;15;0.6;900;0.08;300
24.9608757;1.1706129;17;14.85703;14.86803;11;14.06497;17.65966;False;0.9999691;0.9999502;13.89037;12.58353;(9.3, -13.3);(14.9, -10.8);66;False;15;0.6;900;0.08;300
29.941119;1.9842759;11;14.0754;18.12303;11;14.0754;18.12303;True;1;1;0;35.08071;(13.9, -14.3);(29.8, -17.9);80;False;16;0.6;900;0.08;300
41.3604926;8.4219026;18;8.917339;7.216532;18;8.917339;7.216532;True;1;1;0;18.79844;(-2.3, 14.3);(-11.0, 17.3);83;False;16;0.6;900;0.08;300
48.2242488;3.8592665;8;10.61596;9.57542;8;10.61596;9.57542;True;1;1;0;31.8603;(-8.4, -1.3);(-1.1, -15.0);89;False;16;0.6;900;0.08;300
54.1871086;2.9643861;7;13.90363;11.93161;7;13.90363;11.93161;True;1;1;0;31.86029;(-8.4, -1.3);(-20.9, -10.4);89;False;16;0.6;900;0.08;300
64.01814;6.8295406;16;11.1469;6.582314;16;11.1469;6.582314;True;1;1;0;21.06265;(-11.8, 7.6);(-21.9, 6.5);43;False;16;0.6;900;0.08;300
69.6817004;2.6650862;6;11.69688;10.69584;6;11.69688;10.69584;True;1;1;0;31.86029;(-8.4, -1.3);(-8.4, 14.1);89;False;16;0.6;900;0.08;300
82.2382256;9.5575407;26;18.45176;15.16927;19;10.1978;9.126392;False;0.9960231;-0.9913923;19.30595;23.07154;(-13.5, 3.2);(-16.8, -7.8);64;False;16;0.6;900;0.08;300
89.1902156;3.9650468;24;7.359357;6.944165;19;10.8505;9.843874;False;0.9982198;-0.9956763;17.91256;29.19541;(1.2, 7.2);(12.4, 15.8);28;False;16;0.6;900;0.08;300
98.1272655;5.9440911;19;10.30521;10.00348;19;10.30521;10.00348;True;1;1;0;9.894094;(-2.0, 3.8);(-1.6, 8.4);75;False;18;0.6;900;0.08;300
105.3895859;4.2698632;30;8.696138;7.907768;30;8.696138;7.907768;True;1;1;0;31.86012;(11.4, -17.6);(26.1, -20.8);62;False;18;0.6;900;0.08;300
116.27204;7.8814735;15;9.592418;8.352764;32;7.436832;7.908508;False;0.9993172;-0.9997756;13.34965;21.06264;(-11.8, 7.6);(-1.2, 10.0);43;False;18;0.6;900;0.08;300
123.8857863;4.6152723;14;7.691625;7.890487;32;7.535975;8.525724;False;-0.3964563;0.9995596;14.51765;23.74031;(-8.6, 11.0);(-0.1, 2.7);34;False;18;0.6;900;0.08;300
131.350144;4.4718998;32;7.312703;8.890586;32;7.312703;8.890586;True;1;1;0;30.09352;(-0.5, 4.8);(10.2, 14.8);53;False;19;0.6;900;0.08;300
142.6055742;8.2669829;31;5.531833;3.688205;31;5.531833;3.688205;True;1;1;0;10.68876;(2.2, 0.3);(-3.1, -0.8);38;False;19;0.6;900;0.08;300
172.2554187;26.6568853;35;16.19111;10.55064;35;16.19111;10.55064;True;1;1;0;33.02848;(4.0, -22.2);(-12.7, -24.1);57;False;19;0.6;900;0.08;300
181.6905092;6.4356135;38;18.62134;16.0163;38;18.62134;16.0163;True;1;1;0;35.12012;(-14.0, -9.3);(-6.4, -24.3);56;False;19;0.6;900;0.08;300
194.7131902;10.0196959;36;16.49344;13.93212;36;16.49344;13.93212;True;0;0;0;32.33632;(-14.4, -13.6);(-23.4, -25.6);74;False;19;0.6;900;0.08;300
