timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
20.788781;3;3;15;0;0;0;0;0;0
24.9608757;17;11;0;0;0;0;0;0;0;1;15;0
29.941119;11;11;0;3;0;0;16;0;0;0;1;0
41.3604926;18;18;0;9;0;8;0;0;11;16;0;0
48.2242488;8;8;0;0;0;16;2;6;0;2;0;0
54.1871086;7;7;6;0;16;0;0;0;0;0;0;0
64.01814;16;16;1;0;3;3;16;0;0;2;0;0
69.6817004;6;6;0;16;0;0;1;0;4;0;0;0
82.2382256;26;19;0;2;1;3;0;0;16;2;7;7
89.1902156;24;19;0;0;4;0;0;16;0;0;0;0
98.1272655;19;19;6;0;0;18;0;0;0;0;9;0
105.3895859;30;30;0;0;0;0;0;0;18;0;2;0
116.27204;15;32;15;0;18;0;0;5;0;9;0;0
123.8857863;14;32;0;18;8;0;1;0;1;0;13;12
131.350144;32;32;1;0;18;0;0;19;0;8;0;0
142.6055742;31;31;1;0;1;3;19;0;0;3;0;0
172.2554187;35;35;16;5;7;8;4;19;0;1;2;16
181.6905092;38;38;3;0;6;0;0;0;0;19;1;1
194.7131902;36;36;0;0;0;6;8;19;10;0;7;0
