timestamp;selectionTime;selectedObject;selectedXSizeDeg;selectedYSizeDeg;targetMeteor;targetSizeXDeg;targetSizeYDeg;correct?;correlationToIntendedObject;distanceToIntendedObject;radiusUU;centerUU;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;w
27.7258895;18.83142;0;15.06059;17.75217;0;15.06059;17.75217;True;1;0;10.64426;(1.7, -1.9, 7.1);20;0.6;900;0.08;300
45.9520564;15.2266539;17;18.63163;18.86056;17;18.63163;18.86056;True;1;0;19.0013;(0.1, 1.5, 5.1);20;0.6;900;0.08;300
