circular (1)Cube3Timestamp;circular (1)Cube3XPos;circular (1)Cube3YPos;circular (1)Cube3newCorr;circular (1)Cube3smoothCorr
0;;;0;0
0.4306362;;;0;0
0.7329342;;;0;0
1.0347302;;;0;0
1.3360254;;;0;0
1.6378217;;;0;0
1.9391343;;;0;0
2.187;1.318616;-1.503746;;
2.205;1.333487;-1.490573;;
2.206;1.333654;-1.490425;;
2.207;1.333681;-1.490401;;
2.226;1.357547;-1.468691;;
2.226;1.357663;-1.468585;;
2.2409308;;;0.71493646413954;0.23831215471318
2.247;1.383036;-1.444713;;
2.247;1.383172;-1.444586;;
2.248;1.383298;-1.444466;;
2.248;1.383318;-1.444448;;
2.267;1.408251;-1.420145;;
2.268;1.408522;-1.419882;;
2.269;1.408562;-1.419842;;
2.269;1.408569;-1.419835;;
2.288;1.432831;-1.395342;;
2.289;1.433096;-1.395075;;
2.29;1.433134;-1.395036;;
2.29;1.433141;-1.395029;;
2.309;1.457314;-1.369751;;
2.31;1.457557;-1.369498;;
2.311;1.457605;-1.369447;;
2.331;1.486032;-1.33853;;
2.332;1.48654;-1.337978;;
2.333;1.486692;-1.337813;;
2.334;1.486757;-1.337742;;
2.355;1.505029;-1.317151;;
2.355;1.505029;-1.317151;;
2.356;1.505029;-1.317151;;
2.357;1.505029;-1.317151;;
2.376;1.527638;-1.290854;;
2.377;1.527847;-1.290612;;
2.377;1.52786;-1.290596;;
2.378;1.527944;-1.290498;;
2.397;1.538927;-1.277382;;
2.398;1.550017;-1.263901;;
2.399;1.550017;-1.263901;;
2.399;1.550017;-1.263901;;
2.418;1.561302;-1.249935;;
2.419;1.561302;-1.249935;;
2.42;1.570085;-1.238866;;
2.439;1.582746;-1.222665;;
2.44;1.582871;-1.222504;;
2.44;1.582891;-1.222479;;
2.441;1.582911;-1.222453;;
2.46;1.603739;-1.194992;;
2.46;1.603881;-1.194805;;
2.461;1.604017;-1.194625;;
2.462;1.604017;-1.194625;;
2.481;1.624695;-1.166341;;
2.483;1.624931;-1.166018;;
2.484;1.624948;-1.165995;;
2.484;1.62495;-1.165992;;
2.503;1.645002;-1.13752;;
2.504;1.645222;-1.137209;;
2.505;1.645253;-1.137165;;
2.505;1.645258;-1.137157;;
2.524;1.664525;-1.108757;;
2.525;1.664721;-1.108468;;
2.526;1.664774;-1.10839;;
2.526;1.664774;-1.10839;;
2.5427273;;;0.628616735939908;0.447851066693149
2.545;1.683456;-1.079789;;
2.546;1.683746;-1.079346;;
2.547;1.683903;-1.079105;;
2.567;1.70814;-1.040303;;
2.575;1.708434;-1.039833;;
2.579;1.708443;-1.039819;;
2.58;1.711807;-1.034266;;
2.589;1.723367;-1.014885;;
2.59;1.723604;-1.014487;;
2.591;1.723674;-1.014369;;
2.592;1.723693;-1.014339;;
2.66;1.771516;-0.9282567;;
2.661;1.771755;-0.9278256;;
2.662;1.771815;-0.9277177;;
2.663;1.77187;-0.9276178;;
2.664;1.77187;-0.9276178;;
2.664;1.77187;-0.9276178;;
2.666;1.779063;-0.9137285;;
2.667;1.780064;-0.9117969;;
2.668;1.780064;-0.9117969;;
2.668;1.780064;-0.9117969;;
2.669;1.780064;-0.9117969;;
2.67;1.780064;-0.9117969;;
2.67;1.780064;-0.9117969;;
2.682;1.787748;-0.8966327;;
2.682;1.787843;-0.8964465;;
2.683;1.787895;-0.8963425;;
2.683;1.787904;-0.8963246;;
2.703;1.803075;-0.8653849;;
2.704;1.803288;-0.8649498;;
2.705;1.803452;-0.8646153;;
2.706;1.803452;-0.8646153;;
2.724;1.818082;-0.8334043;;
2.725;1.818251;-0.8330424;;
2.726;1.818274;-0.8329931;;
2.746;1.832433;-0.8013585;;
2.746;1.832614;-0.8009521;;
2.747;1.832614;-0.8009521;;
2.748;1.832614;-0.8009521;;
2.766;1.846303;-0.768873;;
2.767;1.846303;-0.768873;;
2.768;1.846303;-0.768873;;
2.769;1.846303;-0.768873;;
2.788;1.852893;-0.7528515;;
2.789;1.852956;-0.7526975;;
2.79;1.852974;-0.7526534;;
2.79;1.852976;-0.7526474;;
2.809;1.868847;-0.7123111;;
2.81;1.869002;-0.7119156;;
2.811;1.871344;-0.705728;;
2.83;1.87818;-0.68734;;
2.83;1.878224;-0.6872207;;
2.831;1.878271;-0.6870938;;
2.831;1.878271;-0.6870938;;
2.8329934;;;-0.176399957188921;0.291788310722632
2.83;1.87818;-0.68734;;
2.83;1.878224;-0.6872207;;
2.831;1.878271;-0.6870938;;
2.831;1.878271;-0.6870938;;
2.85;1.889837;-0.6545988;;
2.851;1.889951;-0.6542783;;
2.852;1.889979;-0.654201;;
2.873;1.900988;-0.6214742;;
2.894;1.911989;-0.5867561;;
2.895;1.912092;-0.58643;;
2.914;1.921895;-0.5534479;;
2.916;1.922021;-0.553023;;
2.936;1.931238;-0.5199074;;
2.937;1.931331;-0.5195746;;
2.958;1.941829;-0.4788109;;
2.966;1.942062;-0.4779066;;
2.98;1.948778;-0.4497211;;
3.001;1.955839;-0.4179471;;
3.002;1.955908;-0.4176366;;
3.003;1.955923;-0.4175712;;
3.023;1.962918;-0.3833236;;
3.045;1.966174;-0.3662658;;
3.047;1.969017;-0.3506249;;
3.048;1.969317;-0.3489699;;
3.067;1.974898;-0.3157831;;
3.089;1.97787;-0.2966855;;
3.091;1.980145;-0.2810594;;
3.092;1.980378;-0.2794574;;
3.11;1.982791;-0.2617912;;
3.111;1.982818;-0.2615952;;
3.112;1.984934;-0.2447822;;
3.113;1.985547;-0.2399115;;
3.1237612;;;0.491330894703616;0.414621034398536
3.11;1.982791;-0.2617912;;
3.111;1.982818;-0.2615952;;
3.112;1.984934;-0.2447822;;
3.113;1.985547;-0.2399115;;
3.131;1.987083;-0.226933;;
3.131;1.987085;-0.2269135;;
3.132;1.987101;-0.2267798;;
3.133;1.987104;-0.2267577;;
3.152;1.990691;-0.1927034;;
3.153;1.990725;-0.1923815;;
3.154;1.990735;-0.1922851;;
3.155;1.990738;-0.1922563;;
3.173;1.993788;-0.1574562;;
3.174;1.993819;-0.1571005;;
3.174;1.993831;-0.1569617;;
3.195;1.996291;-0.121751;;
3.195;1.996291;-0.121751;;
3.196;1.996291;-0.121751;;
3.197;1.996291;-0.121751;;
3.197;1.996291;-0.121751;;
3.216;1.998072;-0.08770622;;
3.237;1.999283;-0.05314186;;
3.239;1.999321;-0.05207018;;
3.24;1.999325;-0.05195685;;
3.26;1.999688;-0.03515325;;
3.261;1.999697;-0.03474227;;
3.263;1.999701;-0.0345438;;
3.28;1.99991;0.0179424;;
3.281;1.999912;0.01853649;;
3.281;1.999912;0.01863785;;
3.282;1.999913;0.01868475;;
3.283;1.999913;0.01869742;;
3.302;1.999292;0.05322825;;
3.303;1.999292;0.05322825;;
3.303;1.999292;0.05322825;;
3.322;1.998757;0.07048676;;
3.322;1.998756;0.07051454;;
3.323;1.998751;0.07066254;;
3.324;1.99875;0.07070405;;
3.342;1.997209;0.105543;;
3.343;1.997194;0.1058814;;
3.344;1.997188;0.1060255;;
3.363;1.995028;0.1409322;;
3.364;1.995028;0.1409322;;
3.365;1.995028;0.1409322;;
3.365;1.995028;0.1409322;;
3.366;1.995028;0.1409322;;
3.385;1.992311;0.175165;;
3.385;1.992294;0.1753691;;
3.386;1.992278;0.17558;;
3.406;1.98893;0.2101005;;
3.407;1.988898;0.2104294;;
3.407;1.988893;0.2104847;;
3.408;1.988888;0.2105382;;
3.4190398;;;0.0935883572161253;0.259284007667682
3.427;1.986949;0.2281053;;
3.428;1.986949;0.2281053;;
3.429;1.986949;0.2281053;;
3.447;1.983884;0.25337;;
3.448;1.980379;0.2792359;;
3.449;1.97988;0.2829184;;
3.449;1.979794;0.2835516;;
3.469;1.977677;0.2979781;;
3.47;1.9756;0.3113732;;
3.471;1.975157;0.3142339;;
3.472;1.975062;0.3148434;;
3.489;1.972193;0.332337;;
3.489;1.972166;0.3325062;;
3.49;1.972153;0.3325824;;
3.491;1.972152;0.3325927;;
3.51;1.966064;0.3668483;;
3.51;1.966055;0.3668976;;
3.511;1.965981;0.3673117;;
3.53;1.95929;0.4014755;;
3.531;1.95929;0.4014755;;
3.531;1.95929;0.4014755;;
3.532;1.95929;0.4014755;;
3.551;1.951926;0.4358721;;
3.551;1.951926;0.4358721;;
3.552;1.951926;0.4358721;;
3.553;1.951926;0.4358721;;
3.572;1.948103;0.452647;;
3.573;1.948062;0.4528282;;
3.574;1.948055;0.4528596;;
3.593;1.935669;0.5031421;;
3.594;1.935534;0.5036879;;
3.595;1.935512;0.5037789;;
3.596;1.935508;0.5037941;;
3.615;1.926533;0.5370647;;
3.616;1.926409;0.537526;;
3.617;1.926297;0.5379402;;
3.618;1.926297;0.5379402;;
3.618;1.926297;0.5379402;;
3.638;1.916611;0.5714921;;
3.638;1.916611;0.5714921;;
3.639;1.916611;0.5714921;;
3.659;1.911541;0.5882225;;
3.66;1.907423;0.6014034;;
3.661;1.906545;0.6042121;;
3.661;1.906395;0.604691;;
3.683;1.896241;0.6357454;;
3.685;1.895805;0.6370768;;
3.687;1.89535;0.6384704;;
3.706;1.883846;0.671646;;
3.708;1.883712;0.6720319;;
3.709;1.883695;0.6720823;;
3.7158229;;;0.159237601962523;0.141939224173336
3.706;1.883846;0.671646;;
3.708;1.883712;0.6720319;;
3.709;1.883695;0.6720823;;
3.729;1.878162;0.6873856;;
3.73;1.878067;0.6876484;;
3.731;1.877971;0.687913;;
3.732;1.877953;0.6879617;;
3.749;1.87192;0.7042075;;
3.75;1.871804;0.7045184;;
3.751;1.857771;0.7405172;;
3.752;1.855579;0.7461392;;
3.772;1.846095;0.7693663;;
3.773;1.846005;0.7695856;;
3.774;1.845982;0.7696421;;
3.774;1.845978;0.7696514;;
3.775;1.845975;0.7696599;;
3.795;1.832241;0.8017975;;
3.796;1.832112;0.8020982;;
3.797;1.832081;0.8021712;;
3.816;1.818429;0.8326296;;
3.816;1.81826;0.8330069;;
3.818;1.817884;0.8338456;;
3.819;1.817884;0.8338456;;
3.84;1.802985;0.8655642;;
3.841;1.802692;0.8661869;;
3.842;1.802502;0.8665929;;
3.842;1.802469;0.8666624;;
3.843;1.802449;0.8667052;;
3.861;1.787624;0.8968847;;
3.862;1.787624;0.8968847;;
3.863;1.787624;0.8968847;;
3.882;1.779652;0.9125968;;
3.883;1.77958;0.9127398;;
3.884;1.779556;0.9127867;;
3.884;1.779555;0.9127882;;
3.903;1.75905;0.9516917;;
3.904;1.758858;0.9520563;;
3.905;1.758773;0.952217;;
3.924;1.746448;0.9746382;;
