circularCube1Timestamp;circularCube1XPos;circularCube1YPos;circularCube1newCorr;circularCube1smoothCorr
0;;;0;0
0.4075757;;;0;0
0.7123798;;;0;0
1.0141776;;;0;0
1.3154716;;;0;0
1.6172683;;;0;0
1.9185636;;;0;0
2.137;-0.1171403;-1.996567;;
2.138;-0.1171403;-1.996567;;
2.156;-0.151834;-1.994224;;
2.157;-0.1523186;-1.994191;;
2.177;-0.1870819;-1.991231;;
2.178;-0.1870819;-1.991231;;
2.198;-0.2227735;-1.987554;;
2.199;-0.2227735;-1.987554;;
2.2;-0.2227735;-1.987554;;
2.22;-0.2389048;-1.985677;;
2.2203591;;;-0.0155247412836751;-0.00517491376122505
2.177;-0.1870819;-1.991231;;
2.178;-0.1870819;-1.991231;;
2.198;-0.2227735;-1.987554;;
2.199;-0.2227735;-1.987554;;
2.2;-0.2227735;-1.987554;;
2.22;-0.2389048;-1.985677;;
2.22;-0.2411973;-1.985391;;
2.222;-0.254943;-1.983675;;
2.222;-0.2556109;-1.983592;;
2.241;-0.274163;-1.981118;;
2.261;-0.3088345;-1.976008;;
2.262;-0.3092644;-1.975944;;
2.263;-0.3092644;-1.975944;;
2.303;-0.3783091;-1.963895;;
2.324;-0.4120758;-1.957084;;
2.369;-0.4806691;-1.941373;;
2.39;-0.5154742;-1.93243;;
2.411;-0.548844;-1.923219;;
2.412;-0.548844;-1.923219;;
2.474;-0.6323982;-1.897377;;
2.474;-0.6325768;-1.897322;;
2.476;-0.6327373;-1.897273;;
2.5221553;;;0.118932662532365;0.0344693070828965
2.548;-0.7480125;-1.854852;;
2.552;-0.7480125;-1.854852;;
2.553;-0.7480125;-1.854852;;
2.554;-0.7480125;-1.854852;;
2.555;-0.7595448;-1.850143;;
2.567;-0.7794017;-1.841877;;
2.568;-0.7802128;-1.84154;;
2.569;-0.7802128;-1.84154;;
2.589;-0.8130274;-1.827289;;
2.591;-0.8130274;-1.827289;;
2.612;-0.8449592;-1.812745;;
2.613;-0.8449592;-1.812745;;
2.634;-0.875065;-1.798394;;
2.656;-0.8919438;-1.790093;;
2.744;-1.01493;-1.723329;;
2.765;-1.044954;-1.705302;;
2.766;-1.045205;-1.705151;;
2.785;-1.075297;-1.686338;;
2.787;-1.075297;-1.686338;;
2.806;-1.104668;-1.667246;;
2.807;-1.104668;-1.667246;;
2.8234506;;;0.0690064126942514;0.057471444647647
2.827;-1.133106;-1.648046;;
2.828;-1.133398;-1.647849;;
2.829;-1.133442;-1.647819;;
2.83;-1.133454;-1.647811;;
2.855;-1.162012;-1.627795;;
2.857;-1.162225;-1.627645;;
2.859;-1.176742;-1.617182;;
2.871;-1.190833;-1.606834;;
2.872;-1.190833;-1.606834;;
2.958;-1.298958;-1.520667;;
2.96;-1.300542;-1.519405;;
2.981;-1.326957;-1.496386;;
2.982;-1.327219;-1.496158;;
2.983;-1.327267;-1.496116;;
3.003;-1.352747;-1.473113;;
3.004;-1.353063;-1.472827;;
3.006;-1.353063;-1.472827;;
3.027;-1.377692;-1.449802;;
3.048;-1.4034;-1.424934;;
3.049;-1.404027;-1.424327;;
3.05;-1.404027;-1.424327;;
3.071;-1.428519;-1.399757;;
3.092;-1.452602;-1.374748;;
3.094;-1.452851;-1.37449;;
3.115;-1.476565;-1.348972;;
3.116;-1.477022;-1.348481;;
3.117;-1.477115;-1.34838;;
3.1252474;;;0.963974305508461;0.383971126911692
3.117;-1.477115;-1.34838;;
3.138;-1.500117;-1.322737;;
3.158;-1.52237;-1.297048;;
3.159;-1.522868;-1.296472;;
3.161;-1.523385;-1.295875;;
3.181;-1.545111;-1.269878;;
3.183;-1.545833;-1.269014;;
3.203;-1.566732;-1.243099;;
3.205;-1.567675;-1.241929;;
3.225;-1.56778;-1.2418;;
3.226;-1.567782;-1.241797;;
3.246;-1.589108;-1.21438;;
3.247;-1.58933;-1.214096;;
3.267;-1.627764;-1.162061;;
3.268;-1.627764;-1.162061;;
3.287;-1.640924;-1.143399;;
3.289;-1.641094;-1.143158;;
3.309;-1.660916;-1.114162;;
3.309;-1.660916;-1.114162;;
3.336;-1.68001;-1.085152;;
3.349;-1.698959;-1.055232;;
3.351;-1.699272;-1.054737;;
3.371;-1.708771;-1.039279;;
3.372;-1.717383;-1.024986;;
3.393;-1.726279;-1.009929;;
3.394;-1.734009;-0.9965756;;
3.395;-1.735194;-0.9945278;;
3.415;-1.743687;-0.9795679;;
