Timestamp;SelectionTime;aim;selection;correct?;smoothCorrelation;speedInDeg;widthInDeg;radiusInDeg;counterDifference;differenceAtSelection;pearsonThreshold;w;averageWindow;correlationFrequency
26.2770285;15.1004509;1;1;True;0.382771;8.938142;5.550228;42.36197;15;8;0.600000023841858;300;900;0.2
42.3826267;15.0778796;3;3;True;0.8682351;134.0721;4.666104;8.860657;15;14;0.600000023841858;300;900;0.2
58.469007;15.0591629;4;4;True;-0.01350016;44.69071;4.679747;8.860657;15;7;0.600000023841858;300;900;0.2
69.5769368;10.082718;1;1;True;0.6522234;74.86649;5.149335;26.17278;15;16;0.600000023841858;300;900;0.2
85.6905565;15.0899119;1;2;False;-0.1181773;14.8969;5.370456;26.17278;15;4;0.600000023841858;300;900;0.2
101.2742734;14.5575029;1;1;True;0.6840304;74.86649;5.224998;26.17278;15;18;0.600000023841858;300;900;0.2
111.7394533;9.4394664;2;2;True;0.9704808;44.69071;5.222742;26.17279;15;17;0.600000023841858;300;900;0.2
127.8555831;15.0904163;4;5;False;0.2023263;44.69071;4.771713;8.860657;15;2;0.600000023841858;300;900;0.2
136.7205397;7.8367365;1;1;True;0.6726665;224.5995;4.717998;8.860657;15;15;0.600000023841858;300;900;0.2
152.8773512;15.136107;3;2;False;-0.3987223;26.81442;5.369215;42.36197;15;5;0.600000023841858;300;900;0.2
168.9960957;15.0920221;2;2;True;0.1702227;14.8969;5.370453;26.17278;15;1;0.600000023841858;300;900;0.2
185.1795031;15.157186;4;4;True;0.8364258;44.91989;4.954298;42.36198;15;15;0.600000023841858;300;900;0.2
201.3649194;15.1586942;3;3;True;0.613072;224.5995;4.786708;8.860657;15;18;0.600000023841858;300;900;0.2
216.9041293;14.5119868;4;4;True;0.6451816;74.86649;5.351161;26.17278;15;17;0.600000023841858;300;900;0.2
222.3465583;4.4172109;1;1;True;0.6687652;224.5995;4.677105;8.860657;15;15;0.600000023841858;300;900;0.2
238.5188122;15.1490404;3;3;True;-0.0500173;8.938142;5.384291;42.36198;15;7;0.600000023841858;300;900;0.2
254.6576174;15.1145892;3;3;True;-0.004547764;44.69071;4.86585;8.860668;15;4;0.600000023841858;300;900;0.2
266.9993478;11.3145065;2;2;True;0.6818004;44.91989;4.864445;42.36197;15;16;0.600000023841858;300;900;0.2
283.1302973;15.1037261;1;5;False;0.1107598;44.69071;5.181755;26.17278;15;12;0.600000023841858;300;900;0.2
293.4636939;9.3081782;2;2;True;0.8350409;44.91989;5.382092;42.36197;15;17;0.600000023841858;300;900;0.2
309.5914532;15.1040452;4;2;False;-0.2873379;14.8969;5.371565;26.17278;15;3;0.600000023841858;300;900;0.2
325.7312447;15.1130686;2;2;True;0.1894977;44.69071;4.997496;26.17279;15;11;0.600000023841858;300;900;0.2
341.8930946;15.1321197;2;1;False;0.9923424;8.938142;5.55321;42.36198;15;4;0.600000023841858;300;900;0.2
355.4234678;12.5006432;2;2;True;0.7318594;134.0721;4.852909;8.860657;15;15;0.600000023841858;300;900;0.2
371.5507258;15.103544;3;3;True;-0.05085826;26.81442;4.801733;42.36197;15;10;0.600000023841858;300;900;0.2
387.7672323;15.1902859;2;2;True;0.7017339;26.81442;5.371658;42.36197;15;8;0.600000023841858;300;900;0.2
403.8428528;15.0569201;2;3;False;-0.1244514;134.0721;4.662557;8.860662;15;7;0.600000023841858;300;900;0.2
