26.2810394;8;3;5;0;3;
42.383128;0;0;14;0;0;
58.4695086;0;0;1;7;0;
69.5774381;16;0;2;0;0;
85.6905565;3;4;0;0;0;
101.2742734;18;0;0;0;12;
111.7399545;3;17;2;0;0;
127.8555831;0;0;0;0;2;
136.7210415;15;0;0;0;0;
152.8778528;2;5;0;2;1;
168.9965974;0;1;0;0;0;
185.1800043;2;0;5;15;0;
201.3649194;0;2;18;13;0;
216.9041293;0;0;2;17;3;
222.3470596;15;0;0;0;0;
238.5188122;1;2;7;0;0;
254.6576174;0;2;4;0;0;
266.9998488;3;16;0;0;1;
283.1307986;8;0;0;0;12;
293.4636939;4;17;2;0;0;
309.5919545;0;3;3;3;0;
325.7317459;3;11;0;0;0;
341.8935959;4;2;1;1;0;
355.4234678;0;15;0;0;0;
371.5507258;0;3;10;6;0;
387.7672323;3;8;0;0;0;
403.8428528;0;5;7;0;0;
