timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
76.7203709;14.5081281;1;6.035478;5.476025;1;6.035478;5.476025;True;1;1;0;24.00472;(8.5, 3.8);(18.8, 9.9);49;False;15;0.6;900;0.08;300
101.2551415;21.5445774;5;19.6204;20.78605;5;19.6204;20.78605;True;1;1;0;23.32306;(-4.2, -7.2);(-6.1, -18.9);49;False;15;0.6;900;0.08;300
110.6808289;6.4387053;13;13.09719;12.33686;13;13.09719;12.33686;True;1;1;0;29.77903;(-6.0, 18.2);(-20.4, 16.9);27;True;14;0.6;900;0.08;300
127.5022791;13.842991;15;12.56785;14.48815;8;6.776743;9.862566;False;0.9993278;0.9997214;11.35722;8.894808;(16.1, 10.2);(20.0, 8.1);62;False;14;0.6;900;0.08;300
131.557616;1.0768777;8;7.552644;8.628374;8;7.552644;8.628374;True;1;1;0;23.2154;(1.2, -8.0);(-9.1, -2.3);50;False;14;0.6;900;0.08;300
143.8429482;9.3078725;18;13.38753;13.85236;18;13.38753;13.85236;True;1;1;0;11.25143;(7.1, 14.7);(7.9, 20.2);52;False;14;0.6;900;0.08;300
168.3694878;21.5460751;22;19.07074;17.48963;7;20.11471;22.34288;False;-0.9999982;0.9997773;26.21987;26.9563;(5.6, 19.5);(15.5, 10.3);31;True;14;0.6;900;0.08;300
175.9281863;4.5752263;7;19.62827;22.39034;7;19.62827;22.39034;True;1;1;0;23.32305;(-4.2, -7.2);(-7.9, -18.5);49;False;14;0.6;900;0.08;300
181.8475033;2.9087726;14;10.29322;10.34643;16;13.12101;17.06746;False;0.9992008;0.9998924;11.04329;34.91595;(-11.7, 6.2);(-25.9, 16.2);68;False;14;0.6;900;0.08;300
194.2767175;9.4357152;19;13.23729;14.33672;16;10.87122;18.4125;False;0.9988118;0.9999494;3.105595;18.22865;(5.8, -4.1);(12.4, -10.7);89;False;16;0.6;900;0.08;300
198.8328912;1.5556568;16;11.89802;18.93854;16;11.89802;18.93854;True;1;1;0;36.84004;(-2.0, -17.2);(15.0, -24.6);73;True;17;0.6;900;0.08;300
223.0912143;21.2668289;3;4.665098;6.290455;3;4.665098;6.290455;True;1;1;0;24.00472;(8.5, 3.8);(-2.5, -2.1);49;False;17;0.6;900;0.08;300
