Timestamp;SelectionTime;IntendedDigit;EnteredDigit;correct;counterThreshold
59.602035;7.3090358;4;4;True;20
67.3641331;7.2828204;3;3;True;20
72.5010524;4.6456093;4;4;True;20
77.4609649;4.4670987;0;0;True;20
88.7537714;3.4587204;1;1;True;20
95.8892583;6.6435538;7;6;False;20
105.0714806;8.6874031;9;6;False;20
115.4385146;9.8727156;0;9;False;20
148.2325654;6.4854012;1;1;True;20
155.2138548;6.4869707;9;6;False;20
165.3791286;9.6714574;0;0;True;20
172.1261326;6.2536891;0;9;False;20
203.3912095;5.4695805;4;4;True;20
211.9545561;8.0705322;3;3;True;20
221.7657271;9.3138444;2;2;True;20
230.7227098;8.4636674;5;5;True;20
250.6168478;8.2654137;9;7;False;20
257.9578665;6.8467039;7;7;True;20
263.3065958;4.8569216;2;2;True;20
269.6507241;5.8503152;9;8;False;20
286.540733;3.649715;3;3;True;20
290.6836177;3.6497103;4;4;True;20
297.6656602;6.4877279;3;3;True;20
305.4338676;7.2748956;7;7;True;20
320.1285778;7.4912444;7;6;False;20
324.507732;3.8863432;5;5;True;20
330.0585;5.0579574;2;2;True;20
334.3821352;3.8301939;3;3;True;20
351.5599215;6.8984516;7;6;False;20
355.4798543;3.4256179;2;2;True;20
361.614918;5.6402473;7;7;True;20
368.5615612;6.4543331;3;3;True;20
381.9208987;4.8438888;2;2;True;20
386.0428817;3.6281694;2;2;True;20
391.1819042;4.646212;9;9;True;20
397.3358066;5.6545744;9;8;False;20
412.9183702;4.4760048;1;1;True;20
422.0881707;8.6774915;9;8;False;20
425.6126777;3.0311858;8;8;True;20
430.9469788;4.8469813;4;4;True;20
