timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
81.8839233;0;0;15;2;10;8;0;0;0
92.9287156;6;9;15;4;0;0;0;0;0;0;4;0
96.9799596;9;9;0;15;0;0;0;0;0;0;0;0
102.2068577;15;15;0;15;0;0;0;0;0;0;0;0
121.9182935;24;24;0;10;15;3;8;0;0;0;0;0
137.162766;29;20;10;8;2;9;5;15;2;4;7;6
146.4694484;20;20;0;15;0;0;3;0;6;0;9;11
154.0826583;34;32;0;0;0;0;1;6;6;15;0;6
159.8885561;32;32;2;0;0;5;0;15;7;0;0;2
183.9792289;33;33;0;6;0;0;1;15;0;8;0;0
215.7684217;26;26;3;0;15;0;0;2;1;5;10;0
223.9772208;25;7;12;15;0;2;0;0;1;0;7;2
228.0304799;7;7;15;0;0;0;0;0;0;0;0;0
236.5878805;42;40;3;0;5;0;0;2;0;2;0;15
242.425362;39;40;0;0;0;0;1;0;15;6;0;0
251.7686406;40;40;3;3;10;4;0;4;20;0;0;9
371.8317743;41;-1;18;13;7;0;3;4;20;0;16
400.1692107;37;-1;6;8;17;11;20;14;0;0
441.1184288;44;-1;0;7;18;11;3;6;20
462.5995015;35;-1;9;0;20;2;0;3
532.3989332;27;-1;20;0;11;14;4
587.4103563;38;-1;6;6;20;15
619.4005149;30;-1;20;0;4
