xCubeCube2Timestamp;xCubeCube2XPos;xCubeCube2YPos;xCubeCube2newCorr;xCubeCube2smoothCorr
0;;;0;0
0.1864942;;;0;0
0.4877933;;;0;0
0.7895937;;;0;0
1.090893;;;0;0
1.3921914;;;0;0
1.6934905;;;0;0
1.9952906;;;0;0
2.147;0.9984551;0;;
2.188;1.085637;0;;
2.19;1.087753;0;;
2.211;1.133842;0;;
2.212;1.134241;0;;
2.232;1.177129;0;;
2.233;1.177129;0;;
2.254;1.221369;0;;
2.255;1.221891;0;;
2.255;1.221891;0;;
2.276;1.26651;0;;
2.277;1.266918;0;;
2.278;1.267048;0;;
2.279;1.267048;0;;
2.2975922;;;0.438330155302837;0.109582538825709
2.298;1.310832;0;;
2.299;1.311281;0;;
2.299;1.311358;0;;
2.319;1.334137;0;;
2.32;1.352712;0;;
2.321;1.355528;0;;
2.322;1.355921;0;;
2.322;1.355988;0;;
2.342;1.399897;0;;
2.343;1.400536;0;;
2.344;1.400894;0;;
2.365;1.445463;0;;
2.366;1.445889;0;;
2.367;1.44596;0;;
2.368;1.445994;0;;
2.387;1.490538;0;;
2.388;1.490538;0;;
2.389;1.490538;0;;
2.41;1.534452;0;;
2.411;1.534827;0;;
2.412;1.534932;0;;
2.412;1.534947;0;;
2.432;1.579845;0;;
2.432;1.580417;0;;
2.433;1.580417;0;;
2.434;1.580417;0;;
2.434;1.580417;0;;
2.454;1.622915;0;;
2.455;1.623708;0;;
2.457;1.624492;0;;
2.476;1.646494;0;;
2.476;1.659005;0;;
2.477;1.667334;0;;
2.478;1.668546;0;;
2.499;1.7145;0;;
2.5;1.714956;0;;
2.501;1.715026;0;;
2.502;1.715036;0;;
2.521;1.757745;0;;
2.522;1.758295;0;;
2.523;1.758295;0;;
2.523;1.758295;0;;
2.543;1.802329;0;;
2.544;1.802791;0;;
2.545;1.802852;0;;
2.546;1.802868;0;;
2.546;1.802868;0;;
2.566;1.846889;0;;
2.566;1.846989;0;;
2.567;1.847364;0;;
2.589;1.891492;0;;
2.591;1.891807;0;;
2.594;1.891933;0;;
2.596;1.891985;0;;
2.598891;;;0.355627724033748;0.198489469834146
2.589;1.891492;0;;
2.591;1.891807;0;;
2.594;1.891933;0;;
2.596;1.891985;0;;
2.615;1.936304;0;;
2.616;1.936782;0;;
2.617;1.936856;0;;
2.618;1.936876;0;;
2.618;1.936879;0;;
2.638;1.980366;0;;
2.638;1.980909;0;;
2.639;1.981319;0;;
2.659;2.025509;0;;
2.66;2.025925;0;;
2.661;2.026024;0;;
2.68;2.070197;0;;
2.681;2.07068;0;;
2.702;2.114946;0;;
2.723;2.159613;0;;
2.724;2.160059;0;;
2.725;2.160124;0;;
2.746;2.204406;0;;
2.767;2.248878;0;;
2.768;2.249261;0;;
2.769;2.249373;0;;
2.789;2.293456;0;;
2.81;2.316645;0;;
2.811;2.33501;0;;
2.831;2.360882;0;;
2.833;2.361162;0;;
2.856;2.427479;0;;
2.858;2.428106;0;;
2.879;2.472135;0;;
2.88;2.472549;0;;
2.9002108;;;-0.362167507185027;0.107947593037889
2.9;2.517314;0;;
2.902;2.517351;0;;
2.922;2.561678;0;;
2.924;2.562155;0;;
2.945;2.584392;0;;
2.946;2.599996;0;;
2.967;2.650799;0;;
2.969;2.651334;0;;
2.991;2.695875;0;;
2.992;2.696254;0;;
3.012;2.740255;0;;
3.019;2.74078;0;;
3.033;2.763438;0;;
3.035;2.782825;0;;
3.056;2.807861;0;;
3.057;2.826565;0;;
3.079;2.874495;0;;
3.08;2.874951;0;;
3.101;2.919014;0;;
3.103;2.919471;0;;
3.124;2.963877;0;;
3.126;2.964332;0;;
3.146;3.008548;0;;
3.147;3.008998;0;;
3.148;3.009081;0;;
3.148;3.009089;0;;
3.171;2.978058;0;;
3.173;2.97753;0;;
3.174;2.977442;0;;
3.175;2.977407;0;;
3.194;2.933496;0;;
3.195;2.93302;0;;
3.196;2.932948;0;;
3.196;2.932924;0;;
3.2020102;;;0.339204182895178;0.192748638761684
3.216;2.888436;0;;
3.217;2.888436;0;;
3.218;2.888436;0;;
3.218;2.888436;0;;
3.218;2.888436;0;;
3.238;2.844916;0;;
3.239;2.844306;0;;
3.239;2.84401;0;;
3.259;2.798809;0;;
3.259;2.798455;0;;
3.26;2.798286;0;;
3.26;2.798257;0;;
3.28;2.754259;0;;
3.281;2.753903;0;;
3.282;2.7538;0;;
3.283;2.753721;0;;
3.303;2.708791;0;;
3.304;2.708791;0;;
3.305;2.708791;0;;
3.326;2.665721;0;;
3.327;2.664967;0;;
3.328;2.664737;0;;
3.329;2.664695;0;;
3.33;2.664685;0;;
3.348;2.619759;0;;
3.349;2.619759;0;;
3.369;2.597314;0;;
3.37;2.578914;0;;
3.371;2.575747;0;;
3.372;2.575261;0;;
3.373;2.575089;0;;
3.392;2.552642;0;;
3.392;2.54113;0;;
3.393;2.532924;0;;
3.412;2.508004;0;;
3.412;2.507818;0;;
3.413;2.507695;0;;
3.414;2.489026;0;;
3.433;2.46331;0;;
3.434;2.463029;0;;
3.435;2.462986;0;;
3.436;2.444623;0;;
3.455;2.418939;0;;
3.463;2.396921;0;;
3.464;2.396268;0;;
3.465;2.396268;0;;
3.476;2.366874;0;;
3.477;2.366362;0;;
3.478;2.366232;0;;
3.479;2.366232;0;;
3.498;2.328982;0;;
3.498;2.328905;0;;
3.499;2.328479;0;;
3.5;2.328479;0;;
3.5038108;;;0.449042165715904;0.195426641364951
3.498;2.328982;0;;
3.498;2.328905;0;;
3.499;2.328479;0;;
3.5;2.328479;0;;
3.519;2.28512;0;;
3.52;2.284656;0;;
3.521;2.284582;0;;
3.541;2.240174;0;;
3.542;2.23972;0;;
3.543;2.239649;0;;
3.543;2.239638;0;;
3.563;2.195339;0;;
3.564;2.19479;0;;
3.565;2.19479;0;;
3.566;2.19479;0;;
3.585;2.149996;0;;
3.586;2.149996;0;;
3.586;2.149996;0;;
3.606;2.106183;0;;
3.607;2.105728;0;;
3.608;2.105663;0;;
3.608;2.105651;0;;
3.609;2.105643;0;;
3.629;2.060892;0;;
3.63;2.060892;0;;
3.63;2.060892;0;;
3.65;2.017153;0;;
3.651;2.016504;0;;
3.651;2.016206;0;;
3.652;2.016075;0;;
3.653;2.016047;0;;
3.674;1.972294;0;;
3.674;1.97227;0;;
3.697;1.927763;0;;
3.699;1.926937;0;;
3.7;1.926845;0;;
3.7;1.926836;0;;
3.701;1.926815;0;;
3.721;1.882926;0;;
3.722;1.882478;0;;
3.723;1.882407;0;;
3.723;1.882379;0;;
3.724;1.882379;0;;
3.743;1.838256;0;;
3.744;1.837832;0;;
3.745;1.83772;0;;
3.765;1.793481;0;;
3.766;1.79306;0;;
3.766;1.792989;0;;
3.767;1.79292;0;;
3.786;1.747996;0;;
3.787;1.747996;0;;
3.787;1.747996;0;;
3.788;1.747996;0;;
3.8056114;;;-0.416878897382231;0.00229998601095606
3.787;1.747996;0;;
3.787;1.747996;0;;
3.788;1.747996;0;;
3.86;1.613687;0;;
3.861;1.60102;0;;
3.862;1.597202;0;;
3.863;1.593164;0;;
3.864;1.592197;0;;
3.865;1.591688;0;;
3.866;1.591588;0;;
3.867;1.591571;0;;
3.868;1.591565;0;;
3.872;1.591564;0;;
3.873;1.588782;0;;
3.877;1.570636;0;;
3.878;1.569755;0;;
3.882;1.569397;0;;
3.884;1.546567;0;;
3.885;1.540266;0;;
3.886;1.540266;0;;
3.906;1.503753;0;;
3.907;1.503181;0;;
3.908;1.502914;0;;
3.909;1.502871;0;;
3.929;1.457923;0;;
3.93;1.457514;0;;
3.93;1.457365;0;;
3.931;1.457365;0;;
3.932;1.457365;0;;
3.951;1.412813;0;;
3.952;1.412366;0;;
3.952;1.412292;0;;
3.973;1.391379;0;;
3.974;1.379225;0;;
3.974;1.373181;0;;
3.975;1.369429;0;;
3.995;1.345763;0;;
3.996;1.326985;0;;
3.997;1.323541;0;;
3.998;1.323541;0;;
3.998;1.323541;0;;
4.018;1.279768;0;;
4.019;1.279217;0;;
4.02;1.279217;0;;
4.04;1.257123;0;;
4.04;1.242218;0;;
4.041;1.234493;0;;
4.042;1.234493;0;;
4.042;1.234493;0;;
4.061;1.211993;0;;
4.063;1.192701;0;;
4.064;1.190554;0;;
4.084;1.189579;0;;
4.085;1.171574;0;;
4.086;1.168681;0;;
4.087;1.167831;0;;
4.1054057;;;-0.460399021634129;-0.0222578926013194
4.106;1.106124;0;;
4.107;1.104948;0;;
4.108;1.10453;0;;
4.109;1.10453;0;;
4.129;1.064556;0;;
4.129;1.060152;0;;
4.131;1.056056;0;;
4.131;1.055774;0;;
4.152;1.011574;0;;
4.153;1.01118;0;;
4.154;1.011054;0;;
4.155;1.011054;0;;
4.155;1.011054;0;;
4.176;0.9667697;0;;
4.177;0.9667697;0;;
4.177;0.9667697;0;;
4.197;0.922226;0;;
4.197;0.9218811;0;;
4.198;0.921698;0;;
4.199;0.9216723;0;;
4.219;0.8995776;0;;
4.219;0.8850782;0;;
4.22;0.8771617;0;;
4.221;0.8771617;0;;
4.241;0.8333364;0;;
4.242;0.8328962;0;;
4.243;0.8328232;0;;
4.271;0.7881219;0;;
4.272;0.7878362;0;;
4.273;0.7877516;0;;
4.273;0.7877414;0;;
4.274;0.7877208;0;;
4.286;0.7440967;0;;
4.287;0.7434505;0;;
4.287;0.7431962;0;;
4.288;0.7431962;0;;
4.308;0.6988276;0;;
4.309;0.6988276;0;;
4.31;0.6988276;0;;
4.331;0.6552554;0;;
4.331;0.655246;0;;
4.332;0.6543655;0;;
4.333;0.6542336;0;;
4.354;0.6097193;0;;
4.355;0.6093191;0;;
4.356;0.6092252;0;;
4.356;0.6092091;0;;
4.376;0.5644339;0;;
4.376;0.5640957;0;;
4.377;0.5638693;0;;
4.378;0.5638693;0;;
4.378;0.5638693;0;;
4.397;0.5203515;0;;
4.398;0.5198739;0;;
4.399;0.519808;0;;
4.4082086;;;0.316767433471928;-0.0278670799571318
4.397;0.5203515;0;;
4.398;0.5198739;0;;
4.399;0.519808;0;;
4.419;0.4977881;0;;
4.42;0.4784299;0;;
4.421;0.4758288;0;;
4.422;0.4753047;0;;
4.443;0.4309696;0;;
4.444;0.4305976;0;;
4.444;0.4305677;0;;
4.445;0.4304557;0;;
4.465;0.3847989;0;;
4.466;0.3847989;0;;
4.466;0.3847989;0;;
4.467;0.3847989;0;;
4.486;0.3639517;0;;
4.487;0.3455443;0;;
4.488;0.3426717;0;;
4.489;0.3418888;0;;
4.509;0.2975611;0;;
4.51;0.2968256;0;;
4.511;0.2965125;0;;
4.512;0.2964651;0;;
4.532;0.2525585;0;;
4.533;0.2521365;0;;
4.534;0.2520025;0;;
4.535;0.2520025;0;;
4.554;0.2077316;0;;
4.555;0.2072766;0;;
4.555;0.2071981;0;;
4.556;0.2071506;0;;
4.578;0.1622905;0;;
4.578;0.1619719;0;;
4.579;0.1617773;0;;
4.58;0.1617773;0;;
4.599;0.1183383;0;;
4.6;0.1178602;0;;
4.601;0.1177785;0;;
4.602;0.1177785;0;;
4.602;0.1177785;0;;
4.622;0.07310329;0;;
4.623;0.07310329;0;;
4.624;0.07310329;0;;
4.645;0.02897505;0;;
4.646;0.02854862;0;;
4.647;0.02847973;0;;
4.647;0.02847188;0;;
4.673;-0.01091214;0;;
4.674;-0.01177698;0;;
4.678;-0.03767613;0;;
4.679;-0.0388109;0;;
4.692;-0.06186351;0;;
4.693;-0.06252741;0;;
4.694;-0.06322695;0;;
4.695;-0.06322695;0;;
4.695;-0.06322695;0;;
4.7105113;;;-0.291224878760595;-0.212933841076256
4.718;-0.1062037;0;;
4.719;-0.1062037;0;;
4.719;-0.1062037;0;;
4.72;-0.1062037;0;;
4.739;-0.1507573;0;;
4.739;-0.1507573;0;;
4.74;-0.1507573;0;;
4.741;-0.1507573;0;;
4.76;-0.195358;0;;
4.761;-0.195358;0;;
4.762;-0.195358;0;;
4.762;-0.195358;0;;
4.781;-0.239959;0;;
4.782;-0.2405335;0;;
4.783;-0.2405335;0;;
4.783;-0.2405335;0;;
4.803;-0.2848877;0;;
4.804;-0.2852594;0;;
4.805;-0.2853827;0;;
4.825;-0.3288541;0;;
4.826;-0.3292301;0;;
4.826;-0.3293965;0;;
4.827;-0.3293965;0;;
4.828;-0.3293965;0;;
4.847;-0.3736631;0;;
4.848;-0.374243;0;;
4.849;-0.374243;0;;
4.869;-0.4183203;0;;
4.869;-0.4185558;0;;
4.87;-0.4188249;0;;
4.871;-0.4188667;0;;
4.891;-0.4629577;0;;
4.891;-0.4632314;0;;
4.892;-0.4634698;0;;
4.893;-0.4635098;0;;
4.913;-0.5075719;0;;
4.914;-0.5079861;0;;
4.915;-0.5081159;0;;
4.916;-0.5081159;0;;
4.935;-0.5515462;0;;
4.937;-0.552415;0;;
4.938;-0.5526015;0;;
4.939;-0.5526594;0;;
4.961;-0.5963386;0;;
4.962;-0.5969189;0;;
4.963;-0.5972579;0;;
4.963;-0.5973157;0;;
4.964;-0.5973444;0;;
4.984;-0.6414665;0;;
4.984;-0.6418316;0;;
4.985;-0.6419924;0;;
5.006;-0.6854533;0;;
5.007;-0.6861219;0;;
5.008;-0.6867548;0;;
5.008;-0.6868022;0;;
5.009;-0.6870443;0;;
5.0123103;;;-0.0948079619931753;-0.132416107228993
5.006;-0.6854533;0;;
5.007;-0.6861219;0;;
5.008;-0.6867548;0;;
5.008;-0.6868022;0;;
5.009;-0.6870443;0;;
5.028;-0.7321191;0;;
5.029;-0.7321191;0;;
5.051;-0.7755565;0;;
5.051;-0.7760591;0;;
5.052;-0.7760591;0;;
5.053;-0.7760591;0;;
5.053;-0.7760591;0;;
5.072;-0.8314352;0;;
5.073;-0.8314352;0;;
5.094;-0.8640768;0;;
5.095;-0.8647278;0;;
5.096;-0.8648242;0;;
5.116;-0.9087263;0;;
5.117;-0.909582;0;;
5.118;-0.9103495;0;;
5.119;-0.9103495;0;;
5.137;-0.9536532;0;;
5.138;-0.9541138;0;;
5.139;-0.9542147;0;;
5.139;-0.954232;0;;
5.159;-0.9982909;0;;
5.159;-0.9986466;0;;
5.16;-0.9988151;0;;
5.161;-0.9988381;0;;
5.181;-1.043254;0;;
5.182;-1.043636;0;;
5.182;-1.043643;0;;
5.183;-1.043765;0;;
5.202;-1.087533;0;;
5.203;-1.087999;0;;
5.204;-1.088075;0;;
5.204;-1.088082;0;;
5.224;-1.132579;0;;
5.225;-1.132975;0;;
5.226;-1.133088;0;;
5.247;-1.177119;0;;
5.248;-1.177466;0;;
5.249;-1.177587;0;;
5.25;-1.177652;0;;
5.251;-1.177652;0;;
5.269;-1.221904;0;;
5.27;-1.22241;0;;
5.271;-1.222495;0;;
5.272;-1.222508;0;;
5.291;-1.266418;0;;
5.292;-1.266896;0;;
5.293;-1.266973;0;;
5.294;-1.266985;0;;
5.3136097;;;0.350802979580434;0.0703843930746481
5.313;-1.310994;0;;
5.314;-1.311008;0;;
5.315;-1.311033;0;;
5.315;-1.311347;0;;
5.336;-1.355045;0;;
5.337;-1.35591;0;;
5.339;-1.356616;0;;
5.339;-1.356616;0;;
5.359;-1.400529;0;;
5.359;-1.400892;0;;
5.36;-1.401053;0;;
5.361;-1.401075;0;;
5.381;-1.44522;0;;
5.382;-1.445607;0;;
5.383;-1.445787;0;;
5.384;-1.445787;0;;
5.403;-1.489956;0;;
5.404;-1.490378;0;;
5.405;-1.490477;0;;
5.425;-1.534881;0;;
5.426;-1.53528;0;;
5.426;-1.535432;0;;
5.427;-1.535432;0;;
5.446;-1.557585;0;;
5.448;-1.577031;0;;
5.448;-1.57835;0;;
5.469;-1.602204;0;;
5.47;-1.619104;0;;
5.471;-1.623243;0;;
5.471;-1.623945;0;;
5.479;-1.62456;0;;
5.492;-1.666721;0;;
5.493;-1.668021;0;;
5.494;-1.668921;0;;
5.495;-1.669128;0;;
5.514;-1.691971;0;;
5.515;-1.708764;0;;
5.515;-1.711647;0;;
5.516;-1.713077;0;;
5.536;-1.735963;0;;
5.537;-1.749177;0;;
5.538;-1.758625;0;;
5.538;-1.758625;0;;
5.558;-1.8031;0;;
5.559;-1.803888;0;;
5.561;-1.804157;0;;
5.582;-1.847615;0;;
5.582;-1.847822;0;;
5.584;-1.848075;0;;
5.585;-1.848131;0;;
5.586;-1.84814;0;;
5.604;-1.891425;0;;
5.605;-1.892199;0;;
5.606;-1.89256;0;;
5.607;-1.892617;0;;
5.6149083;;;0.331900257154849;0.0741675989953783
5.626;-1.936849;0;;
5.627;-1.937272;0;;
5.628;-1.937385;0;;
5.628;-1.937403;0;;
5.648;-1.981295;0;;
5.649;-1.981748;0;;
5.65;-1.981816;0;;
5.65;-1.981827;0;;
5.67;-2.024942;0;;
5.671;-2.025956;0;;
5.673;-2.026539;0;;
5.693;-2.071327;0;;
5.694;-2.071327;0;;
5.695;-2.071327;0;;
5.695;-2.071327;0;;
5.696;-2.071327;0;;
5.715;-2.115359;0;;
5.716;-2.115842;0;;
5.717;-2.115909;0;;
5.717;-2.11592;0;;
5.737;-2.160351;0;;
5.738;-2.160815;0;;
5.739;-2.160894;0;;
5.74;-2.160894;0;;
5.76;-2.203557;0;;
5.761;-2.204512;0;;
5.762;-2.205066;0;;
5.763;-2.205173;0;;
5.782;-2.24907;0;;
5.784;-2.249966;0;;
5.785;-2.250208;0;;
5.806;-2.294672;0;;
5.807;-2.294672;0;;
5.808;-2.294672;0;;
5.808;-2.294672;0;;
5.809;-2.294672;0;;
5.828;-2.338421;0;;
5.829;-2.339184;0;;
5.83;-2.339476;0;;
5.851;-2.383902;0;;
5.852;-2.384308;0;;
5.852;-2.384377;0;;
5.853;-2.384428;0;;
5.854;-2.384435;0;;
5.872;-2.428282;0;;
5.873;-2.428787;0;;
5.874;-2.428881;0;;
5.875;-2.428881;0;;
5.908;-2.484543;0;;
5.9167094;;;-0.463944886799339;0.0309875969856923
5.91;-2.493438;0;;
5.918;-2.518085;0;;
5.919;-2.518085;0;;
5.919;-2.518085;0;;
5.921;-2.518085;0;;
5.921;-2.518085;0;;
5.922;-2.518085;0;;
5.939;-2.560959;0;;
5.94;-2.56205;0;;
5.941;-2.562696;0;;
5.962;-2.606899;0;;
5.963;-2.607275;0;;
5.964;-2.607407;0;;
5.965;-2.607432;0;;
5.966;-2.607437;0;;
5.984;-2.649955;0;;
5.985;-2.651302;0;;
5.987;-2.651937;0;;
6.007;-2.694646;0;;
6.009;-2.696525;0;;
6.01;-2.696702;0;;
6.011;-2.696729;0;;
6.03;-2.74071;0;;
6.031;-2.741141;0;;
6.032;-2.741248;0;;
6.032;-2.741266;0;;
6.052;-2.785068;0;;
6.053;-2.78565;0;;
6.054;-2.785999;0;;
6.055;-2.786086;0;;
6.075;-2.830668;0;;
6.076;-2.831106;0;;
6.076;-2.831181;0;;
6.077;-2.831219;0;;
