circCubeCube1Timestamp;circCubeCube1XPos;circCubeCube1YPos;circCubeCube1newCorr;circCubeCube1smoothCorr
0;;;0;0
0.345919;;;0;0
0.5013322;;;0;0
0.6572467;;;0;0
0.8131612;;;0;0
0.9695767;;;0;0
1.1259924;;;0;0
1.2834107;;;0;0
1.4388239;;;0;0
1.5952401;;;0;0
1.7516554;;;0;0
1.9080719;;;0;0
2.0644871;;;0;0
2.2209029;;;0;0
2.3773186;;;0;0
2.5342359;;;0;0
2.6906511;;;0;0
2.74;-0.834907;-1.246166;;
2.8470668;;;0;0
2.74;-0.834907;-1.246166;;
3.0034828;;;0;0
2.74;-0.834907;-1.246166;;
3.1603998;;;0;0
2.74;-0.834907;-1.246166;;
3.316314;;;0;0
2.74;-0.834907;-1.246166;;
3.4712257;;;0;0
2.74;-0.834907;-1.246166;;
3.628143;;;0;0
3.709;-1.464243;-0.3245726;;
3.775;-1.479416;-0.247543;;
3.7845587;;;0;0
3.709;-1.464243;-0.3245726;;
3.775;-1.479416;-0.247543;;
3.91;-1.497224;-0.09070815;;
3.9404765;;;-0.00740189859417967;-0.00123364976569661
3.709;-1.464243;-0.3245726;;
3.775;-1.479416;-0.247543;;
3.91;-1.497224;-0.09070815;;
4.096892;;;-0.00740189859417967;-0.00246729953139322
3.709;-1.464243;-0.3245726;;
3.775;-1.479416;-0.247543;;
3.91;-1.497224;-0.09070815;;
4.253308;;;-0.00740189859417967;-0.00370094929708983
3.709;-1.464243;-0.3245726;;
3.775;-1.479416;-0.247543;;
3.91;-1.497224;-0.09070815;;
4.4097237;;;-0.00740189859417967;-0.00493459906278644
3.709;-1.464243;-0.3245726;;
3.775;-1.479416;-0.247543;;
3.91;-1.497224;-0.09070815;;
4.5661395;;;-0.00740189859417967;-0.00616824882848306
3.709;-1.464243;-0.3245726;;
3.775;-1.479416;-0.247543;;
3.91;-1.497224;-0.09070815;;
4.7225555;;;-0.00740189859417967;-0.00740189859417967
3.91;-1.497224;-0.09070815;;
4.8789715;;;0;-0.00616824882848306
5.035387;;;0;-0.00493459906278644
5.1933063;;;0;-0.00370094929708983
5.319;-0.7523524;1.297677;;
5.3482182;;;0;-0.00246729953139322
5.319;-0.7523524;1.297677;;
5.5056365;;;0;-0.00123364976569661
5.319;-0.7523524;1.297677;;
5.521;-0.5376182;1.40032;;
5.588;-0.4632959;1.426651;;
5.61;-0.438108;1.434592;;
5.6620525;;;-0.599844569600544;-0.099974094933424
5.521;-0.5376182;1.40032;;
5.588;-0.4632959;1.426651;;
5.61;-0.438108;1.434592;;
5.685;-0.3494909;1.458708;;
5.8184679;;;-0.786451286781338;-0.23104930939698
5.685;-0.3494909;1.458708;;
5.878;-0.1295359;1.49431;;
5.947;-0.04984604;1.499164;;
5.9748839;;;-0.967144304212551;-0.392240026765739
5.878;-0.1295359;1.49431;;
5.947;-0.04984604;1.499164;;
6.011;0.02932552;1.499713;;
6.098;0.1341388;1.49398;;
6.099;0.1343954;1.493966;;
6.12;0.1603749;1.491399;;
