circCubeCube1Timestamp;circCubeCube1XPos;circCubeCube1YPos;circCubeCube1newCorr;circCubeCube1smoothCorr
0;;;0;0
0.1864942;;;0;0
0.4877933;;;0;0
0.7895937;;;0;0
1.090893;;;0;0
1.3921914;;;0;0
1.6934905;;;0;0
1.9952906;;;0;0
2.147;-0.3124231;-1.467103;;
2.188;-0.3624387;-1.455532;;
2.19;-0.3636676;-1.455248;;
2.211;-0.3899448;-1.448425;;
2.212;-0.3901721;-1.448366;;
2.232;-0.4145096;-1.44159;;
2.233;-0.4145096;-1.44159;;
2.254;-0.4394895;-1.434169;;
2.255;-0.4397843;-1.434082;;
2.255;-0.4397843;-1.434082;;
2.276;-0.4648421;-1.426153;;
2.277;-0.4650713;-1.426081;;
2.278;-0.4651443;-1.426058;;
2.279;-0.4651443;-1.426058;;
2.2975922;;;0.0063101347695747;0.00157753369239368
2.298;-0.4895932;-1.417847;;
2.299;-0.489844;-1.417763;;
2.299;-0.4898871;-1.417748;;
2.319;-0.502549;-1.413309;;
2.32;-0.5128429;-1.409599;;
2.321;-0.5144032;-1.409037;;
2.322;-0.514621;-1.408959;;
2.322;-0.5146583;-1.408945;;
2.342;-0.538873;-1.399857;;
2.343;-0.5392255;-1.399725;;
2.344;-0.5394226;-1.399651;;
2.365;-0.5638349;-1.389993;;
2.366;-0.5640686;-1.389901;;
2.367;-0.5641074;-1.389886;;
2.368;-0.5641258;-1.389878;;
2.387;-0.5883505;-1.379798;;
2.388;-0.5883505;-1.379798;;
2.389;-0.5883505;-1.379798;;
2.41;-0.6120557;-1.369445;;
2.411;-0.6122577;-1.369357;;
2.412;-0.6123146;-1.369332;;
2.412;-0.6123227;-1.369328;;
2.432;-0.6363685;-1.358317;;
2.432;-0.6366744;-1.358177;;
2.433;-0.6366744;-1.358177;;
2.434;-0.6366744;-1.358177;;
2.434;-0.6366744;-1.358177;;
2.454;-0.659248;-1.347356;;
2.455;-0.659669;-1.347154;;
2.457;-0.660086;-1.346955;;
2.476;-0.6716986;-1.341201;;
2.476;-0.6782734;-1.337872;;
2.477;-0.6826506;-1.335656;;
2.478;-0.6832877;-1.335333;;
2.499;-0.7072715;-1.322784;;
2.5;-0.7075096;-1.32266;;
2.501;-0.7075462;-1.322641;;
2.502;-0.7075514;-1.322638;;
2.521;-0.7296327;-1.310583;;
2.522;-0.7299172;-1.310428;;
2.523;-0.7299172;-1.310428;;
2.523;-0.7299172;-1.310428;;
2.543;-0.7524655;-1.297608;;
2.544;-0.7527018;-1.297474;;
2.545;-0.7527335;-1.297456;;
2.546;-0.7527414;-1.297451;;
2.546;-0.7527414;-1.297451;;
2.566;-0.7750556;-1.284243;;
2.566;-0.7751062;-1.284213;;
2.567;-0.7752963;-1.284101;;
2.589;-0.79743;-1.270471;;
2.591;-0.7975878;-1.270374;;
2.594;-0.7976509;-1.270335;;
2.596;-0.7976771;-1.270319;;
2.598891;;;-0.842944840543045;-0.209158676443368
2.589;-0.79743;-1.270471;;
2.591;-0.7975878;-1.270374;;
2.594;-0.7976509;-1.270335;;
2.596;-0.7976771;-1.270319;;
2.615;-0.8196622;-1.256242;;
2.616;-0.8198994;-1.256091;;
2.617;-0.8199361;-1.256067;;
2.618;-0.8199459;-1.256061;;
2.618;-0.8199474;-1.25606;;
2.638;-0.8412741;-1.24187;;
2.638;-0.8415403;-1.241693;;
2.639;-0.8417414;-1.241559;;
2.659;-0.8631577;-1.226764;;
2.66;-0.8633592;-1.226625;;
2.661;-0.8634073;-1.226592;;
2.68;-0.8845516;-1.211429;;
2.681;-0.8847829;-1.211263;;
2.702;-0.9057025;-1.195699;;
2.723;-0.9265355;-1.179629;;
2.724;-0.9267434;-1.179468;;
2.725;-0.9267737;-1.179445;;
2.746;-0.9471411;-1.163149;;
2.767;-0.9673091;-1.146431;;
2.768;-0.9674829;-1.146287;;
2.769;-0.9675336;-1.146245;;
2.789;-0.9872287;-1.129323;;
2.81;-0.9974731;-1.120288;;
2.811;-1.005522;-1.11306;;
2.831;-1.016783;-1.102792;;
2.833;-1.016905;-1.10268;;
2.856;-1.045269;-1.075823;;
2.858;-1.045538;-1.075569;;
2.879;-1.063976;-1.05733;;
2.88;-1.064149;-1.057159;;
2.9002108;;;-0.134274913143415;-0.242727404729221
2.9;-1.082566;-1.038288;;
2.902;-1.082582;-1.038272;;
2.922;-1.10049;-1.019271;;
2.924;-1.100682;-1.019067;;
2.945;-1.109539;-1.009416;;
2.946;-1.115695;-1.00259;;
2.967;-1.13548;-0.9801397;;
2.969;-1.135689;-0.979903;;
2.991;-1.152652;-0.9598883;;
2.992;-1.152796;-0.9597179;;
3.012;-1.169205;-0.9396552;;
3.019;-1.169401;-0.9394158;;
3.033;-1.177712;-0.9289731;;
3.035;-1.184747;-0.9199768;;
3.056;-1.193738;-0.9082879;;
3.057;-1.200372;-0.8994913;;
3.079;-1.217092;-0.8767426;;
3.08;-1.217251;-0.8765261;;
3.101;-1.232234;-0.855332;;
3.103;-1.232389;-0.8551123;;
3.124;-1.24711;-0.8334911;;
3.126;-1.247261;-0.8332693;;
3.146;-1.261539;-0.8114867;;
3.147;-1.261684;-0.8112649;;
3.148;-1.261711;-0.8112242;;
3.148;-1.261714;-0.8112203;;
3.171;-1.275565;-0.7892523;;
3.173;-1.2758;-0.7888791;;
3.174;-1.27584;-0.7888161;;
3.175;-1.275856;-0.7887914;;
3.194;-1.289266;-0.7666705;;
3.195;-1.289412;-0.7664309;;
3.196;-1.289433;-0.7663947;;
3.196;-1.289441;-0.7663825;;
3.2020102;;;-0.852365392888898;-0.455818752951446
3.216;-1.302633;-0.7437395;;
3.217;-1.302633;-0.7437395;;
3.218;-1.302633;-0.7437395;;
3.218;-1.302633;-0.7437395;;
3.218;-1.302633;-0.7437395;;
3.238;-1.315148;-0.721367;;
3.239;-1.315323;-0.7210535;;
3.239;-1.315408;-0.7209012;;
3.259;-1.327995;-0.697439;;
3.259;-1.328093;-0.6972553;;
3.26;-1.32814;-0.6971678;;
3.26;-1.328148;-0.6971529;;
3.28;-1.339992;-0.674101;;
3.281;-1.340088;-0.6739141;;
3.282;-1.340116;-0.6738603;;
3.283;-1.340137;-0.6738187;;
3.303;-1.351817;-0.6500698;;
3.304;-1.351817;-0.6500698;;
3.305;-1.351817;-0.6500698;;
3.326;-1.362613;-0.6271119;;
3.327;-1.362803;-0.6267097;;
3.328;-1.36286;-0.6265875;;
3.329;-1.362871;-0.6265647;;
3.33;-1.362873;-0.6265595;;
3.348;-1.373715;-0.6024188;;
3.349;-1.373715;-0.6024188;;
3.369;-1.378971;-0.5902877;;
3.37;-1.383192;-0.5803053;;
3.371;-1.383919;-0.5785869;;
3.372;-1.384031;-0.5783234;;
3.373;-1.38407;-0.5782303;;
3.392;-1.389113;-0.5660072;;
3.392;-1.391644;-0.5597163;;
3.393;-1.393449;-0.5552322;;
3.412;-1.39882;-0.5415711;;
3.412;-1.39886;-0.5414693;;
3.413;-1.398887;-0.5414019;;
3.414;-1.402811;-0.5311291;;
3.433;-1.408109;-0.5169381;;
3.434;-1.408167;-0.5167828;;
3.435;-1.408176;-0.5167589;;
3.436;-1.411859;-0.5065886;;
3.455;-1.416903;-0.492325;;
3.463;-1.421106;-0.4800552;;
3.464;-1.42123;-0.4796914;;
3.465;-1.42123;-0.4796914;;
3.476;-1.426671;-0.4632538;;
3.477;-1.426766;-0.4629676;;
3.478;-1.42679;-0.462895;;
3.479;-1.42679;-0.462895;;
3.498;-1.433406;-0.4419744;;
3.498;-1.433419;-0.441931;;
3.499;-1.433495;-0.4416917;;
3.5;-1.433495;-0.4416917;;
3.5038108;;;-0.0122733126970233;-0.460464614818095
3.498;-1.433406;-0.4419744;;
3.498;-1.433419;-0.441931;;
3.499;-1.433495;-0.4416917;;
3.5;-1.433495;-0.4416917;;
3.519;-1.440805;-0.4172201;;
3.52;-1.440883;-0.4169582;;
3.521;-1.440896;-0.416916;;
3.541;-1.447944;-0.3917257;;
3.542;-1.448016;-0.3914681;;
3.543;-1.448028;-0.3914278;;
3.543;-1.448029;-0.3914217;;
3.563;-1.454616;-0.3661731;;
3.564;-1.454698;-0.3658601;;
3.565;-1.454698;-0.3658601;;
3.566;-1.454698;-0.3658601;;
3.585;-1.460908;-0.340216;;
3.586;-1.460908;-0.340216;;
3.586;-1.460908;-0.340216;;
3.606;-1.466543;-0.3150305;;
3.607;-1.466601;-0.3147693;;
3.608;-1.46661;-0.3147316;;
3.608;-1.466611;-0.3147251;;
3.609;-1.466612;-0.3147203;;
3.629;-1.471916;-0.288899;;
3.63;-1.471916;-0.288899;;
3.63;-1.471916;-0.288899;;
3.65;-1.476656;-0.2635746;;
3.651;-1.476726;-0.263199;;
3.651;-1.476758;-0.2630262;;
3.652;-1.476772;-0.2629504;;
3.653;-1.476775;-0.2629346;;
3.674;-1.481072;-0.237523;;
3.674;-1.481074;-0.237509;;
3.697;-1.484997;-0.2115873;;
3.699;-1.48507;-0.2111064;;
3.7;-1.485078;-0.2110531;;
3.7;-1.485079;-0.2110474;;
3.701;-1.48508;-0.2110353;;
3.721;-1.488494;-0.1854091;;
3.722;-1.488529;-0.1851477;;
3.723;-1.488535;-0.1851063;;
3.723;-1.488537;-0.1850902;;
3.724;-1.488537;-0.1850902;;
3.743;-1.491517;-0.159271;;
3.744;-1.491546;-0.159023;;
3.745;-1.491554;-0.1589574;;
3.765;-1.494087;-0.1330224;;
3.766;-1.494111;-0.1327755;;
3.766;-1.494115;-0.1327341;;
3.767;-1.494119;-0.1326935;;
3.786;-1.496228;-0.1063155;;
3.787;-1.496228;-0.1063155;;
3.787;-1.496228;-0.1063155;;
3.788;-1.496228;-0.1063155;;
3.8056114;;;-0.865223365687217;-0.466034246104138
3.787;-1.496228;-0.1063155;;
3.787;-1.496228;-0.1063155;;
3.788;-1.496228;-0.1063155;;
3.86;-1.499752;-0.0272885;;
3.861;-1.499855;-0.01982796;;
3.862;-1.499886;-0.0175791;;
3.863;-1.499919;-0.01520111;;
3.864;-1.499927;-0.01463129;;
3.865;-1.499931;-0.01433159;;
3.866;-1.499932;-0.01427236;;
3.867;-1.499932;-0.01426253;;
3.868;-1.499932;-0.01425934;;
3.872;-1.499932;-0.0142586;;
3.873;-1.499941;-0.01261974;;
3.877;-1.499996;-0.001931121;;
3.878;-1.499998;-0.001412151;;
3.882;-1.499999;-0.001201213;;
3.884;-1.499933;0.01224647;;
3.885;-1.499915;0.0159578;;
3.886;-1.499915;0.0159578;;
3.906;-1.499528;0.03746224;;
3.907;-1.499522;0.03779922;;
3.908;-1.499519;0.03795655;;
3.909;-1.499519;0.0379815;;
3.929;-1.498612;0.06444231;;
3.93;-1.498604;0.0646832;;
3.93;-1.498601;0.06477064;;
3.931;-1.498601;0.06477064;;
3.932;-1.498601;0.06477064;;
3.951;-1.497235;0.09097846;;
3.952;-1.497222;0.09124111;;
3.952;-1.497219;0.09128502;;
3.973;-1.496418;0.1035777;;
3.974;-1.495892;0.1107177;;
3.974;-1.495631;0.1142676;;
3.975;-1.495468;0.1164721;;
3.995;-1.494323;0.130365;;
3.996;-1.493315;0.1413803;;
3.997;-1.49313;0.1434005;;
3.998;-1.49313;0.1434005;;
3.998;-1.49313;0.1434005;;
4.018;-1.490441;0.169044;;
4.019;-1.490408;0.1693667;;
4.02;-1.490408;0.1693667;;
4.04;-1.488881;0.1822915;;
4.04;-1.487776;0.1910012;;
4.041;-1.487203;0.1955159;;
4.042;-1.487203;0.1955159;;
4.042;-1.487203;0.1955159;;
4.061;-1.485417;0.2086481;;
4.063;-1.483787;0.2198946;;
4.064;-1.483606;0.2211464;;
4.084;-1.483524;0.2217149;;
4.085;-1.481911;0.2321974;;
4.086;-1.481651;0.2338814;;
4.087;-1.481575;0.2343761;;
4.1054057;;;0.125003673939433;-0.401214599333426
4.106;-1.475451;0.2702039;;
4.107;-1.475334;0.2708868;;
4.108;-1.475293;0.2711295;;
4.109;-1.475293;0.2711295;;
4.129;-1.47085;0.2942531;;
4.129;-1.470339;0.2967963;;
4.131;-1.469864;0.2991621;;
4.131;-1.469831;0.2993247;;
4.152;-1.464412;0.3247902;;
4.153;-1.464364;0.3250172;;
4.154;-1.464348;0.32509;;
4.155;-1.464348;0.32509;;
4.155;-1.464348;0.32509;;
4.176;-1.458474;0.3505049;;
4.177;-1.458474;0.3505049;;
4.177;-1.458474;0.3505049;;
4.197;-1.452117;0.3759613;;
4.197;-1.452068;0.3761584;;
4.198;-1.452042;0.376263;;
4.199;-1.452038;0.3762777;;
4.218;-1.448719;0.3888579;;
4.219;-1.44575;0.3997322;;
4.22;-1.44524;0.4015995;;
4.221;-1.44524;0.4015995;;
4.241;-1.438112;0.4264109;;
4.242;-1.43804;0.4266601;;
4.243;-1.438028;0.4267014;;
4.271;-1.430315;0.4518771;;
4.272;-1.430266;0.452038;;
4.273;-1.430251;0.4520857;;
4.273;-1.430249;0.4520915;;
4.274;-1.430246;0.452103;;
4.286;-1.422287;0.4765358;;
4.287;-1.422169;0.4768977;;
4.287;-1.422123;0.4770402;;
4.288;-1.422123;0.4770402;;
4.308;-1.413595;0.5017449;;
4.309;-1.413595;0.5017449;;
4.31;-1.413595;0.5017449;;
4.331;-1.404799;0.5258561;;
4.331;-1.404797;0.5258613;;
4.332;-1.404619;0.5263485;;
4.333;-1.404592;0.5264215;;
4.354;-1.395174;0.5508922;;
4.355;-1.395089;0.5511122;;
4.356;-1.395069;0.5511639;;
4.356;-1.395066;0.5511727;;
4.376;-1.385157;0.5756149;;
4.376;-1.385082;0.5757995;;
4.377;-1.385032;0.5759231;;
4.378;-1.385032;0.5759231;;
4.378;-1.385032;0.5759231;;
4.397;-1.374985;0.5995061;;
4.398;-1.374875;0.5997649;;
4.399;-1.37486;0.5998006;;
4.4082086;;;-0.75129647855978;-0.375947370751147
4.397;-1.374985;0.5995061;;
4.398;-1.374875;0.5997649;;
4.399;-1.37486;0.5998006;;
4.419;-1.369621;0.6116664;;
4.42;-1.364926;0.6220577;;
4.421;-1.364295;0.6234539;;
4.422;-1.364168;0.6237352;;
4.443;-1.3531;0.6473892;;
4.444;-1.353007;0.6475877;;
4.444;-1.352999;0.6476036;;
4.445;-1.352972;0.6476634;;
4.465;-1.341143;0.671816;;
4.466;-1.341143;0.671816;;
4.466;-1.341143;0.671816;;
4.467;-1.341143;0.671816;;
4.486;-1.335597;0.6827725;;
4.487;-1.33062;0.6924055;;
4.488;-1.329843;0.6939088;;
4.489;-1.329631;0.6943184;;
4.509;-1.31734;0.7173552;;
4.51;-1.317136;0.7177374;;
4.511;-1.317049;0.7179001;;
4.512;-1.317036;0.7179248;;
4.532;-1.30446;0.7405241;;
4.533;-1.304339;0.7407413;;
4.534;-1.304301;0.7408102;;
4.535;-1.304301;0.7408102;;
4.554;-1.291222;0.7633711;;
4.555;-1.291088;0.763603;;
4.555;-1.291065;0.763643;;
4.556;-1.291051;0.7636672;;
4.578;-1.277396;0.78629;;
4.578;-1.277299;0.7864506;;
4.579;-1.27724;0.7865488;;
4.58;-1.27724;0.7865488;;
4.599;-1.263635;0.8082195;;
4.6;-1.263485;0.808458;;
4.601;-1.263459;0.8084987;;
4.602;-1.263459;0.8084987;;
4.602;-1.263459;0.8084987;;
4.622;-1.249081;0.8305392;;
4.623;-1.249081;0.8305392;;
4.624;-1.249081;0.8305392;;
4.645;-1.2345;0.8520574;;
4.646;-1.234359;0.8522654;;
4.647;-1.234336;0.8522989;;
4.647;-1.234334;0.8523027;;
4.673;-1.220983;0.8712752;;
4.674;-1.22069;0.8716919;;
4.678;-1.211775;0.8840716;;
4.679;-1.211385;0.884614;;
4.692;-1.203326;0.8955427;;
4.693;-1.203093;0.8958575;;
4.694;-1.202849;0.8961891;;
4.695;-1.202849;0.8961891;;
4.695;-1.202849;0.8961891;;
4.7105113;;;-0.0298714844621726;-0.380346913692434
4.718;-1.187553;0.9163609;;
4.719;-1.187553;0.9163609;;
4.719;-1.187553;0.9163609;;
4.72;-1.187553;0.9163609;;
4.739;-1.17134;0.9369972;;
4.739;-1.17134;0.9369972;;
4.74;-1.17134;0.9369972;;
4.741;-1.17134;0.9369972;;
4.76;-1.15475;0.9573681;;
4.761;-1.15475;0.9573681;;
4.762;-1.15475;0.9573681;;
4.762;-1.15475;0.9573681;;
4.781;-1.137803;0.9774435;;
4.782;-1.137585;0.977702;;
4.783;-1.137585;0.977702;;
4.783;-1.137585;0.977702;;
4.803;-1.120381;0.9973651;;
4.804;-1.120237;0.9975299;;
4.805;-1.120189;0.9975845;;
4.825;-1.102995;1.01656;;
4.826;-1.102847;1.016724;;
4.826;-1.102781;1.016796;;
4.827;-1.102781;1.016796;;
4.828;-1.102781;1.016796;;
4.847;-1.084937;1.03581;;
4.848;-1.084704;1.036059;;
4.849;-1.084704;1.036059;;
4.869;-1.066607;1.054676;;
4.869;-1.06651;1.054775;;
4.87;-1.066399;1.054889;;
4.871;-1.066382;1.054907;;
4.891;-1.047956;1.07321;;
4.891;-1.047842;1.073323;;
4.892;-1.047742;1.073422;;
4.893;-1.047726;1.073439;;
4.913;-1.028994;1.091404;;
4.914;-1.028818;1.091573;;
4.915;-1.028763;1.091626;;
4.916;-1.028763;1.091626;;
4.935;-1.009992;1.109008;;
4.937;-1.009617;1.109355;;
4.938;-1.009536;1.10943;;
4.939;-1.009511;1.109453;;
4.961;-0.9903301;1.126601;;
4.962;-0.9900753;1.126829;;
4.963;-0.9899264;1.126962;;
4.963;-0.989901;1.126985;;
4.964;-0.9898884;1.126996;;
4.984;-0.9702119;1.143976;;
4.984;-0.970049;1.144116;;
4.985;-0.9699773;1.144178;;
5.006;-0.9503042;1.160559;;
5.007;-0.9500015;1.160811;;
5.008;-0.9497151;1.16105;;
5.008;-0.9496936;1.161068;;
5.009;-0.9495841;1.161159;;
5.0123103;;;0.583903025348956;-0.018065315933391
5.006;-0.9503042;1.160559;;
5.007;-0.9500015;1.160811;;
5.008;-0.9497151;1.16105;;
5.008;-0.9496936;1.161068;;
5.009;-0.9495841;1.161159;;
5.028;-0.9288829;1.177785;;
5.029;-0.9288829;1.177785;;
5.051;-0.9086568;1.193455;;
5.051;-0.9084228;1.193637;;
5.052;-0.9084228;1.193637;;
5.053;-0.9084228;1.193637;;
5.053;-0.9084228;1.193637;;
5.072;-0.882253;1.213107;;
5.073;-0.882253;1.213107;;
5.094;-0.8666292;1.224314;;
5.095;-0.8663176;1.224538;;
5.096;-0.8662714;1.224571;;
5.116;-0.8450272;1.239316;;
5.117;-0.8446131;1.239604;;
5.118;-0.8442417;1.239861;;
5.119;-0.8442417;1.239861;;
5.137;-0.8230348;1.254035;;
5.138;-0.8228092;1.254186;;
5.139;-0.8227598;1.254219;;
5.139;-0.8227513;1.254225;;
5.159;-0.8009274;1.268269;;
