timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
46.2637194;9.4298311;13;16.72735;17.84896;0;17.44025;12.00384;False;-0.8659295;-0.9993224;16.12135;34.87617;(-13.9, 1.9);(-2.6, 15.7);36;False;15;0.6;900;0.08;300
56.9410698;7.6778925;0;17.09417;11.72762;0;17.09417;11.72762;True;1;1;0;32.59016;(-2.5, -15.8);(7.6, -3.5);71;False;17;0.6;900;0.08;300
87.9616151;28.0200844;9;13.02087;14.39219;9;13.02087;14.39219;True;1;1;0;10.46548;(6.3, -16.4);(6.4, -11.7);30;False;17;0.6;900;0.08;300
123.8005824;32.8400107;12;20.72377;15.85624;12;20.72377;15.85624;True;1;1;0;34.87617;(-13.9, 1.9);(1.7, 11.6);36;False;16;0.6;900;0.08;300
145.440333;18.6464699;8;12.79078;12.55873;8;12.79078;12.55873;True;1;1;0;10.46548;(6.3, -16.4);(1.2, -15.1);30;False;15;0.6;900;0.08;300
163.2256145;14.7843191;19;13.76695;12.51004;20;9.095222;8.297662;False;0.9854088;0.9967029;9.144675;25.3075;(6.3, -12.9);(-5.6, -8.2);70;False;15;0.6;900;0.08;300
174.9416981;8.7181298;24;8.367874;5.150696;20;9.291051;7.913079;False;-0.9193969;0.9996195;5.945606;22.36244;(-13.7, 0.4);(-24.3, -1.3);63;False;15;0.6;900;0.08;300
183.0938267;5.152168;29;12.13514;12.14292;20;9.294816;7.912544;False;-0.3404427;0.9999292;-4.067123;16.66019;(-15.4, -9.2);(-22.5, -5.2);48;False;15;0.6;900;0.08;300
191.02186;4.9255673;20;9.310214;7.889476;20;9.310214;7.889476;True;1;1;0;12.21589;(-12.8, -2.9);(-18.7, -3.2);88;False;17;0.6;900;0.08;300
209.731526;15.7172263;23;17.79531;11.66895;23;17.79531;11.66895;True;1;1;0;31.40261;(18.0, -8.1);(22.9, 7.6);46;True;17;0.6;900;0.08;300
