timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
46.2632177;13;0;11;5;0;0;0;15;9;0;0;0
56.9410698;0;0;17;0;0;0;0;10;0;7;0;0
87.9616151;9;9;0;17;11;7;13;4;5;15;3;0
123.8005824;12;12;11;11;16;8;3;0;3;4;13;2
145.440333;8;8;15;3;0;5;0;0;10;0;2;0
163.2256145;19;20;0;2;15;4;0;2;2;0;10;0
174.9416981;24;20;0;6;5;3;0;11;15;0;0;0
183.0938267;29;20;1;0;8;6;0;0;0;10;2;15
191.02186;20;20;0;0;17;14;0;0;0;0;0;0
209.731526;23;23;14;0;0;8;17;7;7;10;0;14
228.9800802;22;-1;0;10;3;17;1;1;10;10;1;5
238.5680831;25;-1;0;11;0;17;0;0;0;9;0
