circular5Timestamp;circular5XPos;circular5YPos;circular5newCorr;circular5smoothCorr
29.4183009;;;0;0
29.7185985;;;-1;-0.5
30.0203986;;;0.0145932482063377;-0.328468917264554
30.3216985;;;0;-0.328468917264554
30.6234997;;;0;0.00486441606877924
30.9247985;;;0;0
31.2265992;;;0.00692924043080279;0.0023097468102676
31.5278986;;;0;0.0023097468102676
31.8296997;;;0;0.0023097468102676
32.1315006;;;0;0
32.4327998;;;0;0
32.7346012;;;-0.387801044044697;-0.129267014681566
33.0358996;;;-0.989243541365154;-0.459014861803284
