lineargazeTimestamp;lineargazeXPos;lineargazeYPos;lineargazenewCorr;lineargazesmoothCorr
72.392;0.4895668;0.256966
72.392;0.4895668;0.256966;;
72.392;0.4895668;0.256966;;
72.392;0.4895668;0.256966;;
72.392;0.4895668;0.256966;;
72.392;0.4895668;0.256966;;
72.392;0.4895668;0.256966;;
72.392;0.4895668;0.256966;;
72.392;0.4895668;0.256966;;
72.752;0.4953775;0.2592109
72.757;-0.9024613;4.99941
72.765;-0.9006017;5.055054
72.752;0.4953775;0.2592109;;
72.757;-0.9024613;4.99941;;
72.765;-0.9006017;5.055054;;
72.752;0.4953775;0.2592109;;
72.757;-0.9024613;4.99941;;
72.765;-0.9006017;5.055054;;
72.752;0.4953775;0.2592109;;
72.757;-0.9024613;4.99941;;
72.765;-0.9006017;5.055054;;
72.752;0.4953775;0.2592109;;
72.757;-0.9024613;4.99941;;
72.765;-0.9006017;5.055054;;
72.752;0.4953775;0.2592109;;
72.757;-0.9024613;4.99941;;
72.765;-0.9006017;5.055054;;
72.752;0.4953775;0.2592109;;
72.757;-0.9024613;4.99941;;
72.765;-0.9006017;5.055054;;
72.752;0.4953775;0.2592109;;
72.757;-0.9024613;4.99941;;
72.765;-0.9006017;5.055054;;
72.752;0.4953775;0.2592109;;
72.757;-0.9024613;4.99941;;
72.765;-0.9006017;5.055054;;
73.074;-0.9028414;5.043122
73.077;-0.8998542;5.055753
73.042;-0.9032722;5.040722;;
73.074;-0.9028414;5.043122;;
73.077;-0.8998542;5.055753;;
73.042;-0.9032722;5.040722;;
73.074;-0.9028414;5.043122;;
73.077;-0.8998542;5.055753;;
73.042;-0.9032722;5.040722;;
73.074;-0.9028414;5.043122;;
73.077;-0.8998542;5.055753;;
73.042;-0.9032722;5.040722;;
73.074;-0.9028414;5.043122;;
73.077;-0.8998542;5.055753;;
73.042;-0.9032722;5.040722;;
73.074;-0.9028414;5.043122;;
73.077;-0.8998542;5.055753;;
73.042;-0.9032722;5.040722;;
73.074;-0.9028414;5.043122;;
73.077;-0.8998542;5.055753;;
73.042;-0.9032722;5.040722;;
73.074;-0.9028414;5.043122;;
73.077;-0.8998542;5.055753;;
73.042;-0.9032722;5.040722;;
73.074;-0.9028414;5.043122;;
73.077;-0.8998542;5.055753;;
73.042;-0.9032722;5.040722;;
73.074;-0.9028414;5.043122;;
73.077;-0.8998542;5.055753;;
73.042;-0.9032722;5.040722;;
73.074;-0.9028414;5.043122;;
73.077;-0.8998542;5.055753;;
73.042;-0.9032722;5.040722;;
73.074;-0.9028414;5.043122;;
73.077;-0.8998542;5.055753;;
73.042;-0.9032722;5.040722;;
73.074;-0.9028414;5.043122;;
73.077;-0.8998542;5.055753;;
73.042;-0.9032722;5.040722;;
73.074;-0.9028414;5.043122;;
73.077;-0.8998542;5.055753;;
73.042;-0.9032722;5.040722;;
73.074;-0.9028414;5.043122;;
73.077;-0.8998542;5.055753;;
