lineargazeTimestamp;lineargazeXPos;lineargazeYPos;lineargazenewCorr;lineargazesmoothCorr
3.791;-1.386642;4.704676
3.795;-1.389551;4.744871
3.825;-1.39266;4.790288
3.827;-1.393727;4.828681
3.829;-1.394292;4.87054
3.791;-1.386642;4.704676;;
3.795;-1.389551;4.744871;;
3.825;-1.39266;4.790288;;
3.827;-1.393727;4.828681;;
3.829;-1.394292;4.87054;;
3.791;-1.386642;4.704676;;
3.795;-1.389551;4.744871;;
3.825;-1.39266;4.790288;;
3.827;-1.393727;4.828681;;
3.829;-1.394292;4.87054;;
3.858;-1.393225;4.86952
3.861;-1.393188;4.865456
3.863;-1.394037;4.861213
3.865;-1.396199;4.859155
3.893;-1.398354;4.861205
3.894;-1.399805;4.860891
3.927;-1.400818;4.861416
3.929;-1.401535;4.861896
3.791;-1.386642;4.704676;;
3.795;-1.389551;4.744871;;
3.825;-1.39266;4.790288;;
3.827;-1.393727;4.828681;;
3.829;-1.394292;4.87054;;
3.858;-1.393225;4.86952;;
3.861;-1.393188;4.865456;;
3.863;-1.394037;4.861213;;
3.865;-1.396199;4.859155;;
3.893;-1.398354;4.861205;;
3.894;-1.399805;4.860891;;
3.927;-1.400818;4.861416;;
3.929;-1.401535;4.861896;;
3.931;-1.400688;4.856809
3.791;-1.386642;4.704676;;
3.795;-1.389551;4.744871;;
3.825;-1.39266;4.790288;;
3.827;-1.393727;4.828681;;
3.829;-1.394292;4.87054;;
3.858;-1.393225;4.86952;;
3.861;-1.393188;4.865456;;
3.863;-1.394037;4.861213;;
3.865;-1.396199;4.859155;;
3.893;-1.398354;4.861205;;
3.894;-1.399805;4.860891;;
3.927;-1.400818;4.861416;;
3.929;-1.401535;4.861896;;
3.931;-1.400688;4.856809;;
3.96;-1.399272;4.854121
3.961;-1.399405;4.854304
3.994;-1.399832;4.857338
3.997;-1.401367;4.864199
3.791;-1.386642;4.704676;;
3.795;-1.389551;4.744871;;
3.825;-1.39266;4.790288;;
3.827;-1.393727;4.828681;;
3.829;-1.394292;4.87054;;
3.858;-1.393225;4.86952;;
3.861;-1.393188;4.865456;;
3.863;-1.394037;4.861213;;
3.865;-1.396199;4.859155;;
3.893;-1.398354;4.861205;;
3.894;-1.399805;4.860891;;
3.927;-1.400818;4.861416;;
3.929;-1.401535;4.861896;;
3.931;-1.400688;4.856809;;
3.96;-1.399272;4.854121;;
3.961;-1.399405;4.854304;;
3.994;-1.399832;4.857338;;
3.997;-1.401367;4.864199;;
3.791;-1.386642;4.704676;;
3.795;-1.389551;4.744871;;
3.825;-1.39266;4.790288;;
3.827;-1.393727;4.828681;;
3.829;-1.394292;4.87054;;
3.858;-1.393225;4.86952;;
3.861;-1.393188;4.865456;;
3.863;-1.394037;4.861213;;
3.865;-1.396199;4.859155;;
3.893;-1.398354;4.861205;;
3.894;-1.399805;4.860891;;
3.927;-1.400818;4.861416;;
3.929;-1.401535;4.861896;;
3.931;-1.400688;4.856809;;
3.96;-1.399272;4.854121;;
3.961;-1.399405;4.854304;;
3.994;-1.399832;4.857338;;
3.997;-1.401367;4.864199;;
4.065;-1.4019;4.864619
4.097;-1.401625;4.851887
3.825;-1.39266;4.790288;;
3.827;-1.393727;4.828681;;
3.829;-1.394292;4.87054;;
3.858;-1.393225;4.86952;;
3.861;-1.393188;4.865456;;
3.863;-1.394037;4.861213;;
3.865;-1.396199;4.859155;;
3.893;-1.398354;4.861205;;
3.894;-1.399805;4.860891;;
3.927;-1.400818;4.861416;;
3.929;-1.401535;4.861896;;
3.931;-1.400688;4.856809;;
3.96;-1.399272;4.854121;;
3.961;-1.399405;4.854304;;
3.994;-1.399832;4.857338;;
3.997;-1.401367;4.864199;;
4.065;-1.4019;4.864619;;
4.097;-1.401625;4.851887;;
