timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
100.2259671;5.3717462;0;8.799488;9.84857;0;8.799488;9.84857;True;1;1;0;41.30388;(20.1, 23.5);(38.1, 20.1);51;True;15;0.6;900;0.08;300
106.7883793;3.5704771;12;19.34911;27.55071;12;19.34911;27.55071;True;1;1;0;34.03148;(-6.6, 2.1);(8.8, -8.5);82;False;15;0.6;900;0.08;300
116.8189839;7.033151;3;14.29878;16.19371;3;14.29878;16.19371;True;1;1;0;19.79103;(22.3, 28.4);(13.7, 34.5);34;True;15;0.6;900;0.08;300
138.0613504;18.2449171;4;9.183128;16.82802;4;9.183128;16.82802;True;1;1;0;19.79103;(22.3, 28.4);(19.0, 16.8);34;True;14;0.6;900;0.08;300
150.1544221;9.0926139;5;11.50749;13.99734;5;11.50749;13.99734;True;1;1;0;19.79104;(22.3, 28.4);(11.7, 28.4);34;True;14;0.6;900;0.08;300
164.3881782;11.2403173;6;14.2669;16.78995;6;14.2669;16.78995;True;1;1;0;19.79103;(22.3, 28.4);(16.6, 18.3);34;True;14;0.6;900;0.08;300
174.9636565;7.5855488;17;10.87522;15.32401;17;10.87522;15.32401;True;1;1;0;36.44802;(2.1, 4.3);(17.0, -9.3);45;False;13;0.6;900;0.08;300
218.1672529;40.2121447;19;10.1644;12.7641;19;10.1644;12.7641;True;1;1;0;35.54827;(12.9, -20.6);(29.5, -21.3);33;True;12;0.6;900;0.08;300
226.1409599;4.9807309;21;23.43622;28.61977;21;23.43622;28.61977;True;1;1;0;32.45045;(-12.6, -8.6);(-9.4, 12.5);69;False;12;0.6;900;0.08;300
233.8824911;4.7475911;15;13.72432;17.75;15;13.72432;17.75;True;1;1;0;32.41706;(8.2, -9.3);(23.7, -6.9);77;False;12;0.6;900;0.08;300
252.8240821;15.9476867;11;8.71838;18.52186;11;8.71838;18.52186;True;1;1;0;8.208791;(12.2, 13.9);(12.7, 8.8);37;False;12;0.6;900;0.08;300
267.7992396;11.9777078;23;14.9117;18.98783;23;14.9117;18.98783;True;1;1;0;29.37053;(20.0, 2.5);(4.9, -4.5);47;False;12;0.6;900;0.08;300
