timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
100.2259671;0;0;15;6;0;0;0;1;0;0;0;0
106.7883793;12;12;0;1;0;0;0;0;0;0;15;0
116.8189839;3;3;15;0;0;0;0;1;0;6;0;8
138.0613504;4;4;14;2;0;0;6;7;1;6;9;9
150.1544221;5;5;14;0;0;2;0;0;11;0;1;0
164.3881782;6;6;14;0;0;3;0;2;0;0;6;0
174.9636565;17;17;0;0;2;0;0;0;0;13;7;0
218.1672529;19;19;0;0;0;0;4;4;12;12;2;5
226.1409599;21;21;0;0;0;9;0;0;6;2;12;0
233.8824911;15;15;0;0;0;0;0;12;0;0;11;0
252.8240821;11;11;2;2;0;12;2;0;0;2;8;0
267.7992396;23;23;0;0;0;2;11;5;4;12;0;0
275.0324257;10;-1;0;0;12;0;0;0;0;0;3;5
