small (2)Cube2Timestamp;small (2)Cube2XPos;small (2)Cube2YPos;small (2)Cube2newCorr;small (2)Cube2smoothCorr
0;;;0;0
0.8126599;;;0;0
1.1159667;;;0;0
1.4172667;;;0;0
1.7185678;;;0;0
2.0203703;;;0;0
2.3222043;;;0;0
2.6235056;;;0;0
2.9253074;;;0;0
3.2271099;;;0;0
3.5284102;;;0;0
3.8302127;;;0;0
4.1315132;;;0;0
4.432814;;;0;0
4.7381257;;;0;0
5.047448;;;0;0
5.3492501;;;0;0
5.6505506;;;0;0
5.9523529;;;0;0
6.2541552;;;0;0
6.278;-2.83092;-1;;
6.282;-2.83092;-1;;
6.299;-2.875803;-1;;
6.3;-2.875803;-1;;
6.322;-2.930834;-1;;
6.323;-2.930834;-1;;
6.344;-2.965111;-1;;
6.345;-2.965111;-1;;
6.366;-3.00912;-1;;
6.367;-3.009504;-1;;
6.368;-3.009604;-1;;
6.369;-3.009631;-1;;
6.388;-2.978431;-1;;
6.389;-2.978093;-1;;
6.39;-2.978042;-1;;
6.391;-2.978025;-1;;
6.411;-2.933479;-1;;
6.412;-2.933479;-1;;
6.412;-2.933479;-1;;
6.413;-2.933479;-1;;
6.433;-2.889405;-1;;
6.434;-2.888972;-1;;
6.435;-2.888876;-1;;
6.435;-2.88886;-1;;
6.455;-2.866382;-1;;
6.456;-2.843882;-1;;
6.457;-2.843882;-1;;
6.457;-2.843882;-1;;
6.477;-2.791889;-1;;
6.478;-2.79046;-1;;
6.479;-2.789824;-1;;
6.481;-2.789315;-1;;
6.5;-2.776723;-1;;
6.5;-2.772529;-1;;
6.501;-2.758144;-1;;
6.502;-2.755794;-1;;
6.522;-2.732693;-1;;
6.522;-2.7254;-1;;
6.523;-2.712682;-1;;
6.524;-2.710654;-1;;
6.543;-2.688221;-1;;
6.545;-2.668101;-1;;
6.545;-2.666849;-1;;
6.546;-2.66557;-1;;
6.5554562;;;0.0475619205141652;0.0158539735047217
6.567;-2.643162;-1;;
6.568;-2.626497;-1;;
6.568;-2.623732;-1;;
6.577;-2.621059;-1;;
6.587;-2.598729;-1;;
6.588;-2.597291;-1;;
6.589;-2.576775;-1;;
6.59;-2.571852;-1;;
6.609;-2.553591;-1;;
6.61;-2.553348;-1;;
6.611;-2.553348;-1;;
6.612;-2.536047;-1;;
6.63;-2.50877;-1;;
6.631;-2.508455;-1;;
6.632;-2.50841;-1;;
6.633;-2.508401;-1;;
6.652;-2.464685;-1;;
6.653;-2.464107;-1;;
6.654;-2.464107;-1;;
6.673;-2.420299;-1;;
6.674;-2.41991;-1;;
6.674;-2.419722;-1;;
6.694;-2.374593;-1;;
6.695;-2.374593;-1;;
6.696;-2.374593;-1;;
6.696;-2.374593;-1;;
6.697;-2.374593;-1;;
6.716;-2.33095;-1;;
6.717;-2.330529;-1;;
6.717;-2.330362;-1;;
6.738;-2.285479;-1;;
6.739;-2.285479;-1;;
6.74;-2.285479;-1;;
6.74;-2.285479;-1;;
6.759;-2.242101;-1;;
6.761;-2.241265;-1;;
6.761;-2.241264;-1;;
6.763;-2.240986;-1;;
6.782;-2.218703;-1;;
6.783;-2.218703;-1;;
6.784;-2.206792;-1;;
6.785;-2.198671;-1;;
6.803;-2.151936;-1;;
6.804;-2.151397;-1;;
6.805;-2.151298;-1;;
6.806;-2.151298;-1;;
6.827;-2.106352;-1;;
6.828;-2.106352;-1;;
6.829;-2.106352;-1;;
6.85;-2.061574;-1;;
6.851;-2.061574;-1;;
6.8572582;;;0.497274196145938;0.181612038886701
6.871;-2.017442;-1;;
6.873;-2.017442;-1;;
6.873;-2.017442;-1;;
6.893;-1.972754;-1;;
6.895;-1.972754;-1;;
6.915;-1.926861;-1;;
6.916;-1.926861;-1;;
6.917;-1.926861;-1;;
6.936;-1.905773;-1;;
6.937;-1.905545;-1;;
6.959;-1.837734;-1;;
6.96;-1.837143;-1;;
6.961;-1.837;-1;;
6.99;-1.793534;-1;;
6.991;-1.79322;-1;;
7.003;-1.744276;-1;;
7.004;-1.74347;-1;;
7.004;-1.743332;-1;;
7.024;-1.726914;-1;;
7.026;-1.706244;-1;;
7.047;-1.68231;-1;;
7.048;-1.663832;-1;;
7.049;-1.660176;-1;;
7.07;-1.615503;-1;;
7.071;-1.615072;-1;;
7.092;-1.591729;-1;;
7.093;-1.591371;-1;;
7.093;-1.591283;-1;;
7.114;-1.527024;-1;;
7.115;-1.525909;-1;;
7.135;-1.503781;-1;;
7.137;-1.485641;-1;;
7.138;-1.482232;-1;;
7.157;-1.458751;-1;;
7.158;-1.458488;-1;;
7.1605641;;;0.495631015349246;0.34682237733645
7.201;-1.365321;-1;;
7.202;-1.364811;-1;;
7.222;-1.321823;-1;;
7.223;-1.321374;-1;;
7.224;-1.321313;-1;;
7.244;-1.280259;-1;;
7.265;-1.225143;-1;;
7.267;-1.224577;-1;;
7.267;-1.224552;-1;;
7.287;-1.190907;-1;;
7.288;-1.190488;-1;;
7.289;-1.190488;-1;;
7.289;-1.190488;-1;;
7.309;-1.146004;-1;;
7.31;-1.145586;-1;;
7.311;-1.145476;-1;;
7.311;-1.145459;-1;;
7.331;-1.10154;-1;;
7.331;-1.101252;-1;;
7.332;-1.101027;-1;;
7.333;-1.100994;-1;;
7.353;-1.056924;-1;;
7.353;-1.056608;-1;;
7.354;-1.056422;-1;;
7.355;-1.056366;-1;;
7.374;-1.012;-1;;
7.375;-1.012;-1;;
7.376;-1.012;-1;;
7.385;-1.012;-1;;
7.395;-0.9618081;-1;;
7.396;-0.960781;-1;;
7.397;-0.96064;-1;;
7.398;-0.9606024;-1;;
7.418;-0.9139558;-1;;
7.419;-0.9139558;-1;;
7.419;-0.9139558;-1;;
7.42;-0.9139558;-1;;
7.439;-0.9004802;-1;;
7.44;-0.900303;-1;;
7.441;-0.900303;-1;;
7.441;-0.900303;-1;;
7.481;-0.900303;-1;;
7.481;-0.900303;-1;;
7.482;-0.900303;-1;;
7.483;-0.900303;-1;;
7.483;-0.900303;-1;;
7.4914435;;;0.483054480170345;0.49198656388851
7.502;-0.8780997;-1;;
7.503;-0.8778847;-1;;
7.504;-0.8778355;-1;;
7.504;-0.8778232;-1;;
7.525;-0.7096285;-1;;
7.526;-0.708126;-1;;
7.527;-0.7077616;-1;;
7.546;-0.6773774;-1;;
7.547;-0.677074;-1;;
7.547;-0.6770218;-1;;
7.548;-0.6769836;-1;;
7.549;-0.6769836;-1;;
7.569;-0.6316895;-1;;
7.569;-0.6316895;-1;;
7.57;-0.6316895;-1;;
7.59;-0.5882719;-1;;
7.591;-0.5877393;-1;;
7.592;-0.5877393;-1;;
7.593;-0.5877393;-1;;
7.594;-0.5877393;-1;;
7.612;-0.5428299;-1;;
7.613;-0.5423287;-1;;
7.614;-0.5422454;-1;;
7.633;-0.4989954;-1;;
7.634;-0.4985997;-1;;
7.634;-0.4985606;-1;;
7.635;-0.4984261;-1;;
7.655;-0.4539149;-1;;
7.655;-0.4539149;-1;;
7.656;-0.4539149;-1;;
7.657;-0.4539149;-1;;
7.677;-0.4088621;-1;;
7.677;-0.4088621;-1;;
7.678;-0.4088621;-1;;
7.679;-0.4088621;-1;;
7.698;-0.3644953;-1;;
7.699;-0.3639165;-1;;
7.7;-0.3639165;-1;;
7.701;-0.3639165;-1;;
7.72;-0.3423533;-1;;
7.721;-0.3423533;-1;;
7.742;-0.2755277;-1;;
7.742;-0.2755277;-1;;
7.743;-0.2755277;-1;;
7.744;-0.2755277;-1;;
7.744;-0.2755277;-1;;
7.745;-0.2755277;-1;;
7.763;-0.2307863;-1;;
7.764;-0.2303072;-1;;
7.764;-0.2302253;-1;;
