largeCube3Timestamp;largeCube3XPos;largeCube3YPos;largeCube3newCorr;largeCube3smoothCorr
0;;;0;0
0.1900046;;;0;0
0.4908046;;;0;0
0.7926064;;;0;0
1.0944084;;;0;0
1.3957097;;;0;0
1.69701;;;0;0
1.9988123;;;0;0
2.192;-0.4853057;2.5;;
2.212;-0.5302428;2.5;;
2.213;-0.5306434;2.5;;
2.213;-0.5306983;2.5;;
2.214;-0.5307837;2.5;;
2.234;-0.5740289;2.5;;
2.235;-0.5744724;2.5;;
2.236;-0.5745409;2.5;;
2.237;-0.5745592;2.5;;
2.257;-0.6189543;2.5;;
2.258;-0.6193766;2.5;;
2.259;-0.6195174;2.5;;
2.26;-0.6195174;2.5;;
2.28;-0.664418;2.5;;
2.28;-0.664418;2.5;;
2.281;-0.664418;2.5;;
2.282;-0.664418;2.5;;
2.306;-0.6862255;2.5;;
2.307;-0.6862255;2.5;;
2.3101397;;;-0.309874587064021;-0.0774686467660054
2.306;-0.6862255;2.5;;
2.307;-0.6862255;2.5;;
2.336;-0.77583;2.5;;
2.336;-0.77583;2.5;;
2.337;-0.77583;2.5;;
2.338;-0.77583;2.5;;
2.338;-0.77583;2.5;;
2.339;-0.77583;2.5;;
2.34;-0.77583;2.5;;
2.34;-0.77583;2.5;;
2.358;-0.8201087;2.5;;
2.359;-0.8205357;2.5;;
2.359;-0.8205507;2.5;;
2.36;-0.8207046;2.5;;
2.38;-0.8644348;2.5;;
2.381;-0.8649945;2.5;;
2.381;-0.8649945;2.5;;
2.382;-0.8649945;2.5;;
2.402;-0.9102865;2.5;;
2.403;-0.9102865;2.5;;
2.404;-0.9102865;2.5;;
2.423;-0.9510201;2.5;;
2.426;-0.9539034;2.5;;
2.426;-0.9540216;2.5;;
2.428;-0.9541525;2.5;;
2.428;-0.9541616;2.5;;
2.446;-0.9979732;2.5;;
2.447;-0.998584;2.5;;
2.448;-0.9989909;2.5;;
2.469;-1.042712;2.5;;
2.47;-1.043277;2.5;;
2.471;-1.043778;2.5;;
2.472;-1.043778;2.5;;
2.472;-1.043778;2.5;;
2.492;-1.087789;2.5;;
2.493;-1.08822;2.5;;
2.494;-1.088316;2.5;;
2.495;-1.088344;2.5;;
2.514;-1.132949;2.5;;
2.514;-1.132949;2.5;;
2.515;-1.132949;2.5;;
2.537;-1.175939;2.5;;
2.537;-1.176326;2.5;;
2.539;-1.177744;2.5;;
2.54;-1.177922;2.5;;
2.541;-1.177922;2.5;;
2.559;-1.222299;2.5;;
2.56;-1.222299;2.5;;
2.561;-1.222299;2.5;;
2.581;-1.266895;2.5;;
2.582;-1.267289;2.5;;
2.583;-1.267404;2.5;;
2.583;-1.267419;2.5;;
2.584;-1.267451;2.5;;
2.603;-1.311555;2.5;;
2.604;-1.31203;2.5;;
2.605;-1.312104;2.5;;
2.605;-1.312132;2.5;;
2.6134461;;;0.488157270322953;0.0445706708147328
2.603;-1.311555;2.5;;
2.604;-1.31203;2.5;;
2.605;-1.312104;2.5;;
2.605;-1.312132;2.5;;
2.625;-1.356364;2.5;;
2.626;-1.356364;2.5;;
2.627;-1.356364;2.5;;
2.648;-1.400524;2.5;;
2.649;-1.400928;2.5;;
2.65;-1.401057;2.5;;
2.651;-1.401057;2.5;;
2.651;-1.401057;2.5;;
2.67;-1.446038;2.5;;
2.671;-1.446488;2.5;;
2.672;-1.446591;2.5;;
2.692;-1.490637;2.5;;
2.693;-1.491061;2.5;;
2.694;-1.491153;2.5;;
2.695;-1.491173;2.5;;
2.696;-1.491178;2.5;;
2.715;-1.535316;2.5;;
2.715;-1.535316;2.5;;
2.716;-1.535316;2.5;;
2.717;-1.535316;2.5;;
2.737;-1.579869;2.5;;
2.738;-1.580318;2.5;;
2.739;-1.580406;2.5;;
2.761;-1.623544;2.5;;
2.762;-1.624204;2.5;;
2.763;-1.625046;2.5;;
2.763;-1.625046;2.5;;
2.771;-1.646909;2.5;;
2.783;-1.670422;2.5;;
2.784;-1.671236;2.5;;
2.785;-1.671364;2.5;;
2.785;-1.671413;2.5;;
2.805;-1.714373;2.5;;
2.806;-1.714373;2.5;;
2.807;-1.714373;2.5;;
2.808;-1.714373;2.5;;
2.828;-1.758994;2.5;;
2.829;-1.75956;2.5;;
2.83;-1.75956;2.5;;
2.83;-1.75956;2.5;;
2.849;-1.803749;2.5;;
2.872;-1.848081;2.5;;
2.873;-1.84846;2.5;;
2.874;-1.848567;2.5;;
2.894;-1.893257;2.5;;
2.895;-1.893257;2.5;;
2.9157494;;;0.496687786083806;0.168742617335684
2.917;-1.938526;2.5;;
2.919;-1.938985;2.5;;
2.92;-1.939023;2.5;;
2.938;-1.982737;2.5;;
2.939;-1.983228;2.5;;
2.961;-2.026194;2.5;;
2.962;-2.026998;2.5;;
2.963;-2.027126;2.5;;
2.983;-2.071436;2.5;;
2.984;-2.072551;2.5;;
2.985;-2.072551;2.5;;
3.006;-2.116182;2.5;;
3.007;-2.116611;2.5;;
