smallCube3Timestamp;smallCube3XPos;smallCube3YPos;smallCube3newCorr;smallCube3smoothCorr
0;;;0;0
0.8126599;;;0;0
1.1159667;;;0;0
1.4172667;;;0;0
1.7185678;;;0;0
2.0203703;;;0;0
2.3222043;;;0;0
2.6235056;;;0;0
2.9253074;;;0;0
3.2271099;;;0;0
3.5284102;;;0;0
3.8302127;;;0;0
4.1315132;;;0;0
4.432814;;;0;0
4.7381257;;;0;0
5.047448;;;0;0
5.3492501;;;0;0
5.6505506;;;0;0
5.9523529;;;0;0
6.2541552;;;0;0
6.278;0.03877719;1;;
6.282;0.03877719;1;;
6.299;0.08365989;1;;
6.3;0.08365989;1;;
6.322;0.1386911;1;;
6.323;0.1386911;1;;
6.344;0.1729675;1;;
6.345;0.1729675;1;;
6.366;0.2169766;1;;
6.367;0.2173604;1;;
6.368;0.2174613;1;;
6.369;0.2174878;1;;
6.388;0.2618423;1;;
6.389;0.2623237;1;;
6.39;0.2623956;1;;
6.391;0.2624191;1;;
6.411;0.3069651;1;;
6.412;0.3069651;1;;
6.412;0.3069651;1;;
6.413;0.3069651;1;;
6.433;0.3510397;1;;
6.434;0.3514726;1;;
6.435;0.3515683;1;;
6.435;0.3515847;1;;
6.455;0.3740627;1;;
6.456;0.3965629;1;;
6.457;0.3965629;1;;
6.457;0.3965629;1;;
6.477;0.4485555;1;;
6.478;0.4499846;1;;
6.479;0.4506208;1;;
6.481;0.4511296;1;;
6.5;0.4637217;1;;
6.5;0.4679152;1;;
6.501;0.4823003;1;;
6.502;0.48465;1;;
6.522;0.5077517;1;;
6.522;0.5150442;1;;
6.523;0.5277627;1;;
6.524;0.5297901;1;;
6.543;0.5522236;1;;
6.545;0.5723436;1;;
6.545;0.5735952;1;;
6.546;0.5748745;1;;
6.5554562;;;-0.15568882167319;-0.0518962738910632
6.567;0.5972827;1;;
6.568;0.6139471;1;;
6.568;0.6167122;1;;
6.577;0.6193848;1;;
6.587;0.6417155;1;;
6.588;0.6431527;1;;
6.589;0.6636689;1;;
6.59;0.6685924;1;;
6.609;0.6868537;1;;
6.61;0.6870963;1;;
6.611;0.6870963;1;;
6.612;0.7043971;1;;
6.63;0.7316744;1;;
6.631;0.7319897;1;;
6.632;0.7320337;1;;
6.633;0.7320433;1;;
6.652;0.775759;1;;
6.653;0.7763368;1;;
6.654;0.7763368;1;;
6.673;0.8201447;1;;
6.674;0.8205341;1;;
6.674;0.8207219;1;;
6.694;0.8658513;1;;
6.695;0.8658513;1;;
6.696;0.8658513;1;;
6.696;0.8658513;1;;
6.697;0.8658513;1;;
6.716;0.9094942;1;;
6.717;0.9099151;1;;
6.717;0.9100816;1;;
6.738;0.9549648;1;;
6.739;0.9549648;1;;
6.74;0.9549648;1;;
6.74;0.9549648;1;;
6.759;0.9983431;1;;
6.761;0.9991791;1;;
6.761;0.9991804;1;;
6.763;0.9994582;1;;
6.782;1.021741;1;;
6.783;1.021741;1;;
6.784;1.033652;1;;
6.785;1.041773;1;;
6.803;1.088508;1;;
6.804;1.089047;1;;
6.805;1.089145;1;;
6.806;1.089145;1;;
6.827;1.134091;1;;
6.828;1.134091;1;;
6.829;1.134091;1;;
6.85;1.178869;1;;
6.851;1.178869;1;;
6.8572582;;;0.497274210893338;0.113861796406716
6.871;1.223001;1;;
6.873;1.223001;1;;
6.873;1.223001;1;;
6.893;1.26769;1;;
6.895;1.26769;1;;
6.915;1.313583;1;;
6.916;1.313583;1;;
6.917;1.313583;1;;
6.936;1.334671;1;;
6.937;1.334899;1;;
6.959;1.402709;1;;
6.96;1.4033;1;;
6.961;1.403444;1;;
6.99;1.44691;1;;
6.991;1.447223;1;;
7.003;1.496167;1;;
7.004;1.496974;1;;
7.004;1.497112;1;;
7.024;1.513529;1;;
7.026;1.5342;1;;
7.047;1.558134;1;;
7.048;1.576611;1;;
7.049;1.580267;1;;
7.07;1.624941;1;;
7.071;1.625371;1;;
7.092;1.648715;1;;
7.093;1.649072;1;;
7.093;1.64916;1;;
7.114;1.713419;1;;
7.115;1.714535;1;;
7.135;1.736662;1;;
7.137;1.754802;1;;
7.138;1.758211;1;;
7.157;1.781693;1;;
7.158;1.781955;1;;
7.1605641;;;0.495631015349246;0.279072134856465
7.201;1.875123;1;;
7.202;1.875633;1;;
7.223;1.918633;1;;
7.223;1.91897;1;;
7.224;1.91911;1;;
7.244;1.960184;1;;
7.265;2.0153;1;;
7.267;2.015866;1;;
7.267;2.015891;1;;
7.287;2.049537;1;;
7.288;2.049955;1;;
7.289;2.049955;1;;
7.289;2.049955;1;;
7.309;2.09444;1;;
7.31;2.094858;1;;
7.311;2.094967;1;;
7.311;2.094985;1;;
7.331;2.138903;1;;
7.331;2.139191;1;;
7.332;2.139416;1;;
7.333;2.13945;1;;
7.353;2.18352;1;;
7.353;2.183835;1;;
7.354;2.184021;1;;
7.355;2.184078;1;;
7.374;2.228444;1;;
7.375;2.228444;1;;
7.376;2.228444;1;;
7.385;2.228444;1;;
7.395;2.278636;1;;
7.396;2.279663;1;;
7.397;2.279804;1;;
7.398;2.279841;1;;
7.418;2.326488;1;;
7.419;2.326488;1;;
7.419;2.326488;1;;
7.42;2.326488;1;;
7.439;2.339963;1;;
7.44;2.340141;1;;
7.441;2.340141;1;;
7.441;2.340141;1;;
7.481;2.340141;1;;
7.481;2.340141;1;;
7.482;2.340141;1;;
7.483;2.340141;1;;
7.483;2.340141;1;;
7.4914435;;;0.483056203495721;0.491987143246102
7.502;2.362344;1;;
7.503;2.362559;1;;
7.504;2.362608;1;;
7.504;2.36262;1;;
7.525;2.530815;1;;
7.526;2.532318;1;;
7.527;2.532682;1;;
7.546;2.563066;1;;
7.547;2.56337;1;;
7.547;2.563422;1;;
7.548;2.56346;1;;
7.549;2.56346;1;;
7.569;2.608754;1;;
7.569;2.608754;1;;
7.57;2.608754;1;;
7.59;2.652172;1;;
7.591;2.652704;1;;
7.592;2.652704;1;;
7.593;2.652704;1;;
7.594;2.652704;1;;
7.612;2.697614;1;;
7.613;2.698115;1;;
7.614;2.698198;1;;
7.633;2.741448;1;;
7.634;2.741844;1;;
7.634;2.741883;1;;
7.635;2.742018;1;;
7.655;2.786529;1;;
7.655;2.786529;1;;
7.656;2.786529;1;;
7.657;2.786529;1;;
7.677;2.831581;1;;
7.677;2.831581;1;;
7.678;2.831581;1;;
7.679;2.831581;1;;
7.698;2.875948;1;;
7.699;2.876527;1;;
7.7;2.876527;1;;
7.701;2.876527;1;;
7.72;2.89809;1;;
7.721;2.89809;1;;
7.742;2.964916;1;;
7.742;2.964916;1;;
7.743;2.964916;1;;
7.744;2.964916;1;;
7.744;2.964916;1;;
7.745;2.964916;1;;
7.763;3.009657;1;;
7.764;3.010136;1;;
7.764;3.010218;1;;
7.765;3.01026;1;;
7.785;2.978457;1;;
7.786;2.978058;1;;
7.795;2.978058;1;;
7.7977582;;;0.491508966465749;0.490065395103572
7.785;2.978457;1;;
7.786;2.978058;1;;
7.795;2.978058;1;;
7.807;2.955749;1;;
7.808;2.933933;1;;
7.809;2.928646;1;;
7.81;2.928646;1;;
7.81;2.928646;1;;
7.829;2.888864;1;;
7.83;2.888343;1;;
7.831;2.888343;1;;
7.851;2.866157;1;;
7.852;2.850007;1;;
7.853;2.84551;1;;
7.853;2.844849;1;;
7.874;2.821364;1;;
7.875;2.821154;1;;
7.875;2.821079;1;;
7.876;2.821079;1;;
7.877;2.821079;1;;
7.897;2.75456;1;;
7.897;2.75456;1;;
7.898;2.75456;1;;
7.918;2.710898;1;;
7.919;2.710314;1;;
7.92;2.709925;1;;
7.92;2.709858;1;;
7.941;2.665544;1;;
